id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker
d_main_35bf_04_1,d_main_35bf_04,Narration,ingrid,Locale_MainScenario:d_main_35bf_04_1,False,neon,5,idle,anis,3,idle,rapi_red,1,idle,ingrid,13,idle,Laboratory,black,black,1.0,bgm_story_fairytalesend_if,
d_main_35bf_04_2,d_main_35bf_04,Self,ingrid,Locale_MainScenario:d_main_35bf_04_2,False,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,
d_main_35bf_04_3,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_3,True,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,ingrid
d_main_35bf_04_4,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_4,True,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,ingrid
d_main_35bf_04_5,d_main_35bf_04,Self,ingrid,Locale_MainScenario:d_main_35bf_04_5,False,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,
d_main_35bf_04_6,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_6,True,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,ingrid
d_main_35bf_04_7,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_7,True,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,ingrid
d_main_35bf_04_8,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_8,True,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,ingrid
d_main_35bf_04_9,d_main_35bf_04,Self,ingrid,Locale_MainScenario:d_main_35bf_04_9,False,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,
d_main_35bf_04_10,d_main_35bf_04,Self,ingrid,Locale_MainScenario:d_main_35bf_04_10,False,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,
d_main_35bf_04_11,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_11,True,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,ingrid
d_main_35bf_04_12,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_12,True,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,L_130,1.0,,ingrid
d_main_35bf_04_13,d_main_35bf_04,Speech,rapi_red,Locale_MainScenario:d_main_35bf_04_13,True,,5,idle,,3,idle,,1,idle,,13,idle,,L_130,12,1.0,,rapi_red
d_main_35bf_04_14,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_14,True,,5,idle,,3,idle,,1,idle,,13,idle,,12,12,1.0,,ingrid
d_main_35bf_04_15,d_main_35bf_04,Speech,rapi_red,Locale_MainScenario:d_main_35bf_04_15,True,,5,idle,,3,idle,,1,delight,,13,idle,,12,12,1.0,,rapi_red
d_main_35bf_04_16,d_main_35bf_04,Speech,rapi_red,Locale_MainScenario:d_main_35bf_04_16,True,,5,idle,,3,idle,,1,delight,,13,idle,,12,12,1.0,,rapi_red
d_main_35bf_04_17,d_main_35bf_04,Speech,rapi_red,Locale_MainScenario:d_main_35bf_04_17,True,,5,idle,,3,idle,,1,delight,,13,idle,,12,12,1.0,,rapi_red
d_main_35bf_04_18,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_18,True,,5,idle,,3,idle,,1,delight,,13,good,,12,12,1.0,,ingrid
d_main_35bf_04_19,d_main_35bf_04,Self,ingrid,Locale_MainScenario:d_main_35bf_04_19,False,,5,idle,,3,idle,,1,delight,,13,good,,12,13,1.0,,
d_main_35bf_04_20,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_20,True,,5,idle,,3,idle,,1,delight,,13,idle,,13,13,1.0,,ingrid
d_main_35bf_04_21,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_21,True,,5,idle,,3,idle,,1,delight,,13,idle,,13,13,1.0,,ingrid
d_main_35bf_04_22,d_main_35bf_04,Self,ingrid,Locale_MainScenario:d_main_35bf_04_22,False,,5,idle,,3,idle,,1,delight,,13,idle,,13,13,1.0,,
d_main_35bf_04_23,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_23,True,,5,idle,,3,idle,,1,delight,,13,idle,,13,13,1.0,,ingrid
d_main_35bf_04_24,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_24,True,,5,idle,,3,idle,,1,delight,,13,idle,,13,13,1.0,,ingrid
d_main_35bf_04_25,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_25,True,,5,idle,,3,idle,,1,delight,,13,idle,,13,L_130,1.0,,ingrid
d_main_35bf_04_26,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_26,True,,5,idle,,3,idle,,1,delight,,13,idle,,L_130,L_130,1.0,,ingrid
d_main_35bf_04_27,d_main_35bf_04,Speech,anis,Locale_MainScenario:d_main_35bf_04_27,True,,5,delight,,3,delight,,1,delight,,13,idle,,4,4,1.0,,anis
d_main_35bf_04_28,d_main_35bf_04,Speech,neon,Locale_MainScenario:d_main_35bf_04_28,True,,5,delight,,3,delight,,1,delight,,13,idle,,4,4,1.0,,neon
d_main_35bf_04_29,d_main_35bf_04,Speech,rapi_red,Locale_MainScenario:d_main_35bf_04_29,True,,5,delight,,3,delight,,1,delight,,13,idle,,4,12,1.0,,rapi_red
d_main_35bf_04_30,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_30,True,,5,delight,,3,delight,,1,delight,,13,good,,12,13,1.0,,ingrid
d_main_35bf_04_31,d_main_35bf_04,Speech,ingrid,Locale_MainScenario:d_main_35bf_04_31,True,,5,delight,,3,delight,,1,delight,,13,good,,13,L_130,1.0,,ingrid
