id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_subquest_1381_s_1,d_subquest_1381_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_s_1,True,rapi,1,idle,anis,13,void,neon,3,idle,CityForest_03_d,130,130,1.0,bgm_story_fairytalesend_if
d_subquest_1381_s_2,d_subquest_1381_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1381_s_2,True,,1,idle,,13,void,,3,idle,,130,2,1.0,
d_subquest_1381_s_3,d_subquest_1381_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_s_3,True,,1,idle,,13,void,,3,idle,,2,2,1.0,
d_subquest_1381_s_4,d_subquest_1381_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_s_4,True,,1,idle,,13,void,,3,idle,,130,130,1.0,
d_subquest_1381_s_5,d_subquest_1381_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_s_5,True,,1,idle,,13,void,,3,idle,,2,2,1.0,
d_subquest_1381_s_6,d_subquest_1381_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_s_6,True,,1,idle,,13,void,,3,idle,,2,2,1.0,
d_subquest_1381_s_7,d_subquest_1381_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_s_7,True,,1,idle,,13,void,,3,idle,,2,2,1.0,
d_subquest_1381_s_8,d_subquest_1381_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1381_s_8,True,,1,idle,,13,void,,3,idle,,2,2,1.0,
d_subquest_1381_s_9,d_subquest_1381_s,Speech,neon,neon,Locale_SubScenario:d_subquest_1381_s_9,True,,1,idle,,13,void,,3,idle,,2,2,1.0,
d_subquest_1381_s_10,d_subquest_1381_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_s_10,True,,1,idle,,13,worry,,3,idle,,2,12,1.0,
d_subquest_1381_s_11,d_subquest_1381_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_s_11,True,,1,idle,,13,worry,,3,idle,,12,12,1.0,
d_subquest_1381_s_12,d_subquest_1381_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_s_12,True,,1,idle,,13,void,,3,idle,,12,12,1.0,
d_subquest_1381_s_13,d_subquest_1381_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_s_13,True,,1,idle,,13,void,,3,idle,,12,12,1.0,
d_subquest_1381_s_14,d_subquest_1381_s,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1381_s_14,True,,1,idle,,13,void,,3,idle,,12,12,1.0,
d_subquest_1381_s_15,d_subquest_1381_s,Speech,anis,anis,Locale_SubScenario:d_subquest_1381_s_15,True,,1,idle,,13,idle,,3,idle,,12,130,1.0,
