id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_main_40_01_1,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_1,True,WhaleyBack,300,300,1.0,bgm_chapter40_field_turningpoint_a,rapi_red,1,idle,nayuta_n,3,etc_02
d_main_40_01_2,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_2,True,,300,30,1.0,,,1,idle,,3,etc_02
d_main_40_01_3,d_main_40_01,Self,nayuta_n,,Locale_MainScenario:d_main_40_01_3,False,,30,30,1.0,,,1,idle,,3,etc_02
d_main_40_01_4,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_4,True,,30,30,1.0,,,1,idle,,3,etc_02
d_main_40_01_5,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_5,True,,30,31,1.0,,,1,idle,,3,etc_02
d_main_40_01_6,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_6,False,,31,31,1.0,,,1,idle,,3,angry
d_main_40_01_7,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_7,True,,31,31,1.0,,,1,idle,,3,angry
d_main_40_01_8,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_8,True,,31,31,1.0,,,1,idle,,3,angry
d_main_40_01_9,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_9,False,,31,31,1.0,,,1,idle,,3,angry
d_main_40_01_10,d_main_40_01,Self,nayuta_n,,Locale_MainScenario:d_main_40_01_10,False,,31,31,1.0,,,1,idle,,3,angry
d_main_40_01_11,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_11,True,,31,3,1.0,,,1,idle,,3,idle
d_main_40_01_12,d_main_40_01,Self,nayuta_n,,Locale_MainScenario:d_main_40_01_12,False,,3,3,1.0,,,1,idle,,3,idle
d_main_40_01_13,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_13,True,,3,30,1.0,,,1,idle,,3,idle
d_main_40_01_14,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_14,True,,30,30,1.0,,,1,idle,,3,idle
d_main_40_01_15,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_15,True,,30,10,1.0,,,1,idle,,3,idle
d_main_40_01_16,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_16,True,,10,10,1.0,,,1,idle,,3,idle
d_main_40_01_17,d_main_40_01,Self,rapi_red,,Locale_MainScenario:d_main_40_01_17,False,,10,10,1.0,,,1,idle,,3,idle
d_main_40_01_18,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_18,True,,10,31,1.0,,,1,idle,,3,idle
d_main_40_01_19,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_19,True,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_20,d_main_40_01,Self,nayuta_n,,Locale_MainScenario:d_main_40_01_20,False,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_21,d_main_40_01,Monologue,nayuta_n,,Locale_MainScenario:d_main_40_01_21,False,,black,black,1.0,,,1,idle,,3,idle
d_main_40_01_22,d_main_40_01,Monologue,rapi_red,,Locale_MainScenario:d_main_40_01_22,False,TechIndoor,black,black,1.0,,,1,idle,,3,idle
d_main_40_01_23,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_23,True,,3,31,1.5,,,1,idle,,3,idle
d_main_40_01_24,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_24,True,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_25,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_25,True,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_26,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_26,False,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_27,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_27,True,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_28,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_28,True,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_29,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_29,True,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_30,d_main_40_01,Speech,rapi_red,rapi_red,Locale_MainScenario:d_main_40_01_30,True,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_31,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_31,False,,31,31,1.0,,,1,idle,,3,idle
d_main_40_01_32,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_32,True,,31,3,1.0,,,1,idle,,3,idle_02
d_main_40_01_33,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_33,True,,3,3,1.0,,,1,idle,,3,idle_02
d_main_40_01_34,d_main_40_01,Speech,nayuta_n,nayuta_n,Locale_MainScenario:d_main_40_01_34,True,,3,30,1.0,,,1,idle,,3,idle_02
