id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_26_3_e_1,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_1,True,redhood,1,idle,dorothy,3,idle,Desert_01,2,2,1.0,bgm_highnoon
d_main_26_3_e_2,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_2,True,,1,idle,,3,idle,,2,2,1.0,
d_main_26_3_e_3,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_3,True,,1,idle,,3,idle,,2,2,1.0,
d_main_26_3_e_4,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_4,False,,1,no,,3,idle,,2,2,1.0,
d_main_26_3_e_5,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_5,True,,1,idle,,3,idle,,2,2,1.0,
d_main_26_3_e_6,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_6,True,,1,idle,,3,idle,,2,2,1.0,
d_main_26_3_e_7,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_7,True,,1,idle,,3,idle,,2,10,1.0,
d_main_26_3_e_8,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_8,True,,1,idle,,3,idle,,10,10,1.0,
d_main_26_3_e_9,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_9,True,,1,idle,,3,idle,,10,10,1.0,
d_main_26_3_e_10,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_10,True,,1,idle,,3,idle,,10,30,1.0,
d_main_26_3_e_11,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_11,True,,1,idle,,3,idle,,30,30,1.0,
d_main_26_3_e_12,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_12,True,,1,surprise,,3,idle,,30,2,1.0,
d_main_26_3_e_13,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_13,True,,1,surprise,,3,idle,,2,2,1.0,
d_main_26_3_e_14,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_14,True,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_15,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_15,True,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_16,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_16,True,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_17,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_17,False,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_18,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_18,False,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_19,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_19,True,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_20,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_20,True,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_21,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_21,True,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_22,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_22,True,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_23,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_23,False,,1,think,,3,idle,,2,2,1.0,
d_main_26_3_e_24,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_24,False,,1,think,,3,think,,2,2,1.0,
d_main_26_3_e_25,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_25,True,,1,think,,3,think,,2,2,1.0,
d_main_26_3_e_26,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_26,True,,1,think,,3,think,,2,2,1.0,
d_main_26_3_e_27,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_27,True,,1,idle,,3,think,,2,2,1.0,
d_main_26_3_e_28,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_28,True,,1,idle,,3,think,,2,2,1.0,
d_main_26_3_e_29,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_29,True,,1,idle,,3,think,,2,2,1.0,
d_main_26_3_e_30,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_30,True,,1,idle,,3,think,,2,2,1.0,
d_main_26_3_e_31,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_31,True,,1,idle,,3,think,,2,2,1.0,
d_main_26_3_e_32,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_32,True,,1,idle,,3,think,,2,2,1.0,
d_main_26_3_e_33,d_main_26_03_e,Speech,redhood,redhood,Locale_MainScenario:d_main_26_3_e_33,True,,1,think,,3,think,,2,2,1.0,
d_main_26_3_e_34,d_main_26_03_e,Speech,dorothy,dorothy,Locale_MainScenario:d_main_26_3_e_34,False,,1,think,,3,think,,2,30,1.0,
