id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_07_05_1,d_main_07_05,Self,snowwhite,Self,Locale_MainScenario:d_main_07_05_1,True,snowwhite,1,idle,IceLand_01,10,10,1.0,bgm_story_thepilgrim
d_main_07_05_2,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_2,True,,1,idle,,10,10,1.0,
d_main_07_05_3,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_3,True,,1,idle,,10,10,1.0,
d_main_07_05_4,d_main_07_05,Self,snowwhite,Self,Locale_MainScenario:d_main_07_05_4,True,,1,idle,,10,10,1.0,
d_main_07_05_5,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_5,True,,1,idle,,10,10,1.0,
d_main_07_05_6,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_6,True,,1,idle,,10,10,1.0,
d_main_07_05_7,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_7,True,,1,idle,,10,100,2.0,
d_main_07_05_8,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_8,True,,1,idle,,100,100,1.0,
d_main_07_05_9,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_9,True,,1,idle,,100,100,1.0,
d_main_07_05_10,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_10,True,,1,idle,,100,10,1.0,
d_main_07_05_11,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_11,True,,1,idle,,10,10,1.0,
d_main_07_05_12,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_12,True,,1,idle,,10,1,1.0,
d_main_07_05_13,d_main_07_05,Self,snowwhite,Self,Locale_MainScenario:d_main_07_05_13,False,,1,idle,,1,1,1.0,
d_main_07_05_14,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_14,True,,1,pain,,1,1,1.0,
d_main_07_05_15,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_15,True,,1,pain,,1,1,1.0,
d_main_07_05_16,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_16,True,,1,pain,,1,1,1.0,
d_main_07_05_17,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_17,True,,1,pain,,1,1,1.0,
d_main_07_05_18,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_18,True,,1,pain,,1,10,2.0,
d_main_07_05_19,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_19,True,,1,pain,,10,10,1.0,
d_main_07_05_20,d_main_07_05,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_07_05_20,True,,1,pain,,10,100,2.0,
