id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_subquest_1370_1,d_subquest_1370,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1370_1,True,anis,3,void,rapi,1,idle,neon,13,idle,Park,10,2,1.0,bgm_inark
d_subquest_1370_2,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_2,True,,3,void,,1,idle,,13,idle,,2,2,1.0,
d_subquest_1370_3,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_3,True,,3,idle,,1,idle,,13,idle,,2,2,1.0,
d_subquest_1370_4,d_subquest_1370,Speech,neon,neon,Locale_SubScenario:d_subquest_1370_4,True,,3,idle,,1,idle,,13,delight,,S_130,S_130,1.0,
d_subquest_1370_5,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_5,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,
d_subquest_1370_6,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_6,True,,3,delight,,1,idle,,13,idle,,30,30,1.0,
d_subquest_1370_7,d_subquest_1370,Self,anis,,Locale_SubScenario:d_subquest_1370_7,False,,3,delight,,1,idle,,13,idle,,30,30,1.0,
d_subquest_1370_8,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_8,True,,3,shy,,1,idle,,13,idle,,30,30,1.0,
d_subquest_1370_9,d_subquest_1370,Speech,neon,neon,Locale_SubScenario:d_subquest_1370_9,True,,3,idle,,1,idle,,13,idle,,S_130,S_130,1.0,
d_subquest_1370_10,d_subquest_1370,Speech,neon,neon,Locale_SubScenario:d_subquest_1370_10,True,,3,idle,,1,idle,,13,no,,S_130,S_130,1.0,
d_subquest_1370_11,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_11,True,,3,no,,1,idle,,13,idle,,30,30,1.0,
d_subquest_1370_12,d_subquest_1370,Speech,neon,neon,Locale_SubScenario:d_subquest_1370_12,True,,3,no,,1,idle,,13,angry,,S_130,S_130,1.0,
d_subquest_1370_13,d_subquest_1370,Speech,neon,neon,Locale_SubScenario:d_subquest_1370_13,True,,3,no,,1,idle,,13,idle,,S_130,S_130,1.0,
d_subquest_1370_14,d_subquest_1370,Speech,neon,neon,Locale_SubScenario:d_subquest_1370_14,True,,3,no,,1,idle,,13,no,,S_130,S_1300,0.5,
d_subquest_1370_15,d_subquest_1370,Speech,neon,neon,Locale_SubScenario:d_subquest_1370_15,True,,3,no,,1,idle,,13,no,,S_1300,S_1300,1.0,
d_subquest_1370_16,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_16,True,,3,no,,1,idle,,13,no,,2,2,1.0,
d_subquest_1370_17,d_subquest_1370,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1370_17,True,,3,idle,,1,think,,13,idle,,2,2,1.0,
d_subquest_1370_18,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_18,True,,3,idle,,1,think,,13,idle,,2,30,1.0,
d_subquest_1370_19,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_19,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,
d_subquest_1370_20,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_20,True,,3,idle,,1,idle,,13,idle,,30,30,1.0,
d_subquest_1370_21,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_21,True,,3,void,,1,idle,,13,idle,,30,300,1.0,
d_subquest_1370_22,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_22,True,,3,worry,,1,idle,,13,idle,,300,300,2.0,
d_subquest_1370_23,d_subquest_1370,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1370_23,True,,3,worry,,1,idle,,13,idle,,10,10,1.0,
d_subquest_1370_24,d_subquest_1370,Speech,neon,neon,Locale_SubScenario:d_subquest_1370_24,True,,3,worry,,1,idle,,13,delight,,10,S_130,1.0,
d_subquest_1370_25,d_subquest_1370,Speech,anis,anis,Locale_SubScenario:d_subquest_1370_25,True,,3,sad,,1,idle,,13,delight,,30,30,1.0,
