id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/3/hide_char_id
d_subquest_1043_e_1,d_subquest_1043_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_e_1,True,anis,5,angry,rapi,3,idle,neon,1,idle,jannemiller,15,idle,WasteLand_04,30,30,1.0,bgm_emergency,,
d_subquest_1043_e_2,d_subquest_1043_e,Narration,rapi,,Locale_SubScenario:d_subquest_1043_e_2,False,,5,angry,,3,idle,,1,idle,,15,idle,,black,black,1.0,,sfx_scn_run,
d_subquest_1043_e_3,d_subquest_1043_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_e_3,True,,5,angry,,3,idle,,1,idle,,15,idle,,50,50,1.0,,,
d_subquest_1043_e_4,d_subquest_1043_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_e_4,True,,5,angry,,3,angry,,1,idle,,15,idle,,50,30,1.0,,,
d_subquest_1043_e_5,d_subquest_1043_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_e_5,True,,5,angry,,3,angry,,1,no,,15,idle,,S_10,S_100,2.0,,,
d_subquest_1043_e_6,d_subquest_1043_e,Narration,neon,,Locale_SubScenario:d_subquest_1043_e_6,False,,5,angry,,3,angry,,1,no,,15,idle,,black,black,1.0,,sfx_scn_bang,
d_subquest_1043_e_7,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_7,True,,5,angry,,3,idle,,1,no,,15,idle,,black,black,1.0,,,
d_subquest_1043_e_8,d_subquest_1043_e,Monologue,jannemiller,,Locale_SubScenario:d_subquest_1043_e_8,False,,5,angry,,3,idle,,1,no,,15,idle,,black,black,1.0,,sfx_scn_heavytrip,
d_subquest_1043_e_9,d_subquest_1043_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_e_9,True,,5,angry,,3,idle,,1,delight,,15,idle,,S_100,S_10,1.0,none,,
d_subquest_1043_e_10,d_subquest_1043_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_e_10,True,,5,angry,,3,idle,,1,delight,,15,idle,,50,50,1.0,,,
d_subquest_1043_e_11,d_subquest_1043_e,Self,anis,,Locale_SubScenario:d_subquest_1043_e_11,False,,5,angry,,3,idle,,1,idle,,15,idle,,150,150,1.0,,,
d_subquest_1043_e_12,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_12,True,,5,void,,3,idle,,1,idle,,15,idle,,150,150,1.0,bgm_enemyclose,,
d_subquest_1043_e_13,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_13,True,,5,void,,3,idle,,1,idle,,15,idle,,150,1500,0.5,,,
d_subquest_1043_e_14,d_subquest_1043_e,Self,jannemiller,,Locale_SubScenario:d_subquest_1043_e_14,False,,5,void,,3,idle,,1,idle,,15,idle,,1500,1500,1.0,,,
d_subquest_1043_e_15,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_15,True,,5,void,,3,idle,,1,idle,,15,idle,,1500,1500,1.0,,,
d_subquest_1043_e_16,d_subquest_1043_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_e_16,True,,5,void,,3,idle,,1,idle,,15,idle,,50,50,1.0,,,
d_subquest_1043_e_17,d_subquest_1043_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_e_17,True,,5,void,,3,idle,,1,surprise,,15,idle,,S_10,S_10,1.0,,,
d_subquest_1043_e_18,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_18,True,,5,void,,3,idle,,1,surprise,,15,idle,,1500,150,0.5,,,
d_subquest_1043_e_19,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_19,True,,5,void,,3,idle,,1,idle,,15,idle,,150,150,1.0,,,
d_subquest_1043_e_20,d_subquest_1043_e,Self,jannemiller,,Locale_SubScenario:d_subquest_1043_e_20,False,,5,void,,3,idle,,1,idle,,15,idle,,150,150,1.0,,,
d_subquest_1043_e_21,d_subquest_1043_e,Narration,jannemiller,,Locale_SubScenario:d_subquest_1043_e_21,False,,5,void,,3,idle,,1,idle,,15,idle,,black,black,1.0,,sfx_scn_aim,
d_subquest_1043_e_22,d_subquest_1043_e,Monologue,jannemiller,,Locale_SubScenario:d_subquest_1043_e_22,False,,5,void,,3,idle,,1,surprise,,15,idle,,150,1500,2.0,,,
d_subquest_1043_e_23,d_subquest_1043_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_e_23,True,,5,void,,3,idle,,1,surprise,,15,idle,,S_10,S_10,1.0,,,
d_subquest_1043_e_24,d_subquest_1043_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_e_24,True,,5,void,,3,idle,,1,no,,15,idle,,S_10,S_100,2.0,,,
d_subquest_1043_e_25,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_25,True,,5,void,,3,idle,,1,surprise,,15,idle,,1500,150,1.0,,,
d_subquest_1043_e_26,d_subquest_1043_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_e_26,True,,5,void,,3,idle,,1,surprise,,15,idle,,150,150,1.0,,,
d_subquest_1043_e_27,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_27,True,,5,void,,3,idle,,1,idle,,15,idle,,150,150,1.0,,,
d_subquest_1043_e_28,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_28,True,,5,void,,3,idle,,1,idle,,15,idle,,150,150,1.0,,,
d_subquest_1043_e_29,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_29,True,,5,void,,3,idle,,1,idle,,15,idle,,150,150,1.0,,,
d_subquest_1043_e_30,d_subquest_1043_e,Speech,jannemiller,jannemiller,Locale_SubScenario:d_subquest_1043_e_30,True,,5,void,,3,idle,,1,idle,,15,idle,,150,150,1.0,,,
d_subquest_1043_e_31,d_subquest_1043_e,Monologue,jannemiller,,Locale_SubScenario:d_subquest_1043_e_31,False,,5,void,,3,idle,,1,idle,,15,idle,,150,15,2.0,,,jannemiller
d_subquest_1043_e_32,d_subquest_1043_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_e_32,True,,5,void,,3,idle,,1,idle,,,,,30,30,1.0,,,
d_subquest_1043_e_33,d_subquest_1043_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_e_33,True,,5,void,,3,idle,,1,idle,,,,,30,30,1.0,,,
d_subquest_1043_e_34,d_subquest_1043_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_e_34,True,,5,void,,3,idle,,1,no,,,,,30,2,1.0,,,
d_subquest_1043_e_35,d_subquest_1043_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_e_35,True,,5,worry,,3,idle,,1,no,,,,,2,4,1.0,,,
d_subquest_1043_e_36,d_subquest_1043_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_e_36,True,,5,worry,,3,idle,,1,delight,,,,,S_10,S_10,1.0,,,
d_subquest_1043_e_37,d_subquest_1043_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_e_37,False,,5,angry,,3,idle,,1,delight,,,,,4,4,1.0,,,
d_subquest_1043_e_38,d_subquest_1043_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_e_38,False,,5,angry,,3,idle,,1,delight,,,,,4,4,1.0,,,
d_subquest_1043_e_39,d_subquest_1043_e,Speech,rapi,rapi,Locale_SubScenario:d_subquest_1043_e_39,True,,5,angry,,3,angry,,1,idle,,,,,4,4,1.0,,,
d_subquest_1043_e_40,d_subquest_1043_e,Speech,anis,anis,Locale_SubScenario:d_subquest_1043_e_40,True,,5,angry,,3,angry,,1,idle,,,,,4,4,1.0,,,
d_subquest_1043_e_41,d_subquest_1043_e,Speech,neon,neon,Locale_SubScenario:d_subquest_1043_e_41,True,,5,angry,,3,angry,,1,worry,,,,,4,S_10,2.0,,,
