id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/1/hide_char_id,characters/2/hide_char_id,play_sound
d_main_23af_02_1,d_main_23af_02,Narration,Locale_MainScenario:d_main_23af_02_1,False,burningum,1,surprise,BriefingRoom,1,1,1.0,bgm_story_fairytalesend_a,,,,,,,,,,,,
d_main_23af_02_2,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_2,True,,1,surprise,,1,10,1.0,,burningum,burningum,ingrid_op,OP_leftup,idle,mustang_op_r,OP_rightup,angry,,,,
d_main_23af_02_3,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_3,True,,1,surprise,,10,10,1.0,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_4,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_4,True,,1,surprise,,10,10,1.0,,ingrid_op,ingrid_op,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_5,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_5,True,,1,angry,,10,10,1.0,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_6,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_6,False,,1,angry,,10,10,1.0,,ingrid_op,ingrid_op,,OP_leftup,think,,OP_rightup,angry,,,,
d_main_23af_02_7,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_7,False,,1,surprise,,10,10,1.0,,burningum,burningum,,OP_leftup,think,,OP_rightup,angry,Low_2,,,
d_main_23af_02_8,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_8,True,,1,surprise,,10,1,1.0,,burningum,burningum,,OP_leftup,think,,OP_rightup,angry,,,,
d_main_23af_02_9,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_9,True,,1,surprise,,1,1,1.0,,burningum,burningum,,OP_leftup,think,,OP_rightup,angry,,,,
d_main_23af_02_10,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_10,False,,1,surprise,,1,1,1.0,,mustang_op_r,mustang_op_r,,OP_leftup,think,,OP_rightup,angry,,,,
d_main_23af_02_11,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_11,False,,1,surprise,,1,1,1.0,,syuen_op_l,syuen_op_l,syuen_op_l,OP_leftup,angry,,OP_rightup,angry,,ingrid_op,,
d_main_23af_02_12,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_12,True,,1,surprise,,1,1,1.0,,ingrid_op,ingrid_op,ingrid_op,OP_leftup,idle,,OP_rightup,angry,,syuen_op_l,,
d_main_23af_02_13,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_13,True,,1,surprise,,1,1,1.0,,ingrid_op,ingrid_op,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_14,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_14,True,,1,surprise,,1,10,1.0,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_15,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_15,True,,1,surprise,,10,10,1.0,,mustang_op_r,mustang_op_r,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_16,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_16,True,,1,surprise,,10,10,1.0,,mustang_op_r,mustang_op_r,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_17,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_17,True,,1,surprise,,10,10,1.0,,mustang_op_r,mustang_op_r,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_18,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_18,True,,1,surprise,,10,10,1.0,,mustang_op_r,mustang_op_r,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_19,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_19,True,,1,surprise,,10,10,1.0,,mustang_op_r,mustang_op_r,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_20,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_20,True,,1,surprise,,10,10,1.0,,mustang_op_r,mustang_op_r,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_21,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_21,True,,1,angry,,10,100,0.7,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_22,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_22,True,,1,angry,,100,100,1.0,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_23,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_23,True,,1,angry,,100,100,1.0,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_24,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_24,True,,1,angry,,100,100,1.0,,syuen_op_l,syuen_op_l,syuen_op_l,OP_leftup,angry,,OP_rightup,angry,,ingrid_op,,
d_main_23af_02_25,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_25,True,,1,angry,,100,100,1.0,,ingrid_op,ingrid_op,ingrid_op,OP_leftup,idle,,OP_rightup,angry,,syuen_op_l,,
d_main_23af_02_26,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_26,True,,1,angry,,100,100,1.0,,ingrid_op,ingrid_op,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_27,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_27,True,,1,angry,,100,100,1.0,,syuen_op_l,syuen_op_l,syuen_op_l,OP_leftup,angry,,OP_rightup,angry,,ingrid_op,,
d_main_23af_02_28,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_28,True,,1,idle,,100,10,1.0,,burningum,burningum,,OP_leftup,angry,,OP_rightup,angry,,,,
d_main_23af_02_29,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_29,True,,1,idle,,10,10,1.0,,burningum,burningum,,OP_leftup,angry,,OP_rightup,angry,,,,
d_main_23af_02_30,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_30,True,,1,idle,,10,10,1.0,,burningum,burningum,,OP_leftup,angry,,OP_rightup,angry,,,,
d_main_23af_02_31,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_31,True,,1,idle,,10,10,1.0,,ingrid_op,ingrid_op,ingrid_op,OP_leftup,think,,OP_rightup,angry,,syuen_op_l,,
d_main_23af_02_32,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_32,False,,1,think,,10,10,1.0,,burningum,burningum,,OP_leftup,think,,OP_rightup,angry,,,,
d_main_23af_02_33,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_33,True,,1,think,,10,10,1.0,,ingrid_op,ingrid_op,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_34,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_34,True,,1,idle,,10,10,1.0,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_35,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_35,True,,1,idle,,10,10,1.0,,ingrid_op,ingrid_op,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_36,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_36,True,,1,idle,,10,10,1.0,,ingrid_op,ingrid_op,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_37,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_37,True,,1,idle,,10,10,1.0,,ingrid_op,ingrid_op,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_38,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_38,True,,1,idle,,10,10,1.0,,ingrid_op,ingrid_op,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_39,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_39,True,,1,idle,,10,10,1.0,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_40,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_40,True,,1,idle,,10,10,1.0,,burningum,burningum,,OP_leftup,idle,,OP_rightup,angry,,,,
d_main_23af_02_41,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_41,False,,1,idle,,10,10,1.0,,ingrid_op,ingrid_op,,OP_leftup,think,,OP_rightup,angry,,,,
d_main_23af_02_42,d_main_23af_02,Speech,Locale_MainScenario:d_main_23af_02_42,False,,1,idle,,10,10,1.0,,mustang_op_r,mustang_op_r,,OP_leftup,think,,OP_rightup,angry,,,,
