id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_14_03_1,d_main_14_03,Speech,anis,anis,Locale_MainScenario:d_main_14_03_1,True,NikkeRoom,113,113,1.0,bgm_story_leisuretime,,,anis,1,angry,marian_p,13,angry,rapi,15,idle,neon,3,idle
d_main_14_03_2,d_main_14_03,Speech,anis,anis,Locale_MainScenario:d_main_14_03_2,True,,113,113,1.0,,,,,1,angry,,13,angry,,15,idle,,3,idle
d_main_14_03_3,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_3,True,,113,113,1.0,,,,,1,angry,,13,angry,,15,idle,,3,idle
d_main_14_03_4,d_main_14_03,Speech,anis,anis,Locale_MainScenario:d_main_14_03_4,True,,113,113,1.0,,,,,1,angry,,13,angry,,15,idle,,3,idle
d_main_14_03_5,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_5,True,,113,113,1.0,,,,,1,angry,,13,angry,,15,idle,,3,idle
d_main_14_03_6,d_main_14_03,Speech,anis,anis,Locale_MainScenario:d_main_14_03_6,True,,113,113,1.0,,,,,1,sad,,13,angry,,15,idle,,3,idle
d_main_14_03_7,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_7,True,,113,1315,1.0,,,,,1,sad,,13,angry,,15,idle,,3,idle
d_main_14_03_8,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_8,True,,1315,1315,1.0,,,,,1,sad,,13,idle,,15,idle,,3,idle
d_main_14_03_9,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_9,True,,1315,1315,1.0,,,,,1,idle,,13,idle,,15,idle,,3,idle
d_main_14_03_10,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_10,True,,1315,1315,1.0,,,,,1,idle,,13,surprise,,15,idle,,3,idle
d_main_14_03_11,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_11,True,,1315,1315,1.0,,,,,1,idle,,13,surprise,,15,idle,,3,idle
d_main_14_03_12,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_12,True,,1315,1315,1.0,,,,,1,idle,,13,surprise,,15,idle,,3,idle
d_main_14_03_13,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_13,True,,1315,1315,1.0,,,,,1,idle,,13,surprise,,15,idle,,3,idle
d_main_14_03_14,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_14,True,,1315,1315,1.0,,,,,1,idle,,13,surprise,,15,idle,,3,idle
d_main_14_03_15,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_15,True,,1315,1315,1.0,,,,,1,idle,,13,surprise,,15,idle,,3,idle
d_main_14_03_16,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_16,True,,1315,1315,1.0,,,,,1,idle,,13,surprise,,15,idle,,3,idle
d_main_14_03_17,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_17,False,,1315,1315,1.0,,,,,1,idle,,13,surprise,,15,idle,,3,idle
d_main_14_03_18,d_main_14_03,Speech,marian_p,marian_p,Locale_MainScenario:d_main_14_03_18,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,idle,,3,idle
d_main_14_03_19,d_main_14_03,Speech,rapi,rapi,Locale_MainScenario:d_main_14_03_19,True,,1315,1315,1.0,,,,,1,idle,,13,delight,,15,idle,,3,idle
d_main_14_03_20,d_main_14_03,Speech,neon,neon,Locale_MainScenario:d_main_14_03_20,True,,1315,31,1.0,,,,,1,idle,,13,delight,,15,idle,,3,surprise
d_main_14_03_21,d_main_14_03,Speech,anis,anis,Locale_MainScenario:d_main_14_03_21,True,,31,31,1.0,,,,,1,no,,13,delight,,15,idle,,3,surprise
d_main_14_03_22,d_main_14_03,Speech,neon,neon,Locale_MainScenario:d_main_14_03_22,True,,31,31,1.0,,,,,1,no,,13,delight,,15,idle,,3,surprise
