id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_17_01_e_1,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_1,True,rapi,1,idle,anis,13,pain,neon,15,idle,IceLand_03,113,113,1.0,bgm_story_stormbreakers,,,
d_main_17_01_e_2,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_2,True,,1,idle,,13,pain,,15,idle,,113,113,1.0,,,,
d_main_17_01_e_3,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_3,True,,1,idle,,13,pain,,15,idle,,113,113,1.0,,,,
d_main_17_01_e_4,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_4,True,,1,idle,,13,pain,,15,idle,,113,113,1.0,,,,
d_main_17_01_e_5,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_5,True,,1,idle,,13,pain,,15,surprise,,113,1315,1.0,,,,
d_main_17_01_e_6,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_6,True,,1,idle,,13,pain,,15,surprise,,1315,1315,1.0,,,,
d_main_17_01_e_7,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_7,True,,1,idle,,13,angry,,15,surprise,,1315,1315,1.0,,,,
d_main_17_01_e_8,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_8,True,,1,idle,,13,angry,,15,surprise,,1315,1315,1.0,,,,
d_main_17_01_e_9,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_9,True,,1,idle,,13,angry,,15,surprise,,1315,1315,1.0,,,,
d_main_17_01_e_10,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_10,True,,1,idle,,13,sad,,15,surprise,,1315,1315,1.0,,,,
d_main_17_01_e_11,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_11,True,,1,idle,,13,sad,,15,surprise,,1315,1315,1.0,,,,
d_main_17_01_e_12,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_12,True,,1,idle,,13,sad,,15,angry,,1315,1315,1.0,,,,
d_main_17_01_e_13,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_13,True,,1,idle,,13,angry,,15,angry,,1315,1315,1.0,,,,
d_main_17_01_e_14,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_14,True,,1,idle,,13,angry,,15,angry,,1315,S_150,1.0,,,,
d_main_17_01_e_15,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_15,True,,1,idle,,13,angry,,15,angry,,S_150,S_150,1.0,,,,
d_main_17_01_e_16,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_16,True,,1,idle,,13,angry,,15,angry,,S_150,S_150,1.0,,,,
d_main_17_01_e_17,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_17,True,,1,idle,,13,angry,,15,no,,S_150,S_150,1.0,,,,
d_main_17_01_e_18,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_18,True,,1,idle,,13,angry,,15,no,,130,130,1.0,,,,
d_main_17_01_e_19,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_19,True,,1,idle,,13,angry,,15,no,,130,1300,1.0,,,,
d_main_17_01_e_20,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_20,True,,1,idle,,13,angry,,15,no,,100,100,1.0,,,,
d_main_17_01_e_21,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_21,True,,1,idle,,13,angry,,15,no,,100,100,1.0,,rapunzel,5,idle
d_main_17_01_e_22,d_main_17_01_e,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_01_e_22,True,,1,idle,,13,angry,,15,no,,100,30,1.0,,,3,idle
d_main_17_01_e_23,d_main_17_01_e,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_01_e_23,True,,1,idle,,13,angry,,15,no,,30,30,1.0,none,,3,idle
d_main_17_01_e_24,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_24,True,,1,idle,,13,idle,,15,no,,130,130,1.0,,,3,idle
d_main_17_01_e_25,d_main_17_01_e,Self,,,Locale_MainScenario:d_main_17_01_e_25,False,,1,idle,,13,idle,,15,no,,130,130,1.0,bgm_blackgunsmoke,,3,idle
d_main_17_01_e_26,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_26,True,,1,idle,,13,idle,,15,no,,130,130,1.0,,,3,idle
d_main_17_01_e_27,d_main_17_01_e,Speech,neon,neon,Locale_MainScenario:d_main_17_01_e_27,True,,1,idle,,13,idle,,15,idle,,150,150,1.0,,,3,idle
d_main_17_01_e_28,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_28,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,3,idle
d_main_17_01_e_29,d_main_17_01_e,Self,,,Locale_MainScenario:d_main_17_01_e_29,False,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,3,idle
d_main_17_01_e_30,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_30,True,,1,idle,,13,idle,,15,idle,,10,10,1.0,,,3,idle
d_main_17_01_e_31,d_main_17_01_e,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_01_e_31,True,,1,idle,,13,idle,,15,idle,,10,31,1.0,,,3,idle
d_main_17_01_e_32,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_32,True,,1,idle,,13,idle,,15,idle,,31,31,1.0,,,3,idle
d_main_17_01_e_33,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_33,True,,1,idle,,13,idle,,15,idle,,31,31,1.0,,,3,idle
d_main_17_01_e_34,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_34,True,,1,idle,,13,idle,,15,idle,,31,31,1.0,,,3,idle
d_main_17_01_e_35,d_main_17_01_e,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_01_e_35,True,,1,idle,,13,idle,,15,idle,,31,31,1.0,,,3,idle
d_main_17_01_e_36,d_main_17_01_e,Speech,anis,anis,Locale_MainScenario:d_main_17_01_e_36,True,,1,idle,,13,sad,,15,idle,,31,113,1.0,,,3,idle
d_main_17_01_e_37,d_main_17_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_17_01_e_37,True,,1,idle,,13,sad,,15,idle,,113,113,1.0,,,3,idle
