id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,play_sound,set_camera_shake
d_main_22_01_e_1,d_main_22_01_e,Speech,anis,anis,Locale_MainScenario:d_main_22_01_e_1,True,rapi,1,idle,anis,13,angry,neon,15,worry,DestroyedStreet,1315,1315,1.0,bgm_collapse_a,,,,,,,,
d_main_22_01_e_2,d_main_22_01_e,Speech,neon,neon,Locale_MainScenario:d_main_22_01_e_2,True,,1,idle,,13,angry,,15,worry,,1315,1315,1.0,,,,,,,,,
d_main_22_01_e_3,d_main_22_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_22_01_e_3,True,,1,idle,,13,angry,,15,worry,,1315,1,1.0,,,,,,,,,
d_main_22_01_e_4,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_4,True,,1,idle,,13,angry,,15,worry,,1,53,1.0,,poli,3,idle,miranda,5,think,,
d_main_22_01_e_5,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_5,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,idle,,5,think,,
d_main_22_01_e_6,d_main_22_01_e,Self,,,Locale_MainScenario:d_main_22_01_e_6,False,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,idle,,5,think,,
d_main_22_01_e_7,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_7,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,idle,,5,think,,
d_main_22_01_e_8,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_8,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,idle,,5,think,,
d_main_22_01_e_9,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_9,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,angry,,5,think,,
d_main_22_01_e_10,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_10,True,,1,idle,,13,angry,,15,worry,,53,5,2.0,,,3,angry,,5,think,,
d_main_22_01_e_11,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_11,True,,1,idle,,13,angry,,15,worry,,5,S_500,2.0,,,3,angry,,5,think,,
d_main_22_01_e_12,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_12,True,,1,idle,,13,angry,,15,worry,,S_500,XS_300,1.0,,,3,angry,,5,think,,
d_main_22_01_e_13,d_main_22_01_e,Narration,,,Locale_MainScenario:d_main_22_01_e_13,False,,1,idle,,13,angry,,15,worry,,XS_300,XS_300,0.5,,,3,angry,,5,think,sfx_scn_comicchop,Low_2
d_main_22_01_e_14,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_14,True,,1,idle,,13,angry,,15,worry,,S_500,S_500,1.0,,,3,angry,,5,think,,
d_main_22_01_e_15,d_main_22_01_e,Monologue,,,Locale_MainScenario:d_main_22_01_e_15,False,,1,idle,,13,angry,,15,worry,,S_500,53,2.0,,,3,angry,,5,think,,
d_main_22_01_e_16,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_16,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,angry,,5,think,,
d_main_22_01_e_17,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_17,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,angry,,5,think,,
d_main_22_01_e_18,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_18,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,angry,,5,think,,
d_main_22_01_e_19,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_19,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,angry,,5,think,,
d_main_22_01_e_20,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_20,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,angry,,5,think,,
d_main_22_01_e_21,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_21,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,angry,,5,think,,
d_main_22_01_e_22,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_22,True,,1,idle,,13,angry,,15,worry,,53,53,1.0,,,3,angry,,5,think,,
d_main_22_01_e_23,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_23,True,,1,idle,,13,angry,,15,worry,,53,XS_30,1.0,,,3,angry,,5,think,,
d_main_22_01_e_24,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_24,True,,1,idle,,13,angry,,15,worry,,XS_30,XS_30,1.0,,,3,angry,,5,think,,
d_main_22_01_e_25,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_25,True,,1,idle,,13,angry,,15,worry,,XS_30,XS_30,1.0,,,3,angry,,5,think,,
d_main_22_01_e_26,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_26,True,,1,idle,,13,angry,,15,worry,,XS_30,XS_300,0.5,,,3,angry,,5,think,,
d_main_22_01_e_27,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_27,True,,1,idle,,13,angry,,15,worry,,XS_300,XS_300,1.0,,,3,angry,,5,think,,Low_2
d_main_22_01_e_28,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_28,True,,1,idle,,13,angry,,15,worry,,S_500,S_500,1.0,,,3,angry,,5,think,,
d_main_22_01_e_29,d_main_22_01_e,Speech,miranda,miranda,Locale_MainScenario:d_main_22_01_e_29,True,,1,idle,,13,angry,,15,worry,,S_500,5,1.0,,,3,angry,,5,idle,,
d_main_22_01_e_30,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_30,True,,1,idle,,13,angry,,15,worry,,5,53,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_31,d_main_22_01_e,Speech,rapi,rapi,Locale_MainScenario:d_main_22_01_e_31,True,,1,idle,,13,angry,,15,worry,,53,31,1.0,,,3,idle,,5,idle,,
d_main_22_01_e_32,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_32,True,,1,idle,,13,angry,,15,worry,,31,31,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_33,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_33,True,,1,idle,,13,angry,,15,worry,,31,31,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_34,d_main_22_01_e,Speech,anis,anis,Locale_MainScenario:d_main_22_01_e_34,True,,1,idle,,13,worry,,15,worry,,130,130,1.0,,,3,sad,,5,idle,,
d_main_22_01_e_35,d_main_22_01_e,Speech,poli,poli,Locale_MainScenario:d_main_22_01_e_35,True,,1,idle,,13,worry,,15,worry,,XS_30,XS_30,1.0,,,3,idle,,5,idle,,
