id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/9/show_char_id,characters/9/set_char_position,characters/9/set_char_anim,jump_target
d_main_02_01_1,d_main_02_01,Speech,neon,neon,Locale_MainScenario:d_main_02_01_1,True,rapi,1,idle,anis,3,idle,neon,13,idle,CityForest_01,17,13,1.0,bgm_recognition,,,,
d_main_02_01_2,d_main_02_01,Speech,anis,anis,Locale_MainScenario:d_main_02_01_2,True,,1,idle,,3,delight,,13,idle,,13,3,1.0,,,,,
d_main_02_01_3,d_main_02_01,Speech,neon,neon,Locale_MainScenario:d_main_02_01_3,True,,1,idle,,3,delight,,13,idle,,13,13,1.0,,,,,
d_main_02_01_4,d_main_02_01,Speech,neon,neon,Locale_MainScenario:d_main_02_01_4,True,,1,idle,,3,idle,,13,delight,,13,130,1.0,,,,,
d_main_02_01_5,d_main_02_01,Speech,neon,neon,Locale_MainScenario:d_main_02_01_5,True,,1,idle,,3,idle,,13,idle,,130,130,1.0,,,,,
d_main_02_01_6,d_main_02_01,Speech,anis,anis,Locale_MainScenario:d_main_02_01_6,True,,1,idle,,3,idle,,13,idle,,3,3,1.0,,,,,
d_main_02_01_7,d_main_02_01,Speech,anis,anis,Locale_MainScenario:d_main_02_01_7,True,,1,idle,,3,idle,,13,idle,,3,3,1.0,,,,,
d_main_02_01_8,d_main_02_01,Speech,anis,anis,Locale_MainScenario:d_main_02_01_8,True,,1,idle,,3,delight,,13,idle,,3,30,1.0,,,,,
d_main_02_01_9,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_9,True,,1,idle,,3,idle,,13,idle,,30,2,1.0,,shifty,OP_leftup,idle,
d_main_02_01_10,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_10,True,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,idle,
d_main_02_01_11,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_11,True,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,idle,
d_main_02_01_12,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_12,True,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,think,
d_main_02_01_13,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_13,True,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,think,
d_main_02_01_14,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_14,True,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,idle,
d_main_02_01_15,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_15,True,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,idle,
d_main_02_01_16,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_16,True,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,idle,
d_main_02_01_17,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_17,True,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,idle,
d_main_02_01_18,d_main_02_01,Choice,shifty,,Locale_MainScenario:d_main_02_01_18,False,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,idle,d_main_02_01_20
d_main_02_01_19,d_main_02_01,Choice,anis,,Locale_MainScenario:d_main_02_01_19,False,,1,idle,,3,idle,,13,idle,,2,2,1.0,,,OP_leftup,idle,d_main_02_01_21
d_main_02_01_20,d_main_02_01,Speech,anis,anis,Locale_MainScenario:d_main_02_01_20,True,,1,idle,,3,idle,,13,idle,,2,30,1.0,,,OP_leftup,idle,d_main_02_01_22
d_main_02_01_21,d_main_02_01,Speech,anis,anis,Locale_MainScenario:d_main_02_01_21,False,,1,idle,,3,no,,13,idle,,2,30,1.0,,,OP_leftup,idle,
d_main_02_01_22,d_main_02_01,Speech,rapi,rapi,Locale_MainScenario:d_main_02_01_22,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,,OP_leftup,idle,
d_main_02_01_23,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_23,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,,OP_leftup,idle,
d_main_02_01_24,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_24,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,,OP_leftup,idle,
d_main_02_01_25,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_25,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,,OP_leftup,idle,
d_main_02_01_26,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_26,True,,1,idle,,3,idle,,13,idle,,10,10,1.0,,,OP_leftup,idle,
d_main_02_01_27,d_main_02_01,Speech,anis,anis,Locale_MainScenario:d_main_02_01_27,True,,1,idle,,3,void,,13,idle,,30,30,1.0,,,OP_leftup,idle,
d_main_02_01_28,d_main_02_01,Speech,shifty,shifty,Locale_MainScenario:d_main_02_01_28,False,,1,idle,,3,void,,13,idle,,30,30,1.0,,,OP_leftup,think,
