id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_17_06_1,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_1,True,snowwhite,1,idle,hongryeon,5,idle,rapunzel,3,idle,anis,13,angry,RuinIndoor,L_10,L_10,1.0,bgm_story_6f6e6573656c66
d_main_17_06_2,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_2,True,,1,idle,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_3,d_main_17_06,Self,snowwhite,,Locale_MainScenario:d_main_17_06_3,False,,1,idle,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_4,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_4,True,,1,idle,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_5,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_5,True,,1,idle,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_6,d_main_17_06,Self,snowwhite,,Locale_MainScenario:d_main_17_06_6,False,,1,idle,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_7,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_7,False,,1,idle,,5,no,,3,no,,13,angry,,L_10,L_100,0.5,
d_main_17_06_8,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_8,False,,1,idle,,5,no,,3,no,,13,angry,,500,500,1.0,
d_main_17_06_9,d_main_17_06,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_06_9,False,,1,idle,,5,no,,3,no,,13,angry,,300,300,1.0,
d_main_17_06_10,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_10,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_100,L_100,1.0,
d_main_17_06_11,d_main_17_06,Self,snowwhite,,Locale_MainScenario:d_main_17_06_11,False,,1,angry,,5,idle,,3,idle,,13,angry,,L_100,L_100,1.0,
d_main_17_06_12,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_12,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_100,L_10,1.0,
d_main_17_06_13,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_13,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_14,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_14,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_15,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_15,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_16,d_main_17_06,Speech,anis,anis,Locale_MainScenario:d_main_17_06_16,True,,1,angry,,5,idle,,3,idle,,13,angry,,130,130,1.0,
d_main_17_06_17,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_17,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_10,L_10,1.0,
d_main_17_06_18,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_18,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_10,L_100,0.5,
d_main_17_06_19,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_19,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_100,L_100,1.0,
d_main_17_06_20,d_main_17_06,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_06_20,True,,1,angry,,5,idle,,3,idle,,13,angry,,L_100,53,1.0,
d_main_17_06_21,d_main_17_06,Speech,rapunzel,rapunzel,Locale_MainScenario:d_main_17_06_21,True,,1,angry,,5,idle,,3,idle,,13,angry,,53,53,1.0,
d_main_17_06_22,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_22,True,,1,angry,,5,idle,,3,idle,,13,angry,,53,53,1.0,
d_main_17_06_23,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_23,True,,1,angry,,5,idle,,3,idle,,13,angry,,53,53,1.0,
d_main_17_06_24,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_24,True,,1,angry,,5,idle,,3,idle,,13,angry,,53,53,1.0,
d_main_17_06_25,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_25,False,,1,pain,,5,idle,,3,idle,,13,angry,,53,1,1.0,
d_main_17_06_26,d_main_17_06,Speech,snowwhite,snowwhite,Locale_MainScenario:d_main_17_06_26,True,,1,idle,,5,idle,,3,idle,,13,angry,,1,L_10,1.0,
d_main_17_06_27,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_27,True,,1,idle,,5,idle,,3,idle,,13,angry,,50,50,1.0,
d_main_17_06_28,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_28,True,,1,idle,,5,no,,3,idle,,13,angry,,50,500,1.0,
d_main_17_06_29,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_29,True,,1,idle,,5,no,,3,idle,,13,angry,,500,500,1.0,
d_main_17_06_30,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_30,True,,1,idle,,5,no,,3,idle,,13,angry,,500,500,1.0,
d_main_17_06_31,d_main_17_06,Speech,hongryeon,hongryeon,Locale_MainScenario:d_main_17_06_31,True,,1,idle,,5,no,,3,idle,,13,angry,,500,500,1.0,
