id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_04af_01_1,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_1,True,enikk,1,special,EnikkRoom,10,10,1.0,bgm_hopeless
d_main_04af_01_2,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_2,True,,1,special,,10,10,1.0,
d_main_04af_01_3,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_3,True,,1,special,,10,10,1.0,
d_main_04af_01_4,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_4,True,,1,special,,10,10,1.0,
d_main_04af_01_5,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_5,True,,1,special,,10,10,1.0,
d_main_04af_01_6,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_6,True,,1,special,,10,10,1.0,
d_main_04af_01_7,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_7,True,,1,special,,10,10,1.0,
d_main_04af_01_8,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_8,True,,1,special,,10,10,1.0,
d_main_04af_01_9,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_9,True,,1,special,,10,10,1.0,
d_main_04af_01_10,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_10,True,,1,special,,10,10,1.0,
d_main_04af_01_11,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_11,True,,1,special,,10,10,1.0,
d_main_04af_01_12,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_12,True,,1,special,,10,10,1.0,
d_main_04af_01_13,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_13,True,,1,special,,10,10,1.0,
d_main_04af_01_14,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_14,True,,1,special,,10,10,1.0,
d_main_04af_01_15,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_15,True,,1,special,,10,10,1.0,
d_main_04af_01_16,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_16,True,,1,special,,10,10,1.0,
d_main_04af_01_17,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_17,True,,1,special,,10,10,1.0,
d_main_04af_01_18,d_main_04af_01,Speech,enikk,enikk,Locale_MainScenario:d_main_04af_01_18,True,,1,special,,10,10,1.0,
