id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_12af_03_1,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_1,True,mana,1,idle,ingrid,3,idle,rapi,13,idle,anis,15,void,neon,17,idle,Laboratory,31,31,1.0,bgm_story_fairytalesend_if
d_main_12af_03_2,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_2,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_3,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_3,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_4,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_4,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_5,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_5,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_6,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_6,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,31,31,1.0,
d_main_12af_03_7,d_main_12af_03,Speech,anis,anis,Locale_MainScenario:d_main_12af_03_7,True,,1,idle,,3,idle,,13,idle,,15,no,,17,idle,,150,150,1.0,
d_main_12af_03_8,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_8,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_9,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_9,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_10,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_10,True,,1,idle,,3,idle,,13,idle,,15,void,,17,idle,,10,10,1.0,
d_main_12af_03_11,d_main_12af_03,Speech,ingrid,ingrid,Locale_MainScenario:d_main_12af_03_11,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,10,31,1.0,
d_main_12af_03_12,d_main_12af_03,Speech,mana,mana,Locale_MainScenario:d_main_12af_03_12,True,,1,idle,,3,think,,13,idle,,15,void,,17,idle,,31,31,1.0,
