id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_main_21_08_e_1,d_main_21_08_e,Speech,anis,anis,Locale_MainScenario:d_main_21_08_e_1,True,Desert_02,50,50,1.0,bgm_disaster,anis,5,angry,rapi,3,idle,johan,1,idle,cecil_op_l,OP_leftup,idle
d_main_21_08_e_2,d_main_21_08_e,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_08_e_2,True,,50,50,1.0,,,5,angry,,3,idle,,1,idle,,OP_leftup,idle
d_main_21_08_e_3,d_main_21_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_08_e_3,True,,50,30,1.0,,,5,angry,,3,worry,,1,idle,,OP_leftup,idle
d_main_21_08_e_4,d_main_21_08_e,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_08_e_4,True,,30,30,1.0,,,5,void,,3,worry,,1,idle,,OP_leftup,idle
d_main_21_08_e_5,d_main_21_08_e,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_08_e_5,True,,30,30,1.0,,,5,void,,3,worry,,1,idle,,OP_leftup,idle
d_main_21_08_e_6,d_main_21_08_e,Speech,anis,anis,Locale_MainScenario:d_main_21_08_e_6,True,,30,53,1.0,,,5,void,,3,worry,,1,idle,,OP_leftup,idle
d_main_21_08_e_7,d_main_21_08_e,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_08_e_7,True,,53,53,1.0,,,5,void,,3,worry,,1,idle,,OP_leftup,idle
d_main_21_08_e_8,d_main_21_08_e,Self,cecil_op_l,Self,Locale_MainScenario:d_main_21_08_e_8,False,,53,53,1.0,,,5,angry,,3,angry,,1,idle,,OP_leftup,idle
d_main_21_08_e_9,d_main_21_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_08_e_9,True,,53,300,0.5,,,5,angry,,3,angry,,1,idle,,OP_leftup,idle
d_main_21_08_e_10,d_main_21_08_e,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_08_e_10,True,,300,300,1.0,,,5,angry,,3,angry,,1,idle,,OP_leftup,special
d_main_21_08_e_11,d_main_21_08_e,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_08_e_11,False,,300,300,1.0,,,5,angry,,3,angry,,1,idle,,OP_leftup,special
d_main_21_08_e_12,d_main_21_08_e,Speech,cecil_op_l,cecil_op_l,Locale_MainScenario:d_main_21_08_e_12,True,,300,300,1.0,,,5,angry,,3,angry,,1,idle,,OP_leftup,idle
d_main_21_08_e_13,d_main_21_08_e,Speech,anis,anis,Locale_MainScenario:d_main_21_08_e_13,True,,300,500,1.0,,,5,pain,,3,angry,,1,idle,,OP_leftup,idle
d_main_21_08_e_14,d_main_21_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_08_e_14,True,,500,300,0.5,,,5,pain,,3,angry,,1,idle,,OP_leftup,idle
d_main_21_08_e_15,d_main_21_08_e,Self,rapi,Self,Locale_MainScenario:d_main_21_08_e_15,False,,300,300,1.0,,,5,angry,,3,angry,,1,idle,,OP_leftup,idle
d_main_21_08_e_16,d_main_21_08_e,Speech,rapi,rapi,Locale_MainScenario:d_main_21_08_e_16,True,,300,53,1.0,,,5,angry,,3,angry,,1,idle,,OP_leftup,idle
d_main_21_08_e_17,d_main_21_08_e,Speech,anis,anis,Locale_MainScenario:d_main_21_08_e_17,True,,53,53,1.0,,,5,angry,,3,angry,,1,idle,,OP_leftup,idle
d_main_21_08_e_18,d_main_21_08_e,Speech,anis,anis,Locale_MainScenario:d_main_21_08_e_18,True,,53,53,1.0,,,5,angry,,3,angry,,1,idle,,OP_leftup,idle
