id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
d_main_21af_02_1,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_1,True,anis,7,sad,neon,5,idle,rapi,3,idle,NikkeRoom,15,7,3.0,bgm_story_orangepop
d_main_21af_02_2,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_2,True,,7,sad,,5,idle,,3,idle,,7,7,1.0,
d_main_21af_02_3,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_3,True,,7,angry,,5,idle,,3,idle,,7,70,0.5,
d_main_21af_02_4,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_4,True,,7,angry,,5,idle,,3,idle,,70,700,0.5,
d_main_21af_02_5,d_main_21af_02,Narration,anis,Narration,Locale_MainScenario:d_main_21af_02_5,False,,7,angry,,5,idle,,3,idle,,700,700,1.0,
d_main_21af_02_6,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_6,True,,7,shy,,5,idle,,3,idle,,700,70,0.5,
d_main_21af_02_7,d_main_21af_02,Speech,neon,neon,Locale_MainScenario:d_main_21af_02_7,True,,7,shy,,5,angry,,3,idle,,70,75,1.0,
d_main_21af_02_8,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_8,True,,7,void,,5,angry,,3,idle,,75,75,1.0,
d_main_21af_02_9,d_main_21af_02,Speech,neon,neon,Locale_MainScenario:d_main_21af_02_9,True,,7,void,,5,angry,,3,idle,,75,75,1.0,
d_main_21af_02_10,d_main_21af_02,Speech,neon,neon,Locale_MainScenario:d_main_21af_02_10,True,,7,void,,5,angry,,3,idle,,75,75,1.0,
d_main_21af_02_11,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_11,False,,7,no,,5,angry,,3,idle,,75,75,1.0,
d_main_21af_02_12,d_main_21af_02,Speech,neon,neon,Locale_MainScenario:d_main_21af_02_12,True,,7,no,,5,no,,3,idle,,75,75,1.0,
d_main_21af_02_13,d_main_21af_02,Speech,neon,neon,Locale_MainScenario:d_main_21af_02_13,True,,7,void,,5,no,,3,idle,,75,S_50,2.0,
d_main_21af_02_14,d_main_21af_02,Speech,neon,neon,Locale_MainScenario:d_main_21af_02_14,True,,7,void,,5,idle,,3,idle,,S_50,S_50,1.0,
d_main_21af_02_15,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_15,True,,7,void,,5,idle,,3,idle,,S_50,75,1.0,
d_main_21af_02_16,d_main_21af_02,Speech,neon,neon,Locale_MainScenario:d_main_21af_02_16,True,,7,void,,5,idle,,3,idle,,75,75,1.0,
d_main_21af_02_17,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_17,True,,7,void,,5,idle,,3,idle,,75,75,1.0,
d_main_21af_02_18,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_18,True,,7,idle,,5,idle,,3,idle,,75,7,1.0,
d_main_21af_02_19,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_19,False,,7,void,,5,idle,,3,idle,,7,70,2.0,
d_main_21af_02_20,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_20,True,,7,void,,5,idle,,3,idle,,70,70,1.0,none
d_main_21af_02_21,d_main_21af_02,Self,anis,Self,Locale_MainScenario:d_main_21af_02_21,False,,7,void,,5,idle,,3,idle,,70,70,1.0,
d_main_21af_02_22,d_main_21af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_21af_02_22,True,,7,void,,5,idle,,3,idle,,70,30,2.0,
d_main_21af_02_23,d_main_21af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_21af_02_23,True,,7,void,,5,idle,,3,idle,,30,30,1.0,
d_main_21af_02_24,d_main_21af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_21af_02_24,True,,7,void,,5,idle,,3,idle,,30,300,2.0,bgm_enemyclose
d_main_21af_02_25,d_main_21af_02,Self,rapi,Self,Locale_MainScenario:d_main_21af_02_25,True,,7,void,,5,idle,,3,idle,,300,300,1.0,
d_main_21af_02_26,d_main_21af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_21af_02_26,True,,7,void,,5,idle,,3,idle,,300,30,1.0,
d_main_21af_02_27,d_main_21af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_21af_02_27,False,,7,void,,5,idle,,3,idle,,30,30,1.0,
d_main_21af_02_28,d_main_21af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_21af_02_28,True,,7,void,,5,idle,,3,idle,,30,30,1.0,
d_main_21af_02_29,d_main_21af_02,Speech,anis,anis,Locale_MainScenario:d_main_21af_02_29,True,,7,void,,5,idle,,3,idle,,75,75,1.0,
d_main_21af_02_30,d_main_21af_02,Speech,neon,neon,Locale_MainScenario:d_main_21af_02_30,True,,7,void,,5,idle,,3,idle,,75,53,1.0,
d_main_21af_02_31,d_main_21af_02,Self,neon,Self,Locale_MainScenario:d_main_21af_02_31,True,,7,void,,5,idle,,3,idle,,53,53,1.0,
d_main_21af_02_32,d_main_21af_02,Speech,rapi,rapi,Locale_MainScenario:d_main_21af_02_32,True,,7,void,,5,idle,,3,idle,,53,3,2.0,
