id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,set_camera_shake,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id
d_ex_redash_04_4_1,80800,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_1,False,rapunzel_o,1,idle,Church,black,black,1.0,none,,,,,,,,,,,,
d_ex_redash_04_4_2,80800,d_ex_redash_04_4,Narration,Narration,Locale_SuddenStory:d_ex_redash_04_4_2,False,,1,idle,,5,5,1.0,bgm_story_backtonormal,sfx_scn_rustydooropen,,,,,,,,,,,
d_ex_redash_04_4_3,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_3,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_4,80800,d_ex_redash_04_4,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_04_4_4,False,,5,no,,5,5,1.0,,,,,,,,,,,,,
d_ex_redash_04_4_5,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_5,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_6,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_6,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_7,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_7,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_8,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_8,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_9,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_9,True,,5,pain_01,,5,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_10,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_10,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_11,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_11,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_12,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_12,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_13,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_13,True,,5,pain_01,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_14,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_14,True,,5,pain_02,,L_50,L_50,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_15,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_15,True,,5,surprise,,L_50,5,0.7,,,rapunzel_o,Low_2,,,,,,,,,
d_ex_redash_04_4_16,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_16,True,,5,sad,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_17,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_17,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
d_ex_redash_04_4_18,80800,d_ex_redash_04_4,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_04_4_18,True,,5,no,,5,5,1.0,,,rapunzel_o,,,,,,,,,,
