id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/1/hide_char_id,characters/2/hide_char_id,fade
d_contents_madeinrush_07_1,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_1,True,ade_b,1,worry,CoinRushMainHall,10,10,1.0,none,,,,,,,,,
d_contents_madeinrush_07_2,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_2,True,,1,worry,,10,10,1.0,,,,,,,,,,
d_contents_madeinrush_07_3,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_3,True,,1,surprise,,10,12,1.0,bgm_story_alittlestar,alice_b,13,delight,,,,,,
d_contents_madeinrush_07_4,82501,d_contents_madeinrush_07,Narration,,,Locale_SubScenario:d_contents_madeinrush_07_4,False,,1,surprise,,12,12,1.0,,,13,delight,,,,,,
d_contents_madeinrush_07_5,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_5,True,,1,surprise,,12,12,1.0,,,13,shy,,,,,,
d_contents_madeinrush_07_6,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_6,True,,1,surprise,,12,12,1.0,,,13,shy,,,,,,
d_contents_madeinrush_07_7,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_7,True,,1,surprise,,12,12,1.0,,,13,delight,,,,,,
d_contents_madeinrush_07_8,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_8,False,,1,surprise,,12,10,1.0,,,13,delight,,,,,,
d_contents_madeinrush_07_9,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_9,True,,1,surprise,,10,10,1.0,,,13,delight,,,,,,
d_contents_madeinrush_07_10,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_10,True,,1,surprise,,10,10,1.0,,,13,delight,,,,,,
d_contents_madeinrush_07_11,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_11,True,,1,surprise,,10,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_12,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_12,True,,1,surprise,,12,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_13,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_13,True,,1,surprise,,12,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_14,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_14,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_15,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_15,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_16,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_16,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_17,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_17,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_18,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_18,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_19,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_19,True,,1,idle,,12,12,1.0,,,13,idle,,,,,,
d_contents_madeinrush_07_20,82501,d_contents_madeinrush_07,Speech,alice_b,alice_b,Locale_SubScenario:d_contents_madeinrush_07_20,True,,1,idle,,12,12,1.0,,,13,shy,,,,,,
d_contents_madeinrush_07_21,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_21,True,,1,idle,,12,12,1.0,,,13,shy,,,,,,
d_contents_madeinrush_07_22,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_22,True,,1,idle,,12,12,1.0,,,13,shy,,,,,,
d_contents_madeinrush_07_23,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_23,True,,1,idle,,12,12,1.0,,,13,shy,,,,,,
d_contents_madeinrush_07_24,82501,d_contents_madeinrush_07,Speech,soda_b,soda_b,Locale_SubScenario:d_contents_madeinrush_07_24,True,,1,idle,,12,14,1.0,,,13,shy,soda_b,15,shy,,,
d_contents_madeinrush_07_25,82501,d_contents_madeinrush_07,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_07_25,True,,1,surprise,,10,10,1.0,,,13,shy,,15,shy,,,
