id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_emma_14_1,80903,snowfall_speech_emma_14,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_14_1,False,emma,1,idle,Trail_s,1,1,1.0,amb_so_trail_2,event_bgm_neverland_snowflakes_sunset,,,
snowfall_speech_emma_14_2,80903,snowfall_speech_emma_14,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_14_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_14_3,80903,snowfall_speech_emma_14,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_14_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_14_4,80903,snowfall_speech_emma_14,Choice,emma,Locale_SubScenario:snowfall_speech_emma_14_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_14_7,,
snowfall_speech_emma_14_5,80903,snowfall_speech_emma_14,Choice,emma,Locale_SubScenario:snowfall_speech_emma_14_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_14_6,,
snowfall_speech_emma_14_6,80903,snowfall_speech_emma_14,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_14_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_emma_14_7,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_7,True,,1,special,,1,10,1.0,,,,,emma
snowfall_speech_emma_14_8,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_8,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_9,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_9,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_10,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_10,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_11,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_11,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_12,80903,snowfall_speech_emma_14,Choice,emma,Locale_SubScenario:snowfall_speech_emma_14_12,False,,1,special,,10,10,1.0,,,snowfall_speech_emma_14_14,,
snowfall_speech_emma_14_13,80903,snowfall_speech_emma_14,Choice,emma,Locale_SubScenario:snowfall_speech_emma_14_13,False,,1,special,,10,10,1.0,,,snowfall_speech_emma_14_18,,
snowfall_speech_emma_14_14,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_14,True,,1,surprise,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_15,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_15,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_16,80903,snowfall_speech_emma_14,Self,emma,Locale_SubScenario:snowfall_speech_emma_14_16,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_emma_14_17,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_17,True,,1,worry,,10,10,1.0,,,snowfall_speech_emma_14_22,,emma
snowfall_speech_emma_14_18,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_18,True,,1,surprise,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_19,80903,snowfall_speech_emma_14,Self,emma,Locale_SubScenario:snowfall_speech_emma_14_19,False,,1,surprise,,10,10,1.0,,,,,
snowfall_speech_emma_14_20,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_20,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_21,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_21,True,,1,special,,10,10,1.0,,,snowfall_speech_emma_14_22,,emma
snowfall_speech_emma_14_22,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_22,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_23,80903,snowfall_speech_emma_14,Speech,emma,Locale_SubScenario:snowfall_speech_emma_14_23,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_14_24,80903,snowfall_speech_emma_14,Narration,emma,Locale_SubScenario:snowfall_speech_emma_14_24,False,,1,special,,black,black,1.0,,,,,
