id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_blanc_04_1,80903,snowfall_speech_blanc_04,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_1,False,blanc_c,1,idle,BigHotSpring_s,1,1,1.0,amb_so_hotspring_2,event_bgm_neverland_hugme_sunset,,,
snowfall_speech_blanc_04_2,80903,snowfall_speech_blanc_04,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_blanc_04_3,80903,snowfall_speech_blanc_04,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_blanc_04_4,80903,snowfall_speech_blanc_04,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_blanc_04_7,,
snowfall_speech_blanc_04_5,80903,snowfall_speech_blanc_04,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_blanc_04_6,,
snowfall_speech_blanc_04_6,80903,snowfall_speech_blanc_04,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_blanc_04_7,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_7,True,,1,idle,,1,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_8,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_8,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_9,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_9,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_10,80903,snowfall_speech_blanc_04,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_10,False,,1,idle,,L_10,L_10,1.0,,,snowfall_speech_blanc_04_12,,
snowfall_speech_blanc_04_11,80903,snowfall_speech_blanc_04,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_11,False,,1,idle,,L_10,L_10,1.0,,,snowfall_speech_blanc_04_17,,
snowfall_speech_blanc_04_12,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_12,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_13,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_13,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_14,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_14,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_15,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_15,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_16,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_16,True,,1,delight,,L_10,L_10,1.0,,,snowfall_speech_blanc_04_21,,blanc_c
snowfall_speech_blanc_04_17,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_17,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_18,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_18,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_19,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_19,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_20,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_20,True,,1,delight,,L_10,L_10,1.0,,,snowfall_speech_blanc_04_21,,blanc_c
snowfall_speech_blanc_04_21,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_21,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_22,80903,snowfall_speech_blanc_04,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_22,True,,1,idle,,L_10,L_10,1.0,,,,,blanc_c
snowfall_speech_blanc_04_23,80903,snowfall_speech_blanc_04,Narration,blanc_c,Locale_SubScenario:snowfall_speech_blanc_04_23,False,,1,idle,,black,black,1.0,,,,,
