id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,highlight,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_filter_01,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,play_sound
event_goldencoinrush2_01_e_1,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_1,False,CoinRushMainHall,1,100,1.0,bgm_story_orangepop,,,,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_2,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_2,False,,100,100,1.0,,folkwang_b,15,idle,exia_c2,17,good,novel,19,delight,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_3,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_3,False,,black,black,1.0,,,15,idle,,17,good,,19,delight,folkwang_b,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_4,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_4,False,,15,18,1.6,,,15,idle,,17,good,,19,delight,novel,alice_b,3,idle,soda_b,5,void,Grey,,,,,,,
event_goldencoinrush2_01_e_5,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_5,True,,18,4,1.0,,,15,idle,,17,good,,19,delight,alice_b,,3,idle,,5,void,,alice_b,folkwang_b,exia_c2,novel,,,
event_goldencoinrush2_01_e_6,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_6,True,,4,4,1.0,,,,,,,,,,,alice_b,,3,idle,,5,void,,alice_b,,,,,,
event_goldencoinrush2_01_e_7,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_7,True,,4,4,1.0,,,,,,,,,,,alice_b,,3,delight,,5,void,,alice_b,,,,,,
event_goldencoinrush2_01_e_8,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_8,True,,4,4,1.0,,,,,,,,,,,soda_b,,3,delight,,5,void,,soda_b,,,,,,
event_goldencoinrush2_01_e_9,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_9,True,,4,XS_30,1.0,,,,,,,,,,,alice_b,,3,delight,,5,void,,alice_b,,,,,,
event_goldencoinrush2_01_e_10,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_10,False,,XS_30,XS_30,1.0,none,,,,,,,,,,alice_b,,3,surprise,,5,void,,rupee_b,,,,,,
event_goldencoinrush2_01_e_11,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_11,True,,XS_30,XS_30,1.0,,,,,,,,,,,alice_b,,3,surprise,,5,void,,alice_b,,,,,,
event_goldencoinrush2_01_e_12,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_12,False,,XS_30,L_10,0.7,bgm_story_shopperholic,rupee_b,1,idle,,,,,,,rupee_b,,3,delight,,5,void,,alice_b,,,,,,
event_goldencoinrush2_01_e_13,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_13,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,delight,,5,void,,rupee_b,,,,,,
event_goldencoinrush2_01_e_14,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_14,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,delight,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_15,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_15,False,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,,,,,,,
event_goldencoinrush2_01_e_16,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_16,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_17,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_17,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_18,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_18,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_19,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_19,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_20,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_20,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_21,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_21,False,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,,,,,,,
event_goldencoinrush2_01_e_22,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_22,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_23,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_23,True,,L_10,2,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_24,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_24,True,,2,2,1.0,,,1,idle,,,,,,,alice_b,,3,delight,,5,think,,alice_b,,,,,,
event_goldencoinrush2_01_e_25,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_25,True,,2,2,1.0,,,1,idle,,,,,,,alice_b,,3,delight,,5,think,,alice_b,,,,,,
event_goldencoinrush2_01_e_26,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_26,True,,2,2,1.0,,,1,idle,,,,,,,alice_b,,3,delight,,5,think,,alice_b,,,,,,
event_goldencoinrush2_01_e_27,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_27,True,,2,2,1.0,,,1,idle,,,,,,,alice_b,,3,delight,,5,think,,alice_b,,,,,,
event_goldencoinrush2_01_e_28,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_28,True,,2,2,1.0,,,1,idle,,,,,,,rupee_b,,3,delight,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_29,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_29,True,,2,4,1.2,,,1,idle,,,,,,,rupee_b,,3,delight,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_30,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_30,False,,4,S_50,1.2,,,1,idle,,,,,,,soda_b,,3,idle,,5,think,,soda_b,,,,,,
event_goldencoinrush2_01_e_31,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_31,False,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_32,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_32,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,think,,rupee_b,,,,,,
event_goldencoinrush2_01_e_33,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_33,True,,S_50,S_50,1.0,,,1,idle,,,,,,,soda_b,,3,idle,,5,surprise,,soda_b,,,,,,
event_goldencoinrush2_01_e_34,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_34,True,,S_50,S_500,0.7,,,1,idle,,,,,,,soda_b,,3,idle,,5,surprise,,soda_b,,,,,,
event_goldencoinrush2_01_e_35,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_35,True,,S_500,S_500,1.0,,,1,idle,,,,,,,soda_b,,3,idle,,5,surprise,,soda_b,,,,,,
event_goldencoinrush2_01_e_36,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_36,True,,S_500,S_500,1.0,,,1,idle,,,,,,,soda_b,,3,idle,,5,void,,soda_b,,,,,,
event_goldencoinrush2_01_e_37,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_37,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,void,,rupee_b,,,,,,
event_goldencoinrush2_01_e_38,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_38,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,void,,rupee_b,,,,,,
event_goldencoinrush2_01_e_39,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_39,True,,S_500,S_50,1.0,,,1,idle,,,,,,,soda_b,,3,idle,,5,think,,soda_b,,,,,,
event_goldencoinrush2_01_e_40,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_40,True,,S_50,S_50,1.0,,,1,idle,,,,,,,soda_b,,3,idle,,5,think,,soda_b,,,,,,
event_goldencoinrush2_01_e_41,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_41,True,,S_50,S_50,1.0,,,1,idle,,,,,,,soda_b,,3,idle,,5,idle,,soda_b,,,,,,
event_goldencoinrush2_01_e_42,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_42,True,,S_50,1,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,idle,,rupee_b,,,,,,
event_goldencoinrush2_01_e_43,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_43,True,,1,1,1.0,,,1,shy,,,,,,,rupee_b,,3,idle,,5,idle,,rupee_b,,,,,,
event_goldencoinrush2_01_e_44,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_44,True,,1,L_10,0.7,,,1,shy,,,,,,,rupee_b,,3,idle,,5,idle,,rupee_b,,,,,,
event_goldencoinrush2_01_e_45,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_45,False,,L_10,L_10,1.0,,,1,shy,,,,,,,rupee_b,,3,idle,,5,idle,,,,,,,,
event_goldencoinrush2_01_e_46,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_46,True,,L_10,L_10,1.0,,,1,delight,,,,,,,rupee_b,,3,idle,,5,idle,,rupee_b,,,,,,
event_goldencoinrush2_01_e_47,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_47,True,,L_10,L_10,1.0,,,1,delight,,,,,,,rupee_b,,3,idle,,5,idle,,rupee_b,,,,,,
event_goldencoinrush2_01_e_48,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_48,True,,L_10,L_10,1.0,,,1,delight,,,,,,,rupee_b,,3,idle,,5,idle,,rupee_b,,,,,,
event_goldencoinrush2_01_e_49,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_49,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,3,idle,,5,idle,,rupee_b,,,,,,
event_goldencoinrush2_01_e_50,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_50,True,,17,L_170,1.0,,,1,idle,mustang,17,idle,,,,mustang,,3,idle,,5,idle,,mustang,,,,,,
event_goldencoinrush2_01_e_51,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_51,True,,L_170,L_170,1.0,,,1,idle,,17,idle,,,,mustang,,3,idle,,5,idle,,mustang,,,,,,
event_goldencoinrush2_01_e_52,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_52,True,,L_170,L_170,1.0,,,1,idle,,17,delight,,,,mustang,,3,idle,,5,idle,,mustang,,,,,,
event_goldencoinrush2_01_e_53,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_53,True,,2,4,1.2,,,1,idle,,17,delight,,,,soda_b,,3,idle,,5,idle,,soda_b,,mustang,,,,
event_goldencoinrush2_01_e_54,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_54,True,,4,4,1.0,,,1,idle,,,,,,,soda_b,,3,idle,,5,idle,,soda_b,,,,,,
event_goldencoinrush2_01_e_55,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_55,True,,4,4,1.0,,,1,idle,,,,,,,alice_b,,3,delight,,5,idle,,alice_b,,,,,,
event_goldencoinrush2_01_e_56,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_56,False,,black,black,1.0,,,1,idle,,,,,,,,,3,delight,,5,idle,,,,,,alice_b,soda_b,sfx_scn_runaway
event_goldencoinrush2_01_e_57,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_57,False,,black,black,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_58,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_58,True,,1,1,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_59,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_59,True,,1,1,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_60,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_60,True,,1,1,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_61,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_61,True,,1,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_62,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_62,False,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_63,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_63,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_64,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_64,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_65,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_65,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_66,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_66,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_67,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_67,False,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_68,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_68,False,,black,black,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_69,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_69,False,,black,black,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_70,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_70,False,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_71,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_71,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_72,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_72,False,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_73,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_73,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_74,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_74,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_75,40049,event_goldencoinrush2_01_e,Self,Locale_MainScenario:event_goldencoinrush2_01_e_75,False,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_76,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_76,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_77,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_77,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_78,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_78,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_79,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_79,True,,L_10,L_10,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_80,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_80,False,,L_10,L_10,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_81,40049,event_goldencoinrush2_01_e,Monologue,Locale_MainScenario:event_goldencoinrush2_01_e_81,False,,black,black,1.0,,,1,idle,,,,,,,,,,,,,,,,,,,,,
event_goldencoinrush2_01_e_82,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_82,True,,L_10,1,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
event_goldencoinrush2_01_e_83,40049,event_goldencoinrush2_01_e,Speech,Locale_MainScenario:event_goldencoinrush2_01_e_83,True,,1,1,1.0,,,1,idle,,,,,,,rupee_b,,,,,,,,rupee_b,,,,,,
