id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm
snowfall_speech_npc_day2_02_1,80903,snowfall_speech_npc_day2_02,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day2_02_1,True,blanc_c,3,idle,noir_c,1,idle,Trail_d,2,2,1.0,amb_so_trail_1,event_bgm_neverland_snowflakes_day
snowfall_speech_npc_day2_02_2,80903,snowfall_speech_npc_day2_02,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day2_02_2,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_3,80903,snowfall_speech_npc_day2_02,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day2_02_3,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_4,80903,snowfall_speech_npc_day2_02,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day2_02_4,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_5,80903,snowfall_speech_npc_day2_02,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day2_02_5,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_6,80903,snowfall_speech_npc_day2_02,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day2_02_6,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_7,80903,snowfall_speech_npc_day2_02,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day2_02_7,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_8,80903,snowfall_speech_npc_day2_02,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day2_02_8,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_9,80903,snowfall_speech_npc_day2_02,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day2_02_9,True,,3,delight,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_10,80903,snowfall_speech_npc_day2_02,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day2_02_10,True,,3,delight,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day2_02_11,80903,snowfall_speech_npc_day2_02,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day2_02_11,True,,3,delight,,1,delight,,2,2,1.0,,
snowfall_speech_npc_day2_02_12,80903,snowfall_speech_npc_day2_02,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day2_02_12,True,,3,delight,,1,delight,,2,2,1.0,,
snowfall_speech_npc_day2_02_13,80903,snowfall_speech_npc_day2_02,Narration,,,Locale_SubScenario:snowfall_speech_npc_day2_02_13,False,,3,delight,,1,delight,,black,black,1.0,,
