id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,play_sound
d_ex_redash_01_3_1,80800,d_ex_redash_01_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_3_1,False,redhood,3,think,rapunzel_o,5,think,Hospital,black,black,1.0,none,,
d_ex_redash_01_3_2,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_2,False,,3,think,,5,think,,30,30,1.0,event_bgm_redash_dearsnowwhite,,
d_ex_redash_01_3_3,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_3,False,,3,think,,5,think,,30,30,1.0,,,
d_ex_redash_01_3_4,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_4,True,,3,idle,,5,think,,30,4,1.0,,redhood,
d_ex_redash_01_3_5,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_5,True,,3,idle,,5,surprise,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_6,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_6,True,,3,idle,,5,surprise,,4,4,1.0,,redhood,
d_ex_redash_01_3_7,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_7,True,,3,idle,,5,surprise,,4,4,1.0,,redhood,
d_ex_redash_01_3_8,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_8,True,,3,idle,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_9,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_9,True,,3,sad_02,,5,think,,4,4,1.0,,redhood,
d_ex_redash_01_3_10,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_10,True,,3,idle,,5,think,,4,4,1.0,,redhood,
d_ex_redash_01_3_11,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_11,True,,3,idle,,5,think,,4,4,1.0,,redhood,
d_ex_redash_01_3_12,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_12,True,,3,idle,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_13,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_13,True,,3,think,,5,think,,4,4,1.0,,redhood,
d_ex_redash_01_3_14,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_14,True,,3,think,,5,think,,4,4,1.0,,redhood,
d_ex_redash_01_3_15,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_15,True,,3,think,,5,surprise,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_16,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_16,True,,3,think,,5,surprise,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_17,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_17,True,,3,think,,5,surprise,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_18,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_18,True,,3,think,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_19,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_19,True,,3,think,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_20,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_20,False,,3,think,,5,think,,4,30,1.0,,,
d_ex_redash_01_3_21,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_21,True,,3,idle,,5,think,,30,4,1.0,,redhood,
d_ex_redash_01_3_22,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_22,True,,3,idle,,5,surprise,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_23,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_23,True,,3,idle,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_24,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_24,True,,3,idle,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_25,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_25,False,,3,think,,5,think,,4,30,1.0,,,
d_ex_redash_01_3_26,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_26,False,,3,think,,5,think,,30,4,1.0,,redhood,
d_ex_redash_01_3_27,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_27,True,,3,sad_02,,5,think,,4,4,1.0,,redhood,
d_ex_redash_01_3_28,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_28,True,,3,sad_02,,5,think,,4,4,1.0,,redhood,
d_ex_redash_01_3_29,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_29,True,,3,sad_02,,5,surprise,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_30,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_30,False,,3,sad_02,,5,think,,4,30,1.0,,,
d_ex_redash_01_3_31,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_31,False,,3,sad_02,,5,think,,30,4,1.0,,redhood,
d_ex_redash_01_3_32,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_32,False,,3,sad_02,,5,think,,4,4,1.0,,,
d_ex_redash_01_3_33,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_33,True,,3,sad_02,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_34,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_34,False,,3,sad_02,,5,think,,4,4,1.0,,,
d_ex_redash_01_3_35,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_35,True,,3,sad_02,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_36,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_36,False,,3,sad_02,,5,think,,4,4,1.0,,,
d_ex_redash_01_3_37,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_37,True,,3,sad_02,,5,think,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_38,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_38,False,,3,sad_02,,5,think,,4,4,1.0,,,
d_ex_redash_01_3_39,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_39,True,,3,sad_02,,5,think,,4,4,1.0,,redhood,
d_ex_redash_01_3_40,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_40,True,,3,sad_02,,5,no,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_41,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_41,False,,3,sad_02,,5,no,,4,4,1.0,,,
d_ex_redash_01_3_42,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_42,True,,3,sad_02,,5,no,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_43,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_43,False,,3,sad_02,,5,no,,4,4,1.0,,,
d_ex_redash_01_3_44,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_44,False,,3,sad_02,,5,no,,4,4,1.0,,,
d_ex_redash_01_3_45,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_45,True,,3,sad_02,,5,surprise,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_46,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_46,True,,3,idle,,5,surprise,,4,4,1.0,,redhood,
d_ex_redash_01_3_47,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_47,True,,3,idle,,5,surprise,,4,4,1.0,,redhood,
d_ex_redash_01_3_48,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_48,True,,3,smile,,5,surprise,,4,4,1.0,,redhood,
d_ex_redash_01_3_49,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_49,True,,3,smile,,5,surprise,,4,4,1.0,,redhood,
d_ex_redash_01_3_50,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_50,True,,3,smile,,5,no,,4,4,1.0,,rapunzel_o,
d_ex_redash_01_3_51,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_51,False,,3,think,,5,think,,4,5,1.0,,,
d_ex_redash_01_3_52,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_52,False,,3,think,,5,think,,5,L_50,1.0,,,
d_ex_redash_01_3_53,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_53,False,,3,think,,5,think,,L_50,L_500,1.0,,,
d_ex_redash_01_3_54,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_54,False,,3,think,,5,think,,L_500,L_500,1.0,,,
d_ex_redash_01_3_55,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_55,False,,3,sad_02,,5,think,,L_500,L_500,1.0,,,
d_ex_redash_01_3_56,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_56,False,,3,sad_02,,5,think,,L_500,5,0.5,,,
d_ex_redash_01_3_57,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_57,True,,3,think,,5,no,,5,5,1.0,,rapunzel_o,
d_ex_redash_01_3_58,80800,d_ex_redash_01_3,Speech,rapunzel_o,Locale_SuddenStory:d_ex_redash_01_3_58,True,,3,think,,5,no,,5,5,1.0,,rapunzel_o,
d_ex_redash_01_3_59,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_59,False,,3,sad_02,,5,no,,3,3,1.0,,,
d_ex_redash_01_3_60,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_60,True,,3,idle,,5,no,,3,3,1.0,,redhood,
d_ex_redash_01_3_61,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_61,False,,3,idle,,5,no,,3,30,1.0,,,
d_ex_redash_01_3_62,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_62,True,,3,smile,,5,no,,30,30,1.0,,redhood,
d_ex_redash_01_3_63,80800,d_ex_redash_01_3,Speech,redhood,Locale_SuddenStory:d_ex_redash_01_3_63,True,,3,smile,,5,no,,30,30,1.0,,redhood,
d_ex_redash_01_3_64,80800,d_ex_redash_01_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_3_64,False,,3,smile,,5,no,,30,300,0.5,,,sfx_scn_swallow
d_ex_redash_01_3_65,80800,d_ex_redash_01_3,Monologue,Monologue,Locale_SuddenStory:d_ex_redash_01_3_65,False,,3,smile,,5,no,,black,black,1.0,,,
d_ex_redash_01_3_66,80800,d_ex_redash_01_3,Narration,Narration,Locale_SuddenStory:d_ex_redash_01_3_66,False,,3,smile,,5,no,,black,black,1.0,,,sfx_scn_windowclack
