id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm
snowfall_speech_npc_day4_07_1,80903,snowfall_speech_npc_day4_07,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day4_07_1,True,mica_w,3,idle,belorta,1,idle,WaterFall_n,2,2,1.0,amb_so_waterfall_3,event_bgm_neverland_snowflakes_night
snowfall_speech_npc_day4_07_2,80903,snowfall_speech_npc_day4_07,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day4_07_2,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_3,80903,snowfall_speech_npc_day4_07,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day4_07_3,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_4,80903,snowfall_speech_npc_day4_07,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day4_07_4,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_5,80903,snowfall_speech_npc_day4_07,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day4_07_5,True,,3,idle,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_6,80903,snowfall_speech_npc_day4_07,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day4_07_6,True,,3,delight,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_7,80903,snowfall_speech_npc_day4_07,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day4_07_7,True,,3,delight,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_8,80903,snowfall_speech_npc_day4_07,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day4_07_8,True,,3,delight,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_9,80903,snowfall_speech_npc_day4_07,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day4_07_9,True,,3,delight,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_10,80903,snowfall_speech_npc_day4_07,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day4_07_10,True,,3,shy,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_11,80903,snowfall_speech_npc_day4_07,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day4_07_11,True,,3,shy,,1,idle,,2,2,1.0,,
snowfall_speech_npc_day4_07_12,80903,snowfall_speech_npc_day4_07,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day4_07_12,True,,3,shy,,1,delight,,2,2,1.0,,
snowfall_speech_npc_day4_07_13,80903,snowfall_speech_npc_day4_07,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day4_07_13,True,,3,shy,,1,delight,,2,2,1.0,,
snowfall_speech_npc_day4_07_14,80903,snowfall_speech_npc_day4_07,Narration,,,Locale_SubScenario:snowfall_speech_npc_day4_07_14,False,,3,shy,,1,delight,,black,black,1.0,,
