id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id
event_dirtybackyard_03_e_1,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_1,True,moran,5,think,jin,7,idle,sugar_g,3,angry,Backstreet_n,S_30,S_30,1.0,none,
event_dirtybackyard_03_e_2,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_2,True,,5,think,,7,idle,,3,angry,,7,7,1.0,bgm_blurredvision,
event_dirtybackyard_03_e_3,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_3,True,,5,think,,7,idle,,3,angry,,7,7,1.0,,
event_dirtybackyard_03_e_4,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_4,True,,5,think,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_5,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_5,True,,5,think,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_6,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_6,True,,5,think,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_7,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_7,True,,5,think,,7,idle,,3,idle,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_8,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_8,True,,5,think,,7,idle,,3,angry,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_9,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_9,True,,5,think,,7,idle,,3,angry,,S_30,S_30,1.0,,
event_dirtybackyard_03_e_10,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_10,True,,5,worry,,7,idle,,3,angry,,S_30,50,1.0,,
event_dirtybackyard_03_e_11,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_11,True,,5,worry,,7,idle,,3,angry,,50,50,1.0,,
event_dirtybackyard_03_e_12,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_12,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_13,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_13,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_14,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_14,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_15,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_15,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_16,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_16,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_17,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_17,True,,5,worry,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_18,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_18,True,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_19,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_19,True,,5,think,,7,idle,,3,idle,,50,6,1.0,,
event_dirtybackyard_03_e_20,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_20,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_21,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_21,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_22,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_22,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_23,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_23,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_24,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_24,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_25,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_25,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_26,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_26,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_27,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_27,True,,5,think,,7,idle,,3,idle,,6,6,1.0,,
event_dirtybackyard_03_e_28,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_28,True,,5,think,,7,idle,,3,idle,,6,50,1.0,,
event_dirtybackyard_03_e_29,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_29,True,,5,think,,7,idle,,3,idle,,50,50,1.0,,
event_dirtybackyard_03_e_30,40038,event_dirtybackyard_03_e,Speech,jin,jin,Locale_SubScenario:event_dirtybackyard_03_e_30,True,,5,think,,7,idle,,3,idle,,50,50,1.0,none,
event_dirtybackyard_03_e_31,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_31,True,,5,think,,7,idle,,3,surprise,,4,4,1.0,,
event_dirtybackyard_03_e_32,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_32,True,,5,angry,,7,idle,,3,surprise,,4,50,1.0,bgm_intotheswarm,
event_dirtybackyard_03_e_33,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_33,True,,5,angry,,7,idle,,3,surprise,,50,50,1.0,,
event_dirtybackyard_03_e_34,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_34,True,,5,think,,7,idle,,3,surprise,,50,50,1.0,,
event_dirtybackyard_03_e_35,40038,event_dirtybackyard_03_e,Speech,moran,moran,Locale_SubScenario:event_dirtybackyard_03_e_35,True,,5,think,,7,idle,,3,surprise,,50,50,1.0,,
event_dirtybackyard_03_e_36,40038,event_dirtybackyard_03_e,Speech,sugar_g,sugar_g,Locale_SubScenario:event_dirtybackyard_03_e_36,True,,5,think,,7,idle,,3,surprise,,50,50,1.0,,
