id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_footstepwalkrun2_03_s_1,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_1,True,rapi_m,1,idle,redhood,13,idle,SpaceElevator,1300,130,1.0,event_bgm_redash_alldownhill,
event_footstepwalkrun2_03_s_2,40066,event_footstepwalkrun2_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_03_s_2,False,,1,idle,,13,idle,,130,113,1.0,,
event_footstepwalkrun2_03_s_3,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_3,True,,1,idle,,13,think,,113,113,1.0,,
event_footstepwalkrun2_03_s_4,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_4,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_03_s_5,40066,event_footstepwalkrun2_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_03_s_5,True,,1,idle,,13,idle,,113,113,1.0,,
event_footstepwalkrun2_03_s_6,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_6,True,,1,idle,,13,idle,,113,130,1.0,,
event_footstepwalkrun2_03_s_7,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_7,True,,1,idle,,13,worry,,130,1300,1.0,,
event_footstepwalkrun2_03_s_8,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_8,True,,1,idle,,13,worry,,1300,1300,1.0,,
event_footstepwalkrun2_03_s_9,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_9,True,,1,idle,,13,idle,,1300,1300,1.0,,
event_footstepwalkrun2_03_s_10,40066,event_footstepwalkrun2_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_03_s_10,True,,1,idle,,13,idle,,1300,100,1.0,,
event_footstepwalkrun2_03_s_11,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_11,True,,1,idle,,13,sad_02,,100,113,1.0,,
event_footstepwalkrun2_03_s_12,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_12,True,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_03_s_13,40066,event_footstepwalkrun2_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_03_s_13,False,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_03_s_14,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_14,True,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_03_s_15,40066,event_footstepwalkrun2_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_03_s_15,True,,1,idle,,13,smile_02,,113,113,1.0,,
event_footstepwalkrun2_03_s_16,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_16,True,,1,idle,,13,smile_02,,113,130,1.0,,
event_footstepwalkrun2_03_s_17,40066,event_footstepwalkrun2_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_03_s_17,True,,1,idle,,13,smile_02,,10,10,1.0,,
event_footstepwalkrun2_03_s_18,40066,event_footstepwalkrun2_03_s,Speech,redhood,redhood,Locale_MainScenario:event_footstepwalkrun2_03_s_18,True,,1,idle,,13,smile_02,,1300,1300,1.0,,
event_footstepwalkrun2_03_s_19,40066,event_footstepwalkrun2_03_s,Speech,rapi_m,rapi_m,Locale_MainScenario:event_footstepwalkrun2_03_s_19,True,,1,idle,,13,smile_02,,100,100,1.0,,
