id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_infinite_ludmilla_03_1,80903,snowfall_infinite_ludmilla_03,Monologue,Monologue,Locale_SubScenario:snowfall_infinite_ludmilla_03_1,False,ludmilla_w,1,idle,WaterFall_n,1,1,1.0,amb_so_waterfall_3,event_bgm_neverland_snowflakes_night,,,
snowfall_infinite_ludmilla_03_2,80903,snowfall_infinite_ludmilla_03,Monologue,Monologue,Locale_SubScenario:snowfall_infinite_ludmilla_03_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_infinite_ludmilla_03_3,80903,snowfall_infinite_ludmilla_03,Choice,Choice,Locale_SubScenario:snowfall_infinite_ludmilla_03_3,False,,1,idle,,1,1,1.0,,,snowfall_infinite_ludmilla_03_6,,
snowfall_infinite_ludmilla_03_4,80903,snowfall_infinite_ludmilla_03,Choice,Choice,Locale_SubScenario:snowfall_infinite_ludmilla_03_4,False,,1,idle,,1,1,1.0,,,snowfall_infinite_ludmilla_03_5,,
snowfall_infinite_ludmilla_03_5,80903,snowfall_infinite_ludmilla_03,Monologue,Monologue,Locale_SubScenario:snowfall_infinite_ludmilla_03_5,False,,1,idle,,black,black,1.0,,,,True,
snowfall_infinite_ludmilla_03_6,80903,snowfall_infinite_ludmilla_03,Speech,ludmilla_w,Locale_SubScenario:snowfall_infinite_ludmilla_03_6,True,,1,idle,,1,10,1.0,,,,,ludmilla_w
snowfall_infinite_ludmilla_03_7,80903,snowfall_infinite_ludmilla_03,Speech,ludmilla_w,Locale_SubScenario:snowfall_infinite_ludmilla_03_7,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_infinite_ludmilla_03_8,80903,snowfall_infinite_ludmilla_03,Choice,Choice,Locale_SubScenario:snowfall_infinite_ludmilla_03_8,False,,1,idle,,10,10,1.0,,,snowfall_infinite_ludmilla_03_10,,
snowfall_infinite_ludmilla_03_9,80903,snowfall_infinite_ludmilla_03,Choice,Choice,Locale_SubScenario:snowfall_infinite_ludmilla_03_9,False,,1,idle,,10,10,1.0,,,snowfall_infinite_ludmilla_03_12,,
snowfall_infinite_ludmilla_03_10,80903,snowfall_infinite_ludmilla_03,Speech,ludmilla_w,Locale_SubScenario:snowfall_infinite_ludmilla_03_10,True,,1,delight,,10,10,1.0,,,,,ludmilla_w
snowfall_infinite_ludmilla_03_11,80903,snowfall_infinite_ludmilla_03,Speech,ludmilla_w,Locale_SubScenario:snowfall_infinite_ludmilla_03_11,True,,1,delight,,10,10,1.0,,,snowfall_infinite_ludmilla_03_14,,ludmilla_w
snowfall_infinite_ludmilla_03_12,80903,snowfall_infinite_ludmilla_03,Speech,ludmilla_w,Locale_SubScenario:snowfall_infinite_ludmilla_03_12,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_infinite_ludmilla_03_13,80903,snowfall_infinite_ludmilla_03,Speech,ludmilla_w,Locale_SubScenario:snowfall_infinite_ludmilla_03_13,True,,1,idle,,10,10,1.0,,,snowfall_infinite_ludmilla_03_14,,ludmilla_w
snowfall_infinite_ludmilla_03_14,80903,snowfall_infinite_ludmilla_03,Narration,Narration,Locale_SubScenario:snowfall_infinite_ludmilla_03_14,False,,1,idle,,black,black,1.0,,,,,
