id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/1/hide_char_id,characters/2/hide_char_id,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim
event_ce004_1_05_e_1,40055,event_ce004_1_05_e,Self,marciana,Locale_SubScenario:event_ce004_1_05_e_1,False,marciana,1,idle,ein,7,surprise,zwei,5,good,rei,3,delight,ce004_04,13,idle,ce004_03_s,15,idle,ce004_02_s,17,idle,Classroom,10,10,1.0,bgm_inark,,,,,,
event_ce004_1_05_e_2,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_2,True,,1,idle,,7,surprise,,5,good,,3,delight,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,,
event_ce004_1_05_e_3,40055,event_ce004_1_05_e,Speech,rei,Locale_SubScenario:event_ce004_1_05_e_3,True,,1,idle,,7,surprise,,5,good,,3,delight,,13,idle,,15,idle,,17,idle,,XS_30,XS_30,1.0,,rei,,,,,
event_ce004_1_05_e_4,40055,event_ce004_1_05_e,Speech,ein,Locale_SubScenario:event_ce004_1_05_e_4,True,,1,idle,,7,surprise,,5,good,,3,delight,,13,idle,,15,idle,,17,idle,,70,70,1.0,,ein,,,,,
event_ce004_1_05_e_5,40055,event_ce004_1_05_e,Speech,zwei,Locale_SubScenario:event_ce004_1_05_e_5,True,,1,idle,,7,surprise,,5,good,,3,delight,,13,idle,,15,idle,,17,idle,,50,50,1.0,,zwei,,,,,
event_ce004_1_05_e_6,40055,event_ce004_1_05_e,Self,zwei,Locale_SubScenario:event_ce004_1_05_e_6,False,,1,idle,,7,surprise,,5,good,,3,delight,,13,idle,,15,idle,,17,idle,,50,50,1.0,,,,,,,
event_ce004_1_05_e_7,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_7,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,50,10,1.0,,marciana,,,,,
event_ce004_1_05_e_8,40055,event_ce004_1_05_e,Self,marciana,Locale_SubScenario:event_ce004_1_05_e_8,False,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,
event_ce004_1_05_e_9,40055,event_ce004_1_05_e,Monologue,marciana,Locale_SubScenario:event_ce004_1_05_e_9,False,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,,,,,,
event_ce004_1_05_e_10,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_10,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,,
event_ce004_1_05_e_11,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_11,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,,
event_ce004_1_05_e_12,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_12,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,,
event_ce004_1_05_e_13,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_13,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,,
event_ce004_1_05_e_14,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_14,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,,
event_ce004_1_05_e_15,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_15,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,,
event_ce004_1_05_e_16,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_16,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,,
event_ce004_1_05_e_17,40055,event_ce004_1_05_e,Speech,rei,Locale_SubScenario:event_ce004_1_05_e_17,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,XS_30,XS_30,1.0,,rei,,,,,
event_ce004_1_05_e_18,40055,event_ce004_1_05_e,Speech,zwei,Locale_SubScenario:event_ce004_1_05_e_18,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,,zwei,,,,,
event_ce004_1_05_e_19,40055,event_ce004_1_05_e,Speech,ein,Locale_SubScenario:event_ce004_1_05_e_19,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,,ein,,,,,
event_ce004_1_05_e_20,40055,event_ce004_1_05_e,Speech,ce004_03_s,Locale_SubScenario:event_ce004_1_05_e_20,True,,1,idle,,7,idle,,5,idle,,3,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,ce004_03_s,ein,zwei,ce004_01_s,7,angry
event_ce004_1_05_e_21,40055,event_ce004_1_05_e,Speech,ce004_03_s,Locale_SubScenario:event_ce004_1_05_e_21,True,,1,idle,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,ce004_03_s,,,,7,angry
event_ce004_1_05_e_22,40055,event_ce004_1_05_e,Speech,ce004_02_s,Locale_SubScenario:event_ce004_1_05_e_22,False,,1,idle,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,ce004_02_s,,,,7,angry
event_ce004_1_05_e_23,40055,event_ce004_1_05_e,Speech,ce004_01_s,Locale_SubScenario:event_ce004_1_05_e_23,True,,1,idle,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,70,70,1.0,,ce004_01_s,,,,7,angry
event_ce004_1_05_e_24,40055,event_ce004_1_05_e,Speech,ce004_04,Locale_SubScenario:event_ce004_1_05_e_24,True,,1,idle,,,,,,,,3,idle,,13,surprise,,15,idle,,17,idle,,130,130,1.0,,ce004_04,,,,7,angry
event_ce004_1_05_e_25,40055,event_ce004_1_05_e,Speech,rei,Locale_SubScenario:event_ce004_1_05_e_25,True,,1,delight,,,,,,,,3,idle,,13,surprise,,15,idle,,17,idle,,XS_30,XS_30,1.0,,rei,,,,7,angry
event_ce004_1_05_e_26,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_26,True,,1,delight,,,,,,,,3,idle,,13,surprise,,15,idle,,17,idle,,XS_30,12,1.0,,marciana,,,,7,angry
event_ce004_1_05_e_27,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_27,True,,1,delight,,,,,,,,3,idle,,13,surprise,,15,idle,,17,idle,,12,12,1.0,,marciana,,,,7,angry
event_ce004_1_05_e_28,40055,event_ce004_1_05_e,Speech,ce004_04,Locale_SubScenario:event_ce004_1_05_e_28,True,,1,delight,,,,,,,,3,idle,,13,surprise,,15,idle,,17,idle,,12,12,1.0,,ce004_04,,,,7,angry
event_ce004_1_05_e_29,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_29,True,,1,delight,,,,,,,,3,idle,,13,surprise,,15,idle,,17,idle,,12,12,1.0,,marciana,,,,7,angry
event_ce004_1_05_e_30,40055,event_ce004_1_05_e,Speech,ce004_04,Locale_SubScenario:event_ce004_1_05_e_30,True,,1,delight,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,ce004_04,,,,7,angry
event_ce004_1_05_e_31,40055,event_ce004_1_05_e,Speech,ce004_04,Locale_SubScenario:event_ce004_1_05_e_31,True,,1,delight,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,ce004_04,,,,7,angry
event_ce004_1_05_e_32,40055,event_ce004_1_05_e,Speech,ce004_04,Locale_SubScenario:event_ce004_1_05_e_32,True,,1,delight,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,ce004_04,,,,7,angry
event_ce004_1_05_e_33,40055,event_ce004_1_05_e,Speech,ce004_04,Locale_SubScenario:event_ce004_1_05_e_33,True,,1,delight,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,ce004_04,,,,7,angry
event_ce004_1_05_e_34,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_34,True,,1,delight,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,marciana,,,,7,angry
event_ce004_1_05_e_35,40055,event_ce004_1_05_e,Self,marciana,Locale_SubScenario:event_ce004_1_05_e_35,False,,1,delight,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,,,,,,7,angry
event_ce004_1_05_e_36,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_36,True,,1,idle,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,12,10,1.0,,marciana,,,,7,angry
event_ce004_1_05_e_37,40055,event_ce004_1_05_e,Speech,marciana,Locale_SubScenario:event_ce004_1_05_e_37,True,,1,idle,,,,,,,,3,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,marciana,,,,7,angry
