id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_beautyfullshot1_01_e_1,40051,event_beautyfullshot1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_beautyfullshot1_01_e_1,True,mustang,1,angry,rosanna,13,angry,sakura,15,idle,moran,17,worry,Office,1,L_10,1.0,bgm_story_fairytalesend_if
event_beautyfullshot1_01_e_2,40051,event_beautyfullshot1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_beautyfullshot1_01_e_2,True,,1,angry,,13,angry,,15,idle,,17,worry,,L_10,L_100,0.5,
event_beautyfullshot1_01_e_3,40051,event_beautyfullshot1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_beautyfullshot1_01_e_3,True,,1,angry,,13,angry,,15,idle,,17,worry,,L_100,L_100,1.0,
event_beautyfullshot1_01_e_4,40051,event_beautyfullshot1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_beautyfullshot1_01_e_4,True,,1,angry,,13,angry,,15,idle,,17,worry,,L_100,L_100,1.0,
event_beautyfullshot1_01_e_5,40051,event_beautyfullshot1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_beautyfullshot1_01_e_5,True,,1,angry,,13,angry,,15,idle,,17,worry,,L_100,L_10,0.5,
event_beautyfullshot1_01_e_6,40051,event_beautyfullshot1_01_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_01_e_6,True,,1,angry,,13,angry,,15,idle,,17,worry,,L_10,130,1.0,
event_beautyfullshot1_01_e_7,40051,event_beautyfullshot1_01_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_01_e_7,True,,1,angry,,13,angry,,15,idle,,17,worry,,130,130,1.0,
event_beautyfullshot1_01_e_8,40051,event_beautyfullshot1_01_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_01_e_8,True,,1,angry,,13,angry,,15,idle,,17,worry,,130,130,1.0,
event_beautyfullshot1_01_e_9,40051,event_beautyfullshot1_01_e,Speech,rosanna,rosanna,Locale_MainScenario:event_beautyfullshot1_01_e_9,True,,1,angry,,13,angry,,15,idle,,17,worry,,130,130,1.0,
event_beautyfullshot1_01_e_10,40051,event_beautyfullshot1_01_e,Speech,moran,moran,Locale_MainScenario:event_beautyfullshot1_01_e_10,True,,1,angry,,13,angry,,15,idle,,17,worry,,170,170,1.0,
event_beautyfullshot1_01_e_11,40051,event_beautyfullshot1_01_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_01_e_11,True,,1,angry,,13,angry,,15,idle,,17,worry,,170,150,1.0,
event_beautyfullshot1_01_e_12,40051,event_beautyfullshot1_01_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_01_e_12,True,,1,angry,,13,angry,,15,idle,,17,worry,,150,150,1.0,
event_beautyfullshot1_01_e_13,40051,event_beautyfullshot1_01_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_01_e_13,True,,1,angry,,13,angry,,15,idle,,17,worry,,150,150,1.0,
event_beautyfullshot1_01_e_14,40051,event_beautyfullshot1_01_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_01_e_14,True,,1,angry,,13,angry,,15,idle,,17,worry,,150,150,1.0,
event_beautyfullshot1_01_e_15,40051,event_beautyfullshot1_01_e,Speech,sakura,sakura,Locale_MainScenario:event_beautyfullshot1_01_e_15,True,,1,angry,,13,angry,,15,idle,,17,worry,,150,150,1.0,
event_beautyfullshot1_01_e_16,40051,event_beautyfullshot1_01_e,Speech,moran,moran,Locale_MainScenario:event_beautyfullshot1_01_e_16,True,,1,angry,,13,angry,,15,idle,,17,think,,150,1517,1.0,
event_beautyfullshot1_01_e_17,40051,event_beautyfullshot1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_beautyfullshot1_01_e_17,True,,1,angry,,13,angry,,15,idle,,17,think,,L_10,L_10,1.0,
event_beautyfullshot1_01_e_18,40051,event_beautyfullshot1_01_e,Speech,mustang,mustang,Locale_MainScenario:event_beautyfullshot1_01_e_18,True,,1,angry,,13,angry,,15,idle,,17,think,,L_10,L_100,0.5,
