id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,jump_target,set_camera_shake
event_alonesurvivor_01_e_1,40033,event_alonesurvivor_01_e,Narration,Narration,Locale_SubScenario:event_alonesurvivor_01_e_1,False,tove,1,idle,Corridor,17,17,1.0,none,,,
event_alonesurvivor_01_e_2,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_2,False,,1,idle,,17,1,1.0,bgm_story_leisuretime,tove,,
event_alonesurvivor_01_e_3,40033,event_alonesurvivor_01_e,Self,Self,Locale_SubScenario:event_alonesurvivor_01_e_3,False,,1,idle,,1,1,1.0,,,,
event_alonesurvivor_01_e_4,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_4,False,,1,idle,,1,1,1.0,,tove,,
event_alonesurvivor_01_e_5,40033,event_alonesurvivor_01_e,Choice,,Locale_SubScenario:event_alonesurvivor_01_e_5,False,,1,idle,,1,1,1.0,,,event_alonesurvivor_01_e_7,
event_alonesurvivor_01_e_6,40033,event_alonesurvivor_01_e,Choice,,Locale_SubScenario:event_alonesurvivor_01_e_6,False,,1,idle,,1,1,1.0,,,event_alonesurvivor_01_e_15,
event_alonesurvivor_01_e_7,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_7,True,,1,sad,,1,1,1.0,,tove,,
event_alonesurvivor_01_e_8,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_8,True,,1,sad,,1,1,1.0,,tove,,
event_alonesurvivor_01_e_9,40033,event_alonesurvivor_01_e,Self,Self,Locale_SubScenario:event_alonesurvivor_01_e_9,False,,1,sad,,1,1,1.0,,,,
event_alonesurvivor_01_e_10,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_10,True,,1,surprise,,1,S_10,1.0,,tove,,
event_alonesurvivor_01_e_11,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_11,True,,1,surprise,,S_10,S_10,1.0,,tove,,Low_2
event_alonesurvivor_01_e_12,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_12,True,,1,delight,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_13,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_13,True,,1,delight,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_14,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_14,True,,1,delight,,S_10,S_10,1.0,,tove,event_alonesurvivor_01_e_18,
event_alonesurvivor_01_e_15,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_15,True,,1,idle,,1,S_10,1.0,,tove,,
event_alonesurvivor_01_e_16,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_16,True,,1,delight,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_17,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_17,True,,1,delight,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_18,40033,event_alonesurvivor_01_e,Self,Self,Locale_SubScenario:event_alonesurvivor_01_e_18,False,,1,delight,,S_10,S_10,1.0,,,,
event_alonesurvivor_01_e_19,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_19,True,,1,idle,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_20,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_20,True,,1,idle,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_21,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_21,True,,1,idle,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_22,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_22,True,,1,idle,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_23,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_23,True,,1,surprise,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_24,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_24,True,,1,surprise,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_25,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_25,True,,1,idle,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_26,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_26,True,,1,delight,,S_10,S_100,1.0,,tove,,
event_alonesurvivor_01_e_27,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_27,True,,1,delight,,S_100,S_100,1.0,,tove,,
event_alonesurvivor_01_e_28,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_28,True,,1,delight,,S_100,S_100,1.0,,tove,,
event_alonesurvivor_01_e_29,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_29,True,,1,delight,,S_100,S_100,1.0,,tove,,
event_alonesurvivor_01_e_30,40033,event_alonesurvivor_01_e,Self,Self,Locale_SubScenario:event_alonesurvivor_01_e_30,False,,1,delight,,S_100,S_100,1.0,,,,
event_alonesurvivor_01_e_31,40033,event_alonesurvivor_01_e,Monologue,Monologue,Locale_SubScenario:event_alonesurvivor_01_e_31,False,,1,delight,,black,black,1.0,,,,
event_alonesurvivor_01_e_32,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_32,True,,1,idle,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_33,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_33,True,,1,idle,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_34,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_34,True,,1,special,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_35,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_35,True,,1,special,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_36,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_36,True,,1,special,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_37,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_37,True,,1,special,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_38,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_38,True,,1,special,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_39,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_39,True,,1,idle,,S_10,1,1.0,,tove,,
event_alonesurvivor_01_e_40,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_40,True,,1,idle,,1,1,1.0,,tove,,
event_alonesurvivor_01_e_41,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_41,True,,1,delight,,1,1,1.0,,tove,,
event_alonesurvivor_01_e_42,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_42,True,,1,delight,,1,S_10,0.5,,tove,,Low_2
event_alonesurvivor_01_e_43,40033,event_alonesurvivor_01_e,Self,Self,Locale_SubScenario:event_alonesurvivor_01_e_43,False,,1,delight,,S_10,S_10,1.0,,,,
event_alonesurvivor_01_e_44,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_44,True,,1,idle,,S_10,S_10,1.0,,tove,,
event_alonesurvivor_01_e_45,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_45,True,,1,idle,,S_10,S_100,1.0,,tove,,
event_alonesurvivor_01_e_46,40033,event_alonesurvivor_01_e,Speech,tove,Locale_SubScenario:event_alonesurvivor_01_e_46,True,,1,delight,,S_100,S_100,1.0,,tove,,
