id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_ce004_1_03_e_1,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_1,True,andersen,3,idle,ce004_04,1,think,ce004_03,13,idle,ce004_02,15,idle,ce004_01,17,idle,Office,2,2,1.0,bgm_story_fairytalesend_if
event_ce004_1_03_e_2,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_2,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_ce004_1_03_e_3,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_3,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_ce004_1_03_e_4,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_4,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_ce004_1_03_e_5,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_5,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,2,2,1.0,
event_ce004_1_03_e_6,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_6,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,2,L_30,1.0,
event_ce004_1_03_e_7,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_7,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,
event_ce004_1_03_e_8,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_8,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,
event_ce004_1_03_e_9,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_9,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,
event_ce004_1_03_e_10,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_10,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,
event_ce004_1_03_e_11,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_11,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,
event_ce004_1_03_e_12,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_12,True,,3,idle,,1,think,,13,idle,,15,idle,,17,idle,,L_30,L_30,1.0,
event_ce004_1_03_e_13,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_13,True,,3,idle,,1,think,,13,surprise,,15,idle,,17,idle,,L_30,10,1.0,
event_ce004_1_03_e_14,40055,event_ce004_1_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_03_e_14,True,,3,idle,,1,think,,13,surprise,,15,idle,,17,surprise,,170,170,1.0,
event_ce004_1_03_e_15,40055,event_ce004_1_03_e,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_1_03_e_15,False,,3,idle,,1,think,,13,surprise,,15,idle,,17,surprise,,150,150,1.0,
event_ce004_1_03_e_16,40055,event_ce004_1_03_e,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_03_e_16,True,,3,idle,,1,think,,13,surprise,,15,idle,,17,surprise,,130,130,1.0,
event_ce004_1_03_e_17,40055,event_ce004_1_03_e,Self,ce004_03,,Locale_SubScenario:event_ce004_1_03_e_17,False,,3,idle,,1,think,,13,surprise,,15,idle,,17,idle,,130,130,1.0,
event_ce004_1_03_e_18,40055,event_ce004_1_03_e,Monologue,ce004_03,,Locale_SubScenario:event_ce004_1_03_e_18,False,,3,idle,,1,think,,13,surprise,,15,idle,,17,idle,,130,130,1.0,
event_ce004_1_03_e_19,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_19,False,,3,idle,,1,idle,,13,surprise,,15,idle,,17,idle,,130,12,1.0,
event_ce004_1_03_e_20,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_20,True,,3,idle,,1,idle,,13,surprise,,15,idle,,17,idle,,12,12,1.0,
event_ce004_1_03_e_21,40055,event_ce004_1_03_e,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_03_e_21,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce004_1_03_e_22,40055,event_ce004_1_03_e,Speech,ce004_03,ce004_03,Locale_SubScenario:event_ce004_1_03_e_22,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce004_1_03_e_23,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_23,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,10,1.0,
event_ce004_1_03_e_24,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_24,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,
event_ce004_1_03_e_25,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_25,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,
event_ce004_1_03_e_26,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_26,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,
event_ce004_1_03_e_27,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_27,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,
event_ce004_1_03_e_28,40055,event_ce004_1_03_e,Speech,ce004_02,ce004_02,Locale_SubScenario:event_ce004_1_03_e_28,False,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,
event_ce004_1_03_e_29,40055,event_ce004_1_03_e,Monologue,ce004_02,,Locale_SubScenario:event_ce004_1_03_e_29,False,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,
event_ce004_1_03_e_30,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_30,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,
event_ce004_1_03_e_31,40055,event_ce004_1_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_03_e_31,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,go,,170,170,1.0,
event_ce004_1_03_e_32,40055,event_ce004_1_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_03_e_32,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,go,,170,170,1.0,
event_ce004_1_03_e_33,40055,event_ce004_1_03_e,Speech,ce004_01,ce004_01,Locale_SubScenario:event_ce004_1_03_e_33,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,go,,170,170,1.0,
event_ce004_1_03_e_34,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_34,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,go,,10,10,1.0,
event_ce004_1_03_e_35,40055,event_ce004_1_03_e,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_03_e_35,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,go,,10,2,1.0,
event_ce004_1_03_e_36,40055,event_ce004_1_03_e,Speech,ce004_04,ce004_04,Locale_SubScenario:event_ce004_1_03_e_36,True,,3,idle,,1,idle,,13,idle,,15,idle,,17,go,,2,2,1.0,
