id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_infinite_emma_01_1,80903,snowfall_infinite_emma_01,Monologue,emma,Locale_SubScenario:snowfall_infinite_emma_01_1,False,BigHotSpring_d,1,1,1.0,amb_so_hotspring_1,event_bgm_neverland_snowflakes_day,,,,emma,1,idle
snowfall_infinite_emma_01_2,80903,snowfall_infinite_emma_01,Monologue,emma,Locale_SubScenario:snowfall_infinite_emma_01_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_infinite_emma_01_3,80903,snowfall_infinite_emma_01,Choice,emma,Locale_SubScenario:snowfall_infinite_emma_01_3,False,,1,1,1.0,,,snowfall_infinite_emma_01_6,,,,1,idle
snowfall_infinite_emma_01_4,80903,snowfall_infinite_emma_01,Choice,emma,Locale_SubScenario:snowfall_infinite_emma_01_4,False,,1,1,1.0,,,snowfall_infinite_emma_01_5,,,,1,idle
snowfall_infinite_emma_01_5,80903,snowfall_infinite_emma_01,Monologue,emma,Locale_SubScenario:snowfall_infinite_emma_01_5,False,,black,black,1.0,,,,True,,,1,idle
snowfall_infinite_emma_01_6,80903,snowfall_infinite_emma_01,Speech,emma,Locale_SubScenario:snowfall_infinite_emma_01_6,True,,1,10,1.0,,,,,emma,,1,idle
snowfall_infinite_emma_01_7,80903,snowfall_infinite_emma_01,Speech,emma,Locale_SubScenario:snowfall_infinite_emma_01_7,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_infinite_emma_01_8,80903,snowfall_infinite_emma_01,Choice,emma,Locale_SubScenario:snowfall_infinite_emma_01_8,False,,10,10,1.0,,,snowfall_infinite_emma_01_10,,,,1,idle
snowfall_infinite_emma_01_9,80903,snowfall_infinite_emma_01,Choice,emma,Locale_SubScenario:snowfall_infinite_emma_01_9,False,,10,10,1.0,,,snowfall_infinite_emma_01_12,,,,1,idle
snowfall_infinite_emma_01_10,80903,snowfall_infinite_emma_01,Speech,emma,Locale_SubScenario:snowfall_infinite_emma_01_10,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_infinite_emma_01_11,80903,snowfall_infinite_emma_01,Speech,emma,Locale_SubScenario:snowfall_infinite_emma_01_11,True,,10,10,1.0,,,snowfall_infinite_emma_01_14,,emma,,1,delight
snowfall_infinite_emma_01_12,80903,snowfall_infinite_emma_01,Speech,emma,Locale_SubScenario:snowfall_infinite_emma_01_12,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_infinite_emma_01_13,80903,snowfall_infinite_emma_01,Speech,emma,Locale_SubScenario:snowfall_infinite_emma_01_13,True,,10,10,1.0,,,snowfall_infinite_emma_01_14,,emma,,1,idle
snowfall_infinite_emma_01_14,80903,snowfall_infinite_emma_01,Narration,emma,Locale_SubScenario:snowfall_infinite_emma_01_14,False,,black,black,1.0,,,,,,,1,idle
