id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_ce004_1_02_s_1,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_1,True,andersen,1,idle,Office,1,1,1.0,bgm_story_fairytalesend_if
event_ce004_1_02_s_2,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_2,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_3,40055,event_ce004_1_02_s,Self,andersen,,Locale_SubScenario:event_ce004_1_02_s_3,False,,1,idle,,1,1,1.0,
event_ce004_1_02_s_4,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_4,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_5,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_5,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_6,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_6,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_7,40055,event_ce004_1_02_s,Self,andersen,,Locale_SubScenario:event_ce004_1_02_s_7,False,,1,idle,,1,1,1.0,
event_ce004_1_02_s_8,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_8,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_9,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_9,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_10,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_10,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_11,40055,event_ce004_1_02_s,Self,andersen,,Locale_SubScenario:event_ce004_1_02_s_11,False,,1,idle,,1,1,1.0,
event_ce004_1_02_s_12,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_12,True,,1,angry,,1,L_10,1.0,
event_ce004_1_02_s_13,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_13,True,,1,angry,,L_10,L_10,1.0,
event_ce004_1_02_s_14,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_14,True,,1,angry,,L_10,L_10,1.0,
event_ce004_1_02_s_15,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_15,True,,1,angry,,L_10,L_10,1.0,
event_ce004_1_02_s_16,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_16,True,,1,angry,,L_10,L_10,1.0,
event_ce004_1_02_s_17,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_17,True,,1,angry,,L_10,L_10,1.0,
event_ce004_1_02_s_18,40055,event_ce004_1_02_s,Self,andersen,,Locale_SubScenario:event_ce004_1_02_s_18,False,,1,angry,,L_10,L_10,1.0,
event_ce004_1_02_s_19,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_19,True,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_20,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_20,True,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_21,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_21,True,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_22,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_22,True,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_23,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_23,True,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_24,40055,event_ce004_1_02_s,Self,andersen,,Locale_SubScenario:event_ce004_1_02_s_24,False,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_25,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_25,True,,1,think,,L_10,L_10,1.0,
event_ce004_1_02_s_26,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_26,True,,1,think,,L_10,L_10,1.0,
event_ce004_1_02_s_27,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_27,True,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_28,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_28,True,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_29,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_29,True,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_30,40055,event_ce004_1_02_s,Self,andersen,,Locale_SubScenario:event_ce004_1_02_s_30,False,,1,idle,,L_10,L_10,1.0,
event_ce004_1_02_s_31,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_31,True,,1,idle,,L_10,1,1.0,
event_ce004_1_02_s_32,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_32,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_33,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_33,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_34,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_34,True,,1,idle,,1,1,1.0,
event_ce004_1_02_s_35,40055,event_ce004_1_02_s,Speech,andersen,andersen,Locale_SubScenario:event_ce004_1_02_s_35,True,,1,idle,,1,1,1.0,
