id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
event_fullfoolday_05_1,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_1,True,shifty_s,1,delight,CityForest_001,S_10,S_10,1.0,bgm_story_orangepop,
event_fullfoolday_05_2,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_2,True,,1,delight,,S_10,S_10,1.0,,
event_fullfoolday_05_3,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_3,True,,1,delight,,S_10,S_10,1.0,,
event_fullfoolday_05_4,130001,event_fullfoolday_05,Self,shifty_s,,Locale_SubScenario:event_fullfoolday_05_4,False,,1,delight,,S_10,S_10,1.0,,
event_fullfoolday_05_5,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_5,True,,1,worry,,S_10,S_100,2.0,,
event_fullfoolday_05_6,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_6,True,,1,think,,S_100,S_100,1.0,,
event_fullfoolday_05_7,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_7,True,,1,think,,S_100,S_100,1.0,,
event_fullfoolday_05_8,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_8,True,,1,think,,S_100,S_100,1.0,,
event_fullfoolday_05_9,130001,event_fullfoolday_05,Self,shifty_s,,Locale_SubScenario:event_fullfoolday_05_9,False,,1,think,,S_100,S_100,1.0,,
event_fullfoolday_05_10,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_10,False,,1,angry,,S_100,1,0.5,,sfx_scn_energescatter
event_fullfoolday_05_11,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_11,True,,1,angry,,1,17,0.5,,
event_fullfoolday_05_12,130001,event_fullfoolday_05,Narration,shifty_s,,Locale_SubScenario:event_fullfoolday_05_12,False,,1,angry,,17,17,1.0,,sfx_scn_gunfire
event_fullfoolday_05_13,130001,event_fullfoolday_05,Narration,shifty_s,,Locale_SubScenario:event_fullfoolday_05_13,False,,1,angry,,17,17,1.0,,sfx_scn_explosions
event_fullfoolday_05_14,130001,event_fullfoolday_05,Monologue,shifty_s,,Locale_SubScenario:event_fullfoolday_05_14,False,,1,angry,,17,17,1.0,,
event_fullfoolday_05_15,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_15,True,,1,angry,,S_10,S_100,0.5,,
event_fullfoolday_05_16,130001,event_fullfoolday_05,Self,shifty_s,,Locale_SubScenario:event_fullfoolday_05_16,False,,1,angry,,S_100,S_100,1.0,,
event_fullfoolday_05_17,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_17,True,,1,angry,,S_100,S_10,1.0,,
event_fullfoolday_05_18,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_18,True,,1,angry,,S_10,S_10,1.0,,
event_fullfoolday_05_19,130001,event_fullfoolday_05,Speech,shifty_s,shifty,Locale_SubScenario:event_fullfoolday_05_19,True,,1,angry,,S_10,S_100,1.0,,
