id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_ludmilla_26_1,80903,snowfall_speech_ludmilla_26,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_1,False,ludmilla_w,1,think,Trail_n,1,1,1.0,amb_so_trail_3,event_bgm_neverland_snowflakes_night,,,
snowfall_speech_ludmilla_26_2,80903,snowfall_speech_ludmilla_26,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_2,False,,1,think,,1,1,1.0,,,,,
snowfall_speech_ludmilla_26_3,80903,snowfall_speech_ludmilla_26,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_3,False,,1,think,,1,1,1.0,,,,,
snowfall_speech_ludmilla_26_4,80903,snowfall_speech_ludmilla_26,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_4,False,,1,think,,1,1,1.0,,,snowfall_speech_ludmilla_26_7,,
snowfall_speech_ludmilla_26_5,80903,snowfall_speech_ludmilla_26,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_5,False,,1,think,,1,1,1.0,,,snowfall_speech_ludmilla_26_6,,
snowfall_speech_ludmilla_26_6,80903,snowfall_speech_ludmilla_26,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_6,False,,1,think,,black,black,1.0,,,,True,
snowfall_speech_ludmilla_26_7,80903,snowfall_speech_ludmilla_26,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_7,False,,1,think,,1,10,1.0,,,,,
snowfall_speech_ludmilla_26_8,80903,snowfall_speech_ludmilla_26,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_8,True,,1,surprise,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_26_9,80903,snowfall_speech_ludmilla_26,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_9,False,,1,surprise,,10,10,1.0,,,,,
snowfall_speech_ludmilla_26_10,80903,snowfall_speech_ludmilla_26,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_10,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
snowfall_speech_ludmilla_26_11,80903,snowfall_speech_ludmilla_26,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_26_11,True,,1,idle,,10,10,1.0,,,,,ludmilla_w
