id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,highlight,speaker,characters/0/hide_char_id
event_BunnyX777_02_s_1,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_1,False,CommanderRoom,black,black,1.0,none,,,,,,,,
event_BunnyX777_02_s_2,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_2,False,,1,1,1.0,,,,,,,,,
event_BunnyX777_02_s_3,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_3,False,,1,10,1.0,,,,,,,,,
event_BunnyX777_02_s_4,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_4,False,,10,10,1.0,,,,,,,,,
event_BunnyX777_02_s_5,40014,event_BunnyX777_02_s,Choice,Locale_SubScenario:event_BunnyX777_02_s_5,False,,10,10,1.0,,event_BunnyX777_02_s_7,,,,,,,
event_BunnyX777_02_s_6,40014,event_BunnyX777_02_s,Choice,Locale_SubScenario:event_BunnyX777_02_s_6,False,,10,10,1.0,,event_BunnyX777_02_s_19,,,,,,,
event_BunnyX777_02_s_7,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_7,False,Cafe,black,black,1.0,,,,,,,,,
event_BunnyX777_02_s_8,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_8,False,,S_10,S_10,1.0,,,milk,1,idle,sfx_scn_toyshopbell,,,
event_BunnyX777_02_s_9,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_9,True,,S_10,S_10,1.0,bgm_story_girlstalk,,,1,idle,,milk,milk,
event_BunnyX777_02_s_10,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_10,True,,S_10,S_10,1.0,,,,1,idle,,milk,milk,
event_BunnyX777_02_s_11,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_11,False,,S_10,S_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_12,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_12,False,,S_10,S_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_13,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_13,True,,S_10,S_100,0.5,,,,1,angry,,milk,milk,
event_BunnyX777_02_s_14,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_14,True,,S_100,S_100,1.0,,,,1,angry,,milk,milk,
event_BunnyX777_02_s_15,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_15,True,,S_100,S_100,1.0,,,,1,good,,milk,milk,
event_BunnyX777_02_s_16,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_16,True,,S_100,S_10,0.5,,,,1,good,,milk,milk,
event_BunnyX777_02_s_17,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_17,True,,S_10,S_10,1.0,,,,1,good,,milk,milk,
event_BunnyX777_02_s_18,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_18,False,,black,black,1.0,none,event_BunnyX777_02_s_33,,1,good,,,,milk
event_BunnyX777_02_s_19,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_19,False,BriefingRoom,black,black,1.0,,,,,,,,,
event_BunnyX777_02_s_20,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_20,False,,black,black,1.0,,,exia,1,idle,sfx_scn_autodooropen,,,
event_BunnyX777_02_s_21,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_21,True,,S_10,S_10,1.0,bgm_story_heynewbie,,,1,idle,,exia,exia,
event_BunnyX777_02_s_22,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_22,True,,S_10,S_10,1.0,,,,1,idle,,exia,exia,
event_BunnyX777_02_s_23,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_23,True,,S_10,S_10,1.0,,,,1,idle,,exia,exia,
event_BunnyX777_02_s_24,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_24,False,,S_10,S_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_25,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_25,False,,S_10,S_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_26,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_26,True,,S_10,S_100,0.5,,,,1,surprise,,exia,exia,
event_BunnyX777_02_s_27,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_27,True,,S_100,S_100,1.0,,,,1,surprise,,exia,exia,
event_BunnyX777_02_s_28,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_28,True,,S_100,S_100,1.0,,,,1,good,,exia,exia,
event_BunnyX777_02_s_29,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_29,True,,S_100,S_10,1.0,,,,1,good,,exia,exia,
event_BunnyX777_02_s_30,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_30,True,,S_10,S_10,1.0,,,,1,good,,exia,exia,
event_BunnyX777_02_s_31,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_31,True,,S_10,S_10,1.0,,,,1,good,,exia,exia,
event_BunnyX777_02_s_32,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_32,False,,black,black,1.0,,event_BunnyX777_02_s_33,,1,good,,,,exia
event_BunnyX777_02_s_33,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_33,False,CommanderRoom,black,black,1.0,none,,,,,,,,
event_BunnyX777_02_s_34,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_34,False,,1,1,1.0,,,,,,,,,
event_BunnyX777_02_s_35,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_35,False,,1,10,2.0,,,,,,,,,
event_BunnyX777_02_s_36,40014,event_BunnyX777_02_s,Choice,Locale_SubScenario:event_BunnyX777_02_s_36,False,,10,10,1.0,,event_BunnyX777_02_s_38,,,,,,,
event_BunnyX777_02_s_37,40014,event_BunnyX777_02_s,Choice,Locale_SubScenario:event_BunnyX777_02_s_37,False,,10,10,1.0,,event_BunnyX777_02_s_57,,,,,,,
event_BunnyX777_02_s_38,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_38,False,Police,black,black,1.0,,,poli,1,idle,,,,
event_BunnyX777_02_s_39,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_39,False,,black,black,1.0,,,,1,idle,sfx_scn_autodooropen,,,
event_BunnyX777_02_s_40,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_40,True,,1,XS_10,1.0,bgm_story_orangepop,,,1,idle,,poli,poli,
event_BunnyX777_02_s_41,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_41,True,,XS_10,XS_10,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_42,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_42,False,,XS_10,XS_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_43,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_43,True,,XS_10,XS_10,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_44,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_44,True,,XS_10,XS_100,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_45,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_45,True,,XS_100,XS_100,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_46,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_46,False,,XS_100,XS_100,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_47,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_47,True,,XS_100,XS_10,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_48,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_48,True,,XS_10,XS_10,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_49,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_49,False,,XS_10,XS_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_50,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_50,True,,XS_10,XS_10,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_51,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_51,True,,XS_10,XS_100,2.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_52,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_52,True,,XS_100,XS_100,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_53,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_53,True,,XS_100,XS_100,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_54,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_54,True,,XS_100,XS_100,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_55,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_55,True,,XS_100,XS_100,1.0,,,,1,idle,,poli,poli,
event_BunnyX777_02_s_56,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_56,False,,black,black,1.0,none,event_BunnyX777_02_s_74,,1,idle,,,,poli
event_BunnyX777_02_s_57,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_57,False,ToyShop,black,black,1.0,,,,,,,,,
event_BunnyX777_02_s_58,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_58,False,,black,black,1.0,,,mica,1,delight,sfx_scn_toyshopbell,,,
event_BunnyX777_02_s_59,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_59,True,,1,XS_10,1.0,bgm_story_languor,,,1,delight,,mica,mica,
event_BunnyX777_02_s_60,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_60,True,,XS_10,XS_10,1.0,,,,1,delight,,mica,mica,
event_BunnyX777_02_s_61,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_61,False,,XS_10,XS_10,1.0,,,,1,delight,,,,
event_BunnyX777_02_s_62,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_62,True,,XS_10,XS_10,1.0,,,,1,idle,,mica,mica,
event_BunnyX777_02_s_63,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_63,True,,XS_10,XS_100,1.0,,,,1,delight,,mica,mica,
event_BunnyX777_02_s_64,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_64,False,,XS_100,XS_100,1.0,,,,1,delight,,,,
event_BunnyX777_02_s_65,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_65,True,,XS_100,XS_100,1.0,,,,1,delight,,mica,mica,
event_BunnyX777_02_s_66,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_66,True,,XS_100,XS_100,1.0,,,,1,idle,,mica,mica,
event_BunnyX777_02_s_67,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_67,True,,XS_100,XS_100,1.0,,,,1,idle,,mica,mica,
event_BunnyX777_02_s_68,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_68,True,,XS_100,XS_10,1.0,,,,1,idle,,mica,mica,
event_BunnyX777_02_s_69,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_69,False,,XS_10,XS_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_70,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_70,True,,XS_10,XS_10,1.0,,,,1,idle,,mica,mica,
event_BunnyX777_02_s_71,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_71,True,,XS_10,XS_10,1.0,,,,1,delight,,mica,mica,
event_BunnyX777_02_s_72,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_72,True,,XS_10,XS_10,1.0,,,,1,delight,,mica,mica,
event_BunnyX777_02_s_73,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_73,False,,black,black,1.0,,event_BunnyX777_02_s_74,,1,delight,,,,mica
event_BunnyX777_02_s_74,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_74,False,CommanderRoom,black,black,1.0,none,,,,,,,,
event_BunnyX777_02_s_75,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_75,False,,1,1,1.0,,,,,,,,,
event_BunnyX777_02_s_76,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_76,False,,1,10,2.0,,,,,,,,,
event_BunnyX777_02_s_77,40014,event_BunnyX777_02_s,Choice,Locale_SubScenario:event_BunnyX777_02_s_77,False,,10,10,1.0,,event_BunnyX777_02_s_79,,,,,,,
event_BunnyX777_02_s_78,40014,event_BunnyX777_02_s,Choice,Locale_SubScenario:event_BunnyX777_02_s_78,False,,10,10,1.0,,event_BunnyX777_02_s_94,,,,,,,
event_BunnyX777_02_s_79,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_79,False,Hospital,black,black,1.0,,,mary,1,idle,,,,
event_BunnyX777_02_s_80,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_80,False,,black,black,1.0,,,,1,idle,sfx_scn_autodooropen,,,
event_BunnyX777_02_s_81,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_81,True,,XS_10,XS_10,1.0,bgm_story_leisuretime,,,1,idle,,mary,mary,
event_BunnyX777_02_s_82,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_82,True,,XS_10,XS_10,1.0,,,,1,idle,,mary,mary,
event_BunnyX777_02_s_83,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_83,True,,XS_10,XS_10,1.0,,,,1,idle,,mary,mary,
event_BunnyX777_02_s_84,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_84,False,,XS_10,XS_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_85,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_85,False,,XS_10,XS_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_86,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_86,True,,XS_10,XS_100,1.0,,,,1,idle,,mary,mary,
event_BunnyX777_02_s_87,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_87,True,,XS_100,XS_100,1.0,,,,1,idle,,mary,mary,
event_BunnyX777_02_s_88,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_88,False,,XS_100,XS_100,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_89,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_89,True,,XS_100,XS_10,1.0,,,,1,idle,,mary,mary,
event_BunnyX777_02_s_90,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_90,True,,XS_10,XS_10,1.0,,,,1,idle,,mary,mary,
event_BunnyX777_02_s_91,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_91,True,,XS_10,XS_10,1.0,,,,1,idle,,mary,mary,
event_BunnyX777_02_s_92,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_92,True,,XS_10,XS_10,1.0,,,,1,idle,,mary,mary,
event_BunnyX777_02_s_93,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_93,False,,black,black,1.0,none,event_BunnyX777_02_s_112,,1,idle,,,,mary
event_BunnyX777_02_s_94,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_94,False,Office,black,black,1.0,,,yulha,1,idle,,,,
event_BunnyX777_02_s_95,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_95,False,,black,black,1.0,,,,1,idle,sfx_scn_rustydooropen,,,
event_BunnyX777_02_s_96,40014,event_BunnyX777_02_s,Narration,Locale_SubScenario:event_BunnyX777_02_s_96,False,,black,black,1.0,bgm_story_backtonormal,,,1,idle,sfx_scn_keyboard,,,
event_BunnyX777_02_s_97,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_97,True,,1,1,1.0,,,,1,idle,,yulha,yulha,
event_BunnyX777_02_s_98,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_98,False,,1,1,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_99,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_99,True,,1,1,1.0,,,,1,idle,,yulha,yulha,
event_BunnyX777_02_s_100,40014,event_BunnyX777_02_s,Monologue,Locale_SubScenario:event_BunnyX777_02_s_100,False,,1,1,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_101,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_101,False,,1,1,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_102,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_102,True,,1,L_100,1.0,,,,1,idle,,yulha,yulha,
event_BunnyX777_02_s_103,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_103,False,,L_100,L_100,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_104,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_104,True,,L_100,L_10,1.0,,,,1,idle,,yulha,yulha,
event_BunnyX777_02_s_105,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_105,True,,L_10,L_10,1.0,,,,1,idle,,yulha,yulha,
event_BunnyX777_02_s_106,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_106,True,,L_10,L_10,1.0,,,,1,idle,,yulha,yulha,
event_BunnyX777_02_s_107,40014,event_BunnyX777_02_s,Self,Locale_SubScenario:event_BunnyX777_02_s_107,False,,L_10,L_10,1.0,,,,1,idle,,,,
event_BunnyX777_02_s_108,40014,event_BunnyX777_02_s,Speech,Locale_SubScenario:event_BunnyX777_02_s_108,True,,L_10,L_10,1.0,,,,1,idle,,yulha,yulha,
