id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
event_cherryblossom_05_e_1,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_1,True,sakura,1,idle,moran,3,shy,CherryBlossom_n,L_30,L_30,1.0,bgm_story_whosdumber,,
event_cherryblossom_05_e_2,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_2,True,,1,idle,,3,shy,,L_30,L_30,1.0,,,
event_cherryblossom_05_e_3,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_3,True,,1,idle,,3,shy,,L_30,L_30,1.0,,,
event_cherryblossom_05_e_4,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_4,True,,1,delight,,3,shy,,L_30,2,1.0,,,
event_cherryblossom_05_e_5,40011,event_cherryblossom_05_e,Narration,,,Locale_SubScenario:event_cherryblossom_05_e_5,False,,1,delight,,3,shy,,2,2,1.0,,sfx_scn_fillacup,
event_cherryblossom_05_e_6,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_6,True,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_7,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_7,True,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_8,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_8,True,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_9,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_9,True,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_10,40011,event_cherryblossom_05_e,Monologue,,,Locale_SubScenario:event_cherryblossom_05_e_10,False,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_11,40011,event_cherryblossom_05_e,Self,,,Locale_SubScenario:event_cherryblossom_05_e_11,False,,1,idle,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_12,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_12,True,,1,idle,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_13,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_13,True,,1,idle,,3,shy,,2,L_30,0.5,,,
event_cherryblossom_05_e_14,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_14,True,,1,idle,,3,shy,,L_30,L_30,1.0,,,
event_cherryblossom_05_e_15,40011,event_cherryblossom_05_e,Monologue,,,Locale_SubScenario:event_cherryblossom_05_e_15,False,,1,idle,,3,shy,,L_30,L_30,1.0,,,
event_cherryblossom_05_e_16,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_16,True,,1,idle,,3,shy,,L_30,L_30,1.0,,,
event_cherryblossom_05_e_17,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_17,True,,1,idle,,3,shy,,L_30,L_30,1.0,,,
event_cherryblossom_05_e_18,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_18,True,,1,delight,,3,shy,,L_30,2,1.0,,,
event_cherryblossom_05_e_19,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_19,True,,1,delight,,3,shy,,2,2,1.0,,,
event_cherryblossom_05_e_20,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_20,True,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_21,40011,event_cherryblossom_05_e,Narration,,,Locale_SubScenario:event_cherryblossom_05_e_21,False,,1,delight,,3,delight,,2,2,1.0,,sfx_scn_fillacup,
event_cherryblossom_05_e_22,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_22,True,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_23,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_23,True,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_24,40011,event_cherryblossom_05_e,Monologue,,,Locale_SubScenario:event_cherryblossom_05_e_24,False,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_25,40011,event_cherryblossom_05_e,Self,,,Locale_SubScenario:event_cherryblossom_05_e_25,False,,1,idle,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_26,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_26,True,,1,idle,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_27,40011,event_cherryblossom_05_e,Speech,sakura,sakura,Locale_SubScenario:event_cherryblossom_05_e_27,True,,1,delight,,3,delight,,2,2,1.0,,,
event_cherryblossom_05_e_28,40011,event_cherryblossom_05_e,Speech,moran,moran,Locale_SubScenario:event_cherryblossom_05_e_28,True,,1,delight,,3,shy,,2,2,1.0,,,
