id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_forrest_05_e_1,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_1,True,liter_c,1,idle,trina,13,think1,CherryBlossom,XS_10,XS_10,1.0,none
event_forrest_05_e_2,40072,event_forrest_05_e,Self,trina,,Locale_SubScenario:event_forrest_05_e_2,False,,1,idle,,13,think1,,XS_10,1,1.0,
event_forrest_05_e_3,40072,event_forrest_05_e,Self,trina,,Locale_SubScenario:event_forrest_05_e_3,False,,1,idle,,13,think1,,1,13,1.0,
event_forrest_05_e_4,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_4,True,,1,idle,,13,think1,,13,13,1.0,
event_forrest_05_e_5,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_5,True,,1,idle,,13,think1,,13,13,1.0,
event_forrest_05_e_6,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_6,False,,1,idle,,13,think1,,13,L_130,1.0,bgm_story_monochrome
event_forrest_05_e_7,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_7,False,,1,idle,,13,think1,,L_130,L_130,1.0,
event_forrest_05_e_8,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_8,False,,1,idle,,13,think1,,L_130,L_130,1.0,
event_forrest_05_e_9,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_9,False,,1,idle,,13,think1,,L_130,L_130,1.0,
event_forrest_05_e_10,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_10,True,,1,idle,,13,surprise,,L_130,13,0.7,
event_forrest_05_e_11,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_11,True,,1,no,,13,surprise,,13,12,1.0,
event_forrest_05_e_12,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_12,True,,1,no,,13,surprise,,12,12,1.0,
event_forrest_05_e_13,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_13,True,,1,no,,13,surprise,,12,12,1.0,
event_forrest_05_e_14,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_14,True,,1,no,,13,surprise,,12,12,1.0,
event_forrest_05_e_15,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_15,True,,1,no,,13,surprise,,12,12,1.0,
event_forrest_05_e_16,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_16,True,,1,no,,13,sad,,12,L_130,1.0,
event_forrest_05_e_17,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_17,False,,1,no,,13,sad,,L_130,L_130,1.0,
event_forrest_05_e_18,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_18,True,,1,no,,13,sad,,L_130,L_130,1.0,
event_forrest_05_e_19,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_19,True,,1,no,,13,sad,,L_130,L_130,1.0,
event_forrest_05_e_20,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_20,True,,1,no,,13,sad,,L_130,L_130,1.0,
event_forrest_05_e_21,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_21,False,,1,no,,13,sad,,L_130,12,1.5,
event_forrest_05_e_22,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_22,True,,1,sorrow,,13,sad,,12,12,1.0,
event_forrest_05_e_23,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_23,True,,1,sorrow,,13,sad,,12,12,1.0,
event_forrest_05_e_24,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_24,True,,1,sorrow,,13,sad,,12,12,1.0,
event_forrest_05_e_25,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_25,True,,1,no,,13,sad,,12,12,1.0,none
event_forrest_05_e_26,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_26,True,,1,no,,13,think2,,12,12,1.0,
event_forrest_05_e_27,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_27,True,,1,idle,,13,think2,,12,12,1.0,bgm_story_sceneofmemory
event_forrest_05_e_28,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_28,True,,1,idle,,13,think2,,12,12,1.0,
event_forrest_05_e_29,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_29,True,,1,idle,,13,think2,,12,12,1.0,
event_forrest_05_e_30,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_30,True,,1,idle,,13,think2,,12,12,1.0,
event_forrest_05_e_31,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_31,True,,1,angry,,13,think2,,12,XS_10,0.7,
event_forrest_05_e_32,40072,event_forrest_05_e,Monologue,liter_c,,Locale_SubScenario:event_forrest_05_e_32,False,,1,angry,,13,think2,,XS_10,XS_10,1.0,
event_forrest_05_e_33,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_33,True,,1,no,,13,think2,,XS_10,XS_10,1.0,
event_forrest_05_e_34,40072,event_forrest_05_e,Self,liter_c,,Locale_SubScenario:event_forrest_05_e_34,False,,1,no,,13,think2,,XS_10,XS_10,1.0,
event_forrest_05_e_35,40072,event_forrest_05_e,Monologue,liter_c,,Locale_SubScenario:event_forrest_05_e_35,False,,1,no,,13,think1,,XS_10,12,1.0,
event_forrest_05_e_36,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_36,True,,1,idle,,13,think1,,12,12,1.0,
event_forrest_05_e_37,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_37,True,,1,idle,,13,think1,,12,12,1.0,
event_forrest_05_e_38,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_38,True,,1,idle,,13,think1,,12,12,1.0,
event_forrest_05_e_39,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_39,True,,1,idle,,13,think1,,12,12,1.0,
event_forrest_05_e_40,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_40,True,,1,idle,,13,think1,,12,12,1.0,
event_forrest_05_e_41,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_41,True,,1,idle,,13,think1,,12,12,1.0,
event_forrest_05_e_42,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_42,True,,1,idle,,13,think1,,12,12,1.0,
event_forrest_05_e_43,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_43,True,,1,idle,,13,think1,,12,13,1.0,
event_forrest_05_e_44,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_44,False,,1,idle,,13,think1,,13,13,1.0,
event_forrest_05_e_45,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_45,False,,1,idle,,13,think1,,13,13,1.0,
event_forrest_05_e_46,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_46,True,,1,idle,,13,think1,,13,L_130,1.0,
event_forrest_05_e_47,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_47,True,,1,idle,,13,think1,,L_130,L_130,1.0,
