id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_blanc_10_1,80903,snowfall_speech_blanc_10,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_1,False,BambooForest_n,1,1,1.0,amb_so_bambooforest_3,event_bgm_neverland_snowflakes_night,,,,blanc_c,1,no
snowfall_speech_blanc_10_2,80903,snowfall_speech_blanc_10,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_2,False,,1,1,1.0,,,,,,,1,no
snowfall_speech_blanc_10_3,80903,snowfall_speech_blanc_10,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_3,False,,1,1,1.0,,,,,,,1,no
snowfall_speech_blanc_10_4,80903,snowfall_speech_blanc_10,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_4,False,,1,1,1.0,,,snowfall_speech_blanc_10_7,,,,1,no
snowfall_speech_blanc_10_5,80903,snowfall_speech_blanc_10,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_5,False,,1,1,1.0,,,snowfall_speech_blanc_10_6,,,,1,no
snowfall_speech_blanc_10_6,80903,snowfall_speech_blanc_10,Monologue,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_6,False,,black,black,1.0,,,,True,,,1,no
snowfall_speech_blanc_10_7,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_7,True,,1,L_10,1.0,,,,,blanc_c,,1,no
snowfall_speech_blanc_10_8,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_8,True,,L_10,L_10,1.0,,,,,blanc_c,,1,no
snowfall_speech_blanc_10_9,80903,snowfall_speech_blanc_10,Self,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_9,False,,L_10,L_10,1.0,,,,,,,1,no
snowfall_speech_blanc_10_10,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_10,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_10_11,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_11,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_10_12,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_12,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_10_13,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_13,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_10_14,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_14,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_10_15,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_15,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_10_16,80903,snowfall_speech_blanc_10,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_16,False,,L_10,L_10,1.0,,,snowfall_speech_blanc_10_18,,,,1,idle
snowfall_speech_blanc_10_17,80903,snowfall_speech_blanc_10,Choice,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_17,False,,L_10,L_10,1.0,,,snowfall_speech_blanc_10_21,,,,1,idle
snowfall_speech_blanc_10_18,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_18,True,,L_10,L_10,1.0,,,,,blanc_c,,1,no
snowfall_speech_blanc_10_19,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_19,True,,L_10,L_10,1.0,,,,,blanc_c,,1,no
snowfall_speech_blanc_10_20,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_20,True,,L_10,L_10,1.0,,,snowfall_speech_blanc_10_24,,blanc_c,,1,no
snowfall_speech_blanc_10_21,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_21,True,,L_10,L_10,1.0,,,,,blanc_c,,1,delight
snowfall_speech_blanc_10_22,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_22,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_10_23,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_23,True,,L_10,L_10,1.0,,,snowfall_speech_blanc_10_24,,blanc_c,,1,idle
snowfall_speech_blanc_10_24,80903,snowfall_speech_blanc_10,Speech,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_24,True,,L_10,L_10,1.0,,,,,blanc_c,,1,idle
snowfall_speech_blanc_10_25,80903,snowfall_speech_blanc_10,Narration,blanc_c,Locale_SubScenario:snowfall_speech_blanc_10_25,False,,black,black,1.0,,,,,,,1,idle
