id,event_id,group_id,title_localkey,speech_window,highlight,speaker,scenario_localkey,play_lipsync,set_background,set_light,conversation_id,set_image,set_object,set_object_position,set_start_camera,set_end_camera,set_camera_duration,play_movie,play_sound,play_ambient,ambient_volume,play_bgm,set_camera_shake,set_filter_01,set_filter_02,jump_target,fade,is_exit_scenario,characters/0/show_char_id,characters/0/hide_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/hide_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/hide_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/hide_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/hide_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/hide_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/hide_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/8/show_char_id,characters/8/hide_char_id,characters/8/set_char_position,characters/8/set_char_anim,characters/9/show_char_id,characters/9/hide_char_id,characters/9/set_char_position,characters/9/set_char_anim,effects/0/play_effect_id,effects/0/stop_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/1/play_effect_id,effects/1/stop_effect_id,effects/1/set_effect_position,effects/1/is_effect_movable
event_goldenship_02_e_1,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_1,True,Restaurant,,,,,,XS_30,XS_30,0,,,,100,bgm_story_orangepop,,None,None,,None,False,mast,,1,idle,anchor,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_2,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_2,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,idle,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_3,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_3,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,idle,,,3,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_4,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_4,True,,,,,,,XS_30,S_10,0,,,,100,,,None,None,,None,False,,,1,surprise,,,3,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_5,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_5,True,,,,,,,S_10,S_10,0,,,,100,,,None,None,,None,False,,,1,surprise,,,3,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_6,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_6,True,,,,,,,S_10,S_10,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_7,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_7,True,,,,,,,S_10,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_8,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_8,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_9,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_9,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,surprise,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_10,40023,event_goldenship_02_e,,Monologue,,,Locale_SubScenario:event_goldenship_02_e_10,False,,,,,,,black,black,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_11,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_11,False,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_12,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_12,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_13,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_13,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_14,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_14,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_15,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_15,True,,,,,,,XS_30,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_16,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_16,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_17,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_17,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_18,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_18,True,,,,,,,31,S_10,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_19,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_19,True,,,,,,,S_10,S_10,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_20,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_20,True,,,,,,,S_10,S_10,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_21,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_21,True,,,,,,,S_10,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_22,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_22,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_23,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_23,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_24,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_24,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_25,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_25,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_26,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_26,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_27,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_27,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_28,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_28,True,,,,,,,31,31,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_29,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_29,True,,,,,,,31,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_30,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_30,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_31,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_31,True,,,,,,,XS_30,XS_300,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_32,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_32,True,,,,,,,XS_300,XS_300,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_33,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_33,True,,,,,,,XS_300,XS_300,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_34,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_34,True,,,,,,,XS_300,XS_300,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_35,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_35,True,,,,,,,XS_300,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_36,40023,event_goldenship_02_e,,Self,,,Locale_SubScenario:event_goldenship_02_e_36,False,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_37,40023,event_goldenship_02_e,,Self,,,Locale_SubScenario:event_goldenship_02_e_37,False,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_38,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_38,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_39,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_39,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_40,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_40,True,,,,,,,XS_30,S_10,0,,,,100,,,None,None,,None,False,,,1,delight,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_41,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_41,True,,,,,,,S_10,S_10,0,,,,100,none,,None,None,,None,False,,,1,idle2,,,3,idle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_42,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_42,True,,,,,,,S_10,S_10,0,,,,100,,,None,None,,None,False,,,1,idle2,,,3,idle,frima_s,,15,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_43,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_43,True,,,,,,,S_10,S_10,0,,,,100,event_bgm_goldenship,,None,None,,None,False,,,1,delight2,,,3,idle,,,15,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_44,40023,event_goldenship_02_e,,Self,,,Locale_SubScenario:event_goldenship_02_e_44,False,,,,,,,S_10,S_10,0,,,,100,,,None,None,,None,False,,,1,delight2,,,3,idle,,,15,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_45,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_45,True,,,,,,,S_10,S_10,0,,,,100,,,None,None,,None,False,,,1,idle,,,3,idle,,,15,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_46,40023,event_goldenship_02_e,,Speech,mast,mast,Locale_SubScenario:event_goldenship_02_e_46,True,,,,,,,S_10,S_100,0,,,,100,,,None,None,,None,False,,,1,idle,,,3,idle,,,15,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_47,40023,event_goldenship_02_e,,Speech,frima_s,frima,Locale_SubScenario:event_goldenship_02_e_47,True,,,,,,,150,150,0,,,,100,,,None,None,,None,False,,,1,idle,,,3,delight,,,15,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_48,40023,event_goldenship_02_e,,Speech,anchor,anchor,Locale_SubScenario:event_goldenship_02_e_48,True,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,,None,False,,,1,idle,,,3,delight,,,15,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
event_goldenship_02_e_49,40023,event_goldenship_02_e,,Choice,,,Locale_SubScenario:event_goldenship_02_e_49,False,,,,,,,XS_30,XS_30,0,,,,100,,,None,None,event_goldenship_02_e_52,None,False,,,1,idle,,,3,delight,,,15,delight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,False
