id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_emma_08_1,80903,snowfall_speech_emma_08,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_08_1,False,emma,1,idle,Trail_s,1,1,1.0,amb_so_trail_2,event_bgm_neverland_snowflakes_sunset,,,
snowfall_speech_emma_08_2,80903,snowfall_speech_emma_08,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_08_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_08_3,80903,snowfall_speech_emma_08,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_08_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_08_4,80903,snowfall_speech_emma_08,Choice,emma,Locale_SubScenario:snowfall_speech_emma_08_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_08_7,,
snowfall_speech_emma_08_5,80903,snowfall_speech_emma_08,Choice,emma,Locale_SubScenario:snowfall_speech_emma_08_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_08_6,,
snowfall_speech_emma_08_6,80903,snowfall_speech_emma_08,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_08_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_emma_08_7,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_7,True,,1,idle,,1,10,1.0,,,,,emma
snowfall_speech_emma_08_8,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_8,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_08_9,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_9,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_08_10,80903,snowfall_speech_emma_08,Choice,emma,Locale_SubScenario:snowfall_speech_emma_08_10,False,,1,delight,,10,10,1.0,,,snowfall_speech_emma_08_12,,
snowfall_speech_emma_08_11,80903,snowfall_speech_emma_08,Choice,emma,Locale_SubScenario:snowfall_speech_emma_08_11,False,,1,delight,,10,10,1.0,,,snowfall_speech_emma_08_15,,
snowfall_speech_emma_08_12,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_12,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_08_13,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_13,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_08_14,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_14,True,,1,special,,10,10,1.0,,,snowfall_speech_emma_08_18,,emma
snowfall_speech_emma_08_15,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_15,True,,1,angry,,10,10,1.0,,,,,emma
snowfall_speech_emma_08_16,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_16,True,,1,angry,,10,10,1.0,,,,,emma
snowfall_speech_emma_08_17,80903,snowfall_speech_emma_08,Speech,emma,Locale_SubScenario:snowfall_speech_emma_08_17,True,,1,angry,,10,10,1.0,,,snowfall_speech_emma_08_18,,emma
snowfall_speech_emma_08_18,80903,snowfall_speech_emma_08,Narration,emma,Locale_SubScenario:snowfall_speech_emma_08_18,False,,1,idle,,black,black,1.0,,,,,
