id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake
event_maidinvalentine_02_s_1,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_1,True,signal_v,3,idle,ade,1,idle,Cafe,3,3,1.0,bgm_story_orangepop,,
event_maidinvalentine_02_s_2,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_2,True,,3,idle,,1,idle,,3,3,1.0,,,
event_maidinvalentine_02_s_3,40007,event_maidinvalentine_02_s,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_02_s_3,True,,3,idle,,1,idle,,3,31,1.0,,,
event_maidinvalentine_02_s_4,40007,event_maidinvalentine_02_s,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_02_s_4,True,,3,idle,,1,worried,,31,31,1.0,,,
event_maidinvalentine_02_s_5,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_5,False,,3,idle,,1,worried,,31,31,1.0,,,
event_maidinvalentine_02_s_6,40007,event_maidinvalentine_02_s,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_02_s_6,True,,3,idle,,1,idle,,31,31,1.0,,,
event_maidinvalentine_02_s_7,40007,event_maidinvalentine_02_s,Speech,ade,ade,Locale_SubScenario:event_maidinvalentine_02_s_7,True,,3,idle,,1,idle,,31,31,1.0,,,
event_maidinvalentine_02_s_8,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_8,True,,3,idle,,1,idle,,31,31,1.0,,,
event_maidinvalentine_02_s_9,40007,event_maidinvalentine_02_s,Speech,signal_v,signal,Locale_SubScenario:event_maidinvalentine_02_s_9,True,,3,idle,,1,idle,,31,31,1.0,,,
event_maidinvalentine_02_s_10,40007,event_maidinvalentine_02_s,Narration,,,Locale_SubScenario:event_maidinvalentine_02_s_10,False,,3,idle,,1,idle,,31,31,1.0,,sfx_scn_boxopen,
