id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_ludmilla_24_1,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_1,False,ludmilla_w,1,think,DiningRoom_d,1,1,1.0,amb_so_restaurant_1,event_bgm_neverland_hugme_day,,,
snowfall_speech_ludmilla_24_2,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_2,False,,1,think,,1,1,1.0,,,,,
snowfall_speech_ludmilla_24_3,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_3,False,,1,think,,1,1,1.0,,,,,
snowfall_speech_ludmilla_24_4,80903,snowfall_speech_ludmilla_24,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_4,False,,1,think,,1,1,1.0,,,snowfall_speech_ludmilla_24_7,,
snowfall_speech_ludmilla_24_5,80903,snowfall_speech_ludmilla_24,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_5,False,,1,think,,1,1,1.0,,,snowfall_speech_ludmilla_24_6,,
snowfall_speech_ludmilla_24_6,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_6,False,,1,think,,black,black,1.0,,,,True,
snowfall_speech_ludmilla_24_7,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_7,False,,1,think,,1,10,1.0,,,,,
snowfall_speech_ludmilla_24_8,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_8,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_24_9,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_9,False,,1,think,,10,10,1.0,,,,,
snowfall_speech_ludmilla_24_10,80903,snowfall_speech_ludmilla_24,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_10,False,,1,think,,10,10,1.0,,,,,
