id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound
d_nikke_mana_03_1,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_1,True,mana,1,angry,Bar,10,10,1.0,bgm_story_herecomestrouble,
d_nikke_mana_03_2,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_2,True,,1,angry,,10,10,1.0,,
d_nikke_mana_03_3,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_3,True,,1,angry,,10,10,1.0,,
d_nikke_mana_03_4,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_4,False,,1,angry,,10,10,1.0,,
d_nikke_mana_03_5,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_5,False,,1,angry,,10,10,1.0,,
d_nikke_mana_03_6,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_6,True,,1,angry,,10,10,1.0,,
d_nikke_mana_03_7,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_7,False,,1,angry,,10,10,1.0,,
d_nikke_mana_03_8,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_8,True,,1,idle,,10,1,1.5,,
d_nikke_mana_03_9,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_9,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_10,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_10,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_11,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_11,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_12,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_12,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_13,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_13,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_14,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_14,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_15,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_15,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_16,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_16,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_17,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_17,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_18,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_18,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_19,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_19,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_20,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_20,True,,1,idle,,1,10,1.0,,
d_nikke_mana_03_21,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_21,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_22,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_22,True,,1,idle,,10,10,1.0,,
d_nikke_mana_03_23,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_23,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_24,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_24,True,,1,idle,,10,10,1.0,,
d_nikke_mana_03_25,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_25,True,,1,idle,,10,10,1.0,,
d_nikke_mana_03_26,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_26,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_27,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_27,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_28,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_28,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_29,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_29,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_30,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_30,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_31,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_31,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_32,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_32,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_33,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_33,True,,1,idle,,10,10,1.0,,
d_nikke_mana_03_34,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_34,True,,1,idle,,10,10,1.0,,
d_nikke_mana_03_35,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_35,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_36,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_36,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_37,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_37,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_38,d_nikke_mana_03,Narration,mana,,Locale_NikkeEpisode:d_nikke_mana_03_38,False,,1,idle,,black,black,1.0,,sfx_scn_clinkglasses
d_nikke_mana_03_39,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_39,False,,1,idle,,10,10,1.0,,
d_nikke_mana_03_40,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_40,True,,1,idle,,10,1,1.0,,
d_nikke_mana_03_41,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_41,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_42,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_42,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_43,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_43,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_44,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_44,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_45,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_45,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_46,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_46,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_47,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_47,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_48,d_nikke_mana_03,Self,mana,,Locale_NikkeEpisode:d_nikke_mana_03_48,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_49,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_49,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_50,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_50,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_51,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_51,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_52,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_52,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_53,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_53,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_54,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_54,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_55,d_nikke_mana_03,Speech,mana,mana,Locale_NikkeEpisode:d_nikke_mana_03_55,True,,1,idle,,1,1,1.0,,
d_nikke_mana_03_56,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_56,False,,1,idle,,1,1,1.0,,
d_nikke_mana_03_57,d_nikke_mana_03,Monologue,mana,,Locale_NikkeEpisode:d_nikke_mana_03_57,False,,1,idle,,1,1,1.0,,
