id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_camera_shake,jump_target,play_sound,characters/0/hide_char_id
d_nikke_helm_aquamarine_03_1,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_1,False,helm_s,1,surprise,LogHouseOut_n,1,1,1.0,bgm_story_milkyway,,,,
d_nikke_helm_aquamarine_03_2,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_2,True,,1,surprise,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_3,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_3,True,,1,surprise,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_4,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_4,False,,1,surprise,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_5,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_5,True,,1,idle,,1,1,2.0,,,,,
d_nikke_helm_aquamarine_03_6,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_6,False,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_7,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_7,True,,1,think,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_8,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_8,True,,1,think,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_9,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_9,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_10,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_10,False,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_11,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_11,False,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_12,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_12,False,,1,idle,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_13,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_13,False,,1,idle,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_14,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_14,False,,1,idle,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_15,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_15,True,,1,special,,1,100,1.0,,Low_2,,,
d_nikke_helm_aquamarine_03_16,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_16,False,,1,special,,black,black,1.0,,,,,
d_nikke_helm_aquamarine_03_17,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_17,False,,1,special,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_18,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_18,True,,1,shy,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_19,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_19,False,,1,shy,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_20,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_20,True,,1,shy,,100,100,1.0,,,,,
d_nikke_helm_aquamarine_03_21,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_21,False,,1,think,,100,10,2.0,none,,,,
d_nikke_helm_aquamarine_03_22,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_22,True,,1,think,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_23,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_23,False,,1,think,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_24,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_24,True,,1,think,,10,10,1.0,bgm_story_weare,,,,
d_nikke_helm_aquamarine_03_25,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_25,True,,1,think,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_26,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_26,True,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_27,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_27,True,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_28,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_28,False,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_29,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_29,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_30,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_30,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_31,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_31,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_32,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_32,False,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_33,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_33,True,,1,sad,,10,1,2.0,,,,,
d_nikke_helm_aquamarine_03_34,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_34,True,,1,sad,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_35,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_35,False,,1,sad,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_36,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_36,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_37,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_37,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_38,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_38,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_39,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_39,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_40,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_40,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_41,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_41,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_42,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_42,True,,1,think,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_43,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_43,True,,1,think,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_44,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_44,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_45,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_45,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_46,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_46,True,,1,think,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_47,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_47,False,,1,think,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_48,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_48,False,,1,think,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_49,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_49,True,,1,angry,,1,10,1.0,,,,,
d_nikke_helm_aquamarine_03_50,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_50,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_51,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_51,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_52,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_52,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_53,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_53,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_54,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_54,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_55,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_55,False,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_56,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_56,False,,1,special,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_57,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_57,False,,1,special,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_58,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_58,False,,1,special,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_59,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_59,True,,1,special,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_60,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_60,True,,1,special,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_61,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_61,False,,1,special,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_62,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_62,False,,1,special,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_63,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_63,False,,1,sad,,10,1,2.0,,,,,
d_nikke_helm_aquamarine_03_64,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_64,True,,1,sad,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_65,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_65,True,,1,sad,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_66,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_66,True,,1,sad,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_67,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_67,True,,1,sad,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_68,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_68,True,,1,sad,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_69,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_69,True,,1,idle,,1,10,2.0,,,,,
d_nikke_helm_aquamarine_03_70,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_70,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_71,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_71,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_72,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_72,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_73,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_73,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_74,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_74,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_75,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_75,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_76,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_76,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_77,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_77,False,,1,delight,,10,10,1.0,,,d_nikke_helm_aquamarine_03_79,,
d_nikke_helm_aquamarine_03_78,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_78,False,,1,delight,,10,10,1.0,,,d_nikke_helm_aquamarine_03_88,,
d_nikke_helm_aquamarine_03_79,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_79,True,,1,shy,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_80,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_80,True,,1,shy,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_81,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_81,True,,1,shy,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_82,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_82,False,,1,shy,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_83,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_83,True,,1,surprise,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_84,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_84,True,,1,surprise,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_85,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_85,True,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_86,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_86,False,,1,angry,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_87,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_87,True,,1,think,,10,10,1.0,,,d_nikke_helm_aquamarine_03_92,,
d_nikke_helm_aquamarine_03_88,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_88,True,,1,think,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_89,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_89,True,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_90,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_90,True,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_91,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_91,False,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_92,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_92,False,,1,idle,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_93,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_93,True,,1,idle,,10,10,1.0,none,,,,
d_nikke_helm_aquamarine_03_94,d_nikke_helm_aquamarine_03,Monologue,,Monologue,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_94,False,,1,idle,,10,1,2.0,,,,,
d_nikke_helm_aquamarine_03_95,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_95,False,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_96,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_96,True,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_97,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_97,False,,1,idle,,black,black,1.0,,,,sfx_scn_hammock,
d_nikke_helm_aquamarine_03_98,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_98,False,,1,surprise,,1,10,2.0,,,,,
d_nikke_helm_aquamarine_03_99,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_99,True,,1,surprise,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_100,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_100,True,,1,surprise,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_101,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_101,True,,1,surprise,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_102,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_102,False,,1,surprise,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_103,d_nikke_helm_aquamarine_03,Narration,,Narration,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_103,False,,1,surprise,,black,black,1.0,,,,sfx_scn_hammock,
d_nikke_helm_aquamarine_03_104,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_104,True,,1,special,,10,1,0.5,,Low_2,,,
d_nikke_helm_aquamarine_03_105,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_105,False,,1,special,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_106,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_106,True,,1,special,,1,1,1.0,bgm_story_milkyway,,,,
d_nikke_helm_aquamarine_03_107,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_107,False,,1,idle,,1,1,1.0,,,,,
d_nikke_helm_aquamarine_03_108,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_108,True,,1,sad,,1,10,2.0,,,,,
d_nikke_helm_aquamarine_03_109,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_109,True,,1,sad,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_110,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_110,True,,1,sad,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_111,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_111,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_112,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_112,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_113,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_113,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_114,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_114,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_115,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_115,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_116,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_116,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_117,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_117,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_118,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_118,False,,1,delight,,10,10,1.0,,,d_nikke_helm_aquamarine_03_120,,
d_nikke_helm_aquamarine_03_119,d_nikke_helm_aquamarine_03,Choice,,,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_119,False,,1,delight,,10,10,1.0,,,d_nikke_helm_aquamarine_03_125,,
d_nikke_helm_aquamarine_03_120,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_120,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_121,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_121,True,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_122,d_nikke_helm_aquamarine_03,Self,,Self,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_122,False,,1,delight,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_123,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_123,True,,1,shy,,10,10,1.0,,,,,
d_nikke_helm_aquamarine_03_124,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_124,True,,1,shy,,10,10,1.0,,,d_nikke_helm_aquamarine_03_128,,
d_nikke_helm_aquamarine_03_125,d_nikke_helm_aquamarine_03,Speech,helm_s,helm_s,Locale_NikkeEpisode:d_nikke_helm_aquamarine_03_125,True,,1,surprise,,10,10,1.0,,,,,
