id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id
d_nikke_sakura_bloominsummer_05_1,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_1,True,sakura_s,2,idle,UninhabitedIsland_s,20,20,1.0,bgm_story_voicesofthesea,,,
d_nikke_sakura_bloominsummer_05_2,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_2,True,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_3,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_3,False,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_4,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_4,False,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_5,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_5,False,,2,idle,,black,black,1.0,,,,
d_nikke_sakura_bloominsummer_05_6,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_6,True,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_7,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_7,True,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_8,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_8,True,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_9,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_9,False,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_10,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_10,True,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_11,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_11,False,,2,idle,,black,black,1.0,,,,
d_nikke_sakura_bloominsummer_05_12,d_nikke_sakura_bloominsummer_05,Narration,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_12,False,,2,idle,,black,black,1.0,,sfx_scn_rain,,
d_nikke_sakura_bloominsummer_05_13,d_nikke_sakura_bloominsummer_05,Monologue,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_13,False,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_14,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_14,False,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_15,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_15,True,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_16,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_16,True,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_17,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_17,False,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_18,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_18,True,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_19,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_19,False,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_20,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_20,False,,2,idle,,20,20,1.0,,,,
d_nikke_sakura_bloominsummer_05_21,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_21,False,,2,idle,,20,200,1.0,,,,
d_nikke_sakura_bloominsummer_05_22,d_nikke_sakura_bloominsummer_05,Self,sakura_s,,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_22,False,,2,idle,,200,200,1.0,,,,
d_nikke_sakura_bloominsummer_05_23,d_nikke_sakura_bloominsummer_05,Speech,sakura_s,sakura_s,Locale_NikkeEpisode:d_nikke_sakura_bloominsummer_05_23,True,,2,idle,,200,200,1.0,,,,
