id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,play_sound,characters/2/hide_char_id
d_nikke_moran_01_1,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_1,True,moran,1,pain,jin,13,idle,Hotel,L_130,L_130,1.0,none,,,,,,,
d_nikke_moran_01_2,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_2,True,,1,pain,,13,idle,,L_130,L_130,1.0,,,,,,,,
d_nikke_moran_01_3,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_3,True,,1,pain,,13,idle,,L_130,113,1.0,,,,,,,,
d_nikke_moran_01_4,d_nikke_moran_01,Narration,,,Locale_NikkeEpisode:d_nikke_moran_01_4,False,,1,pain,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_5,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_5,True,,1,pain,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_6,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_6,True,,1,pain,,13,idle,,113,10,1.0,bgm_story_epicjazzymoods,,,,,,,
d_nikke_moran_01_7,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_7,True,,1,pain,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_moran_01_8,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_8,True,,1,pain,,13,idle,,10,L_130,1.0,,,,,,,,
d_nikke_moran_01_9,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_9,True,,1,pain,,13,idle,,L_130,L_130,1.0,,,,,,,,
d_nikke_moran_01_10,d_nikke_moran_01,Narration,,,Locale_NikkeEpisode:d_nikke_moran_01_10,False,,1,angry,,13,idle,,black,black,1.0,,,,,,,,
d_nikke_moran_01_11,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_11,True,,1,angry,,13,idle,,1,100,1.0,,,,,,,,
d_nikke_moran_01_12,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_12,True,,1,angry,,13,idle,,100,100,1.0,,,,,,,,
d_nikke_moran_01_13,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_13,True,,1,angry,,13,idle,,100,113,1.0,,,,,,,,
d_nikke_moran_01_14,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_14,True,,1,angry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_15,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_15,True,,1,angry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_16,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_16,True,,1,angry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_17,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_17,True,,1,angry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_18,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_18,True,,1,worry,,13,idle,,113,10,1.0,,,,,,,,
d_nikke_moran_01_19,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_19,True,,1,worry,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_moran_01_20,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_20,True,,1,worry,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_moran_01_21,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_21,True,,1,worry,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_moran_01_22,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_22,True,,1,worry,,13,idle,,10,L_130,1.0,,,,,,,,
d_nikke_moran_01_23,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_23,True,,1,worry,,13,idle,,L_130,L_130,1.0,,,,,,,,
d_nikke_moran_01_24,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_24,True,,1,worry,,13,idle,,L_130,L_130,1.0,,,,,,,,
d_nikke_moran_01_25,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_25,True,,1,angry,,13,idle,,L_130,10,1.0,,,,,,,,
d_nikke_moran_01_26,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_26,True,,1,angry,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_moran_01_27,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_27,True,,1,angry,,13,idle,,10,113,1.0,,,,,,,,
d_nikke_moran_01_28,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_28,False,,1,angry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_29,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_29,True,,1,worry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_30,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_30,True,,1,worry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_31,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_31,True,,1,worry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_32,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_32,True,,1,worry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_33,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_33,True,,1,worry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_34,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_34,True,,1,worry,,13,idle,,113,113,1.0,,,,,,,,
d_nikke_moran_01_35,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_35,True,,1,worry,,13,idle,,113,L_130,1.0,,,,,,,,
d_nikke_moran_01_36,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_36,True,,1,worry,,13,idle,,L_130,L_130,1.0,,,,,,,,
d_nikke_moran_01_37,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_37,True,,1,worry,,13,idle,,L_130,L_130,1.0,,,,,,,,
d_nikke_moran_01_38,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_38,True,,1,worry,,13,idle,,L_130,L_130,1.0,,,,,,,,
d_nikke_moran_01_39,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_39,True,,1,worry,,13,idle,,L_130,10,1.0,,,,,,,,
d_nikke_moran_01_40,d_nikke_moran_01,Speech,moran,moran,Locale_NikkeEpisode:d_nikke_moran_01_40,True,,1,worry,,13,idle,,10,10,1.0,,,,,,,,
d_nikke_moran_01_41,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_41,True,,1,worry,,13,idle,,10,L_130,1.0,,,,,,,,
d_nikke_moran_01_42,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_42,True,,1,worry,,13,idle,,L_130,L_130,1.0,,,,,,,,
d_nikke_moran_01_43,d_nikke_moran_01,Speech,jin,jin,Locale_NikkeEpisode:d_nikke_moran_01_43,True,,1,worry,,13,idle,,L_130,L_130,1.0,,,,,,,,
