id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,set_camera_shake,fade,jump_target
d_nikke_neon_blueocean_02_1,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_1,True,neon_s,1,idle,Beach_d,1,1,1.0,bgm_story_whosdumber,,,,,
d_nikke_neon_blueocean_02_2,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_2,True,,1,idle,,1,1,1.0,,,,,,
d_nikke_neon_blueocean_02_3,d_nikke_neon_blueocean_02,Self,neon_s,,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_3,False,,1,idle,,1,1,1.0,,,,,,
d_nikke_neon_blueocean_02_4,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_4,True,,1,surprise,,1,1,1.0,,,,,,
d_nikke_neon_blueocean_02_5,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_5,True,,1,surprise,,1,XS_10,2.0,,,,,,
d_nikke_neon_blueocean_02_6,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_6,True,,1,no,,XS_10,XS_10,1.0,,,,,,
d_nikke_neon_blueocean_02_7,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_7,True,,1,no,,XS_10,XS_10,1.0,,,,,,
d_nikke_neon_blueocean_02_8,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_8,True,,1,no,,XS_10,XS_10,1.0,,,,,,
d_nikke_neon_blueocean_02_9,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_9,True,,1,no,,XS_10,XS_10,1.0,,,,,,
d_nikke_neon_blueocean_02_10,d_nikke_neon_blueocean_02,Speech,neon_s,neon_s,Locale_NikkeEpisode:d_nikke_neon_blueocean_02_10,True,,1,idle,,XS_10,XS_10,1.0,,,,,,
