id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/1/hide_char_id
d_nikke_ce005_02_03_1,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_1,True,ce005_02,1,idle,trony,13,idle,NikkeRoom,1,10,1.0,bgm_story_languor,,
d_nikke_ce005_02_03_2,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_2,True,,1,idle,,13,idle,,10,10,1.0,,,
d_nikke_ce005_02_03_3,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_3,True,,1,idle,,13,idle,,10,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_4,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_4,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_5,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_5,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_6,d_nikke_ce005_02_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_02_03_6,False,,1,idle,,13,idle,,black,black,1.0,,,
d_nikke_ce005_02_03_7,d_nikke_ce005_02_03,Narration,,,Locale_NikkeEpisode:d_nikke_ce005_02_03_7,False,,1,idle,,13,idle,,black,black,1.0,,,
d_nikke_ce005_02_03_8,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_8,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,black,
d_nikke_ce005_02_03_9,d_nikke_ce005_02_03,Self,ce005_02,,Locale_NikkeEpisode:d_nikke_ce005_02_03_9,False,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_10,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_10,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_11,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_11,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_12,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_12,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_13,d_nikke_ce005_02_03,Narration,trony,,Locale_NikkeEpisode:d_nikke_ce005_02_03_13,False,,1,idle,,13,idle,,black,black,1.0,,,
d_nikke_ce005_02_03_14,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_14,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_15,d_nikke_ce005_02_03,Speech,ce005_02,ce004_01,Locale_NikkeEpisode:d_nikke_ce005_02_03_15,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_16,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_16,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_17,d_nikke_ce005_02_03,Self,trony,,Locale_NikkeEpisode:d_nikke_ce005_02_03_17,False,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_18,d_nikke_ce005_02_03,Speech,trony,trony,Locale_NikkeEpisode:d_nikke_ce005_02_03_18,True,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
d_nikke_ce005_02_03_19,d_nikke_ce005_02_03,Self,trony,,Locale_NikkeEpisode:d_nikke_ce005_02_03_19,False,,1,idle,,13,idle,,event_exnii_talk_15,event_exnii_talk_15,1.0,,,
