id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,set_camera_shake,characters/0/hide_char_id
d_counseling_mica_snowbuddy_10_1,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_1,True,mica_w,1,special,HotSpringInnIn_d,S_10,S_10,1.0,bgm_story_backtonormal,,,
d_counseling_mica_snowbuddy_10_2,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_2,True,,1,special,,S_10,S_10,1.0,,,,
d_counseling_mica_snowbuddy_10_3,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_3,True,,1,special,,S_10,S_10,1.0,,,,
d_counseling_mica_snowbuddy_10_4,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_4,True,,1,special,,S_10,S_10,1.0,,,,
d_counseling_mica_snowbuddy_10_5,d_counseling_mica_snowbuddy_10,Choice,120,Choice,,Locale_Counseling:d_counseling_mica_snowbuddy_10_5,False,,1,special,,S_10,S_10,1.0,,d_counseling_mica_snowbuddy_10_7,,
d_counseling_mica_snowbuddy_10_6,d_counseling_mica_snowbuddy_10,Choice,100,Choice,,Locale_Counseling:d_counseling_mica_snowbuddy_10_6,False,,1,special,,S_10,S_10,1.0,,d_counseling_mica_snowbuddy_10_10,,
d_counseling_mica_snowbuddy_10_7,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_7,True,,1,surprise,,S_10,S_100,1.0,,,Low_2,
d_counseling_mica_snowbuddy_10_8,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_8,True,,1,surprise,,S_100,S_100,1.0,,,Low_2,
d_counseling_mica_snowbuddy_10_9,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_9,True,,1,special,,S_100,S_100,1.0,,d_counseling_mica_snowbuddy_10_15,,
d_counseling_mica_snowbuddy_10_10,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_10,True,,1,surprise,,S_10,S_100,1.0,,,,
d_counseling_mica_snowbuddy_10_11,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_11,True,,1,special,,S_100,S_100,1.0,,,,
d_counseling_mica_snowbuddy_10_12,d_counseling_mica_snowbuddy_10,Self,0,Self,,Locale_Counseling:d_counseling_mica_snowbuddy_10_12,False,,1,special,,S_100,S_100,1.0,,,,
d_counseling_mica_snowbuddy_10_13,d_counseling_mica_snowbuddy_10,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_10_13,True,,1,surprise,,S_100,S_100,1.0,,,,
d_counseling_mica_snowbuddy_10_14,d_counseling_mica_snowbuddy_10,Self,0,Self,,Locale_Counseling:d_counseling_mica_snowbuddy_10_14,False,,1,surprise,,S_100,S_100,1.0,,,,
d_counseling_mica_snowbuddy_10_15,d_counseling_mica_snowbuddy_10,Narration,0,Narration,,Locale_Counseling:d_counseling_mica_snowbuddy_10_15,False,,1,idle,none,S_100,S_100,1.0,,,,mica_w
