id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_ade_agentbunny_07_1,d_counseling_ade_agentbunny_07,Narration,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_1,False,CoinRushMainHall,10,10,1.0,bgm_story_backtonormal,,,ade_b,1,angry,
d_counseling_ade_agentbunny_07_2,d_counseling_ade_agentbunny_07,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_2,True,,10,10,1.0,,ade_b,,,1,angry,
d_counseling_ade_agentbunny_07_3,d_counseling_ade_agentbunny_07,Monologue,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_3,False,,10,10,1.0,,,,,1,angry,
d_counseling_ade_agentbunny_07_4,d_counseling_ade_agentbunny_07,Choice,100,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_4,False,,10,10,1.0,,,d_counseling_ade_agentbunny_07_6,,1,angry,
d_counseling_ade_agentbunny_07_5,d_counseling_ade_agentbunny_07,Choice,120,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_5,False,,10,10,1.0,,,d_counseling_ade_agentbunny_07_10,,1,angry,
d_counseling_ade_agentbunny_07_6,d_counseling_ade_agentbunny_07,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_6,True,,10,100,1.0,,ade_b,,,1,surprise,
d_counseling_ade_agentbunny_07_7,d_counseling_ade_agentbunny_07,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_7,True,,100,100,1.0,,ade_b,,,1,surprise,
d_counseling_ade_agentbunny_07_8,d_counseling_ade_agentbunny_07,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_8,True,,100,100,1.0,,ade_b,,,1,surprise,
d_counseling_ade_agentbunny_07_9,d_counseling_ade_agentbunny_07,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_9,True,,100,100,1.0,,ade_b,d_counseling_ade_agentbunny_07_14,,1,surprise,
d_counseling_ade_agentbunny_07_10,d_counseling_ade_agentbunny_07,Self,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_10,False,,10,10,1.0,,,,,1,angry,
d_counseling_ade_agentbunny_07_11,d_counseling_ade_agentbunny_07,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_11,True,,10,100,1.0,,ade_b,,,1,idle,
d_counseling_ade_agentbunny_07_12,d_counseling_ade_agentbunny_07,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_12,True,,100,100,1.0,,ade_b,,,1,worry,
d_counseling_ade_agentbunny_07_13,d_counseling_ade_agentbunny_07,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_13,True,,100,100,1.0,,ade_b,d_counseling_ade_agentbunny_07_14,,1,worry,
d_counseling_ade_agentbunny_07_14,d_counseling_ade_agentbunny_07,Narration,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_07_14,False,none,100,100,1.0,,,,,1,idle,ade_b
