id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/hide_char_id
d_counseling_ade_agentbunny_12_1,d_counseling_ade_agentbunny_12,Narration,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_1,False,ade_b,1,idle,CoinRushMainHall,100,100,1.0,bgm_story_backtonormal,,,
d_counseling_ade_agentbunny_12_2,d_counseling_ade_agentbunny_12,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_2,True,,1,idle,,100,100,1.0,,ade_b,,
d_counseling_ade_agentbunny_12_3,d_counseling_ade_agentbunny_12,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_3,True,,1,surprise,,100,10,0.7,,ade_b,,
d_counseling_ade_agentbunny_12_4,d_counseling_ade_agentbunny_12,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_4,True,,1,surprise,,10,10,1.0,,ade_b,,
d_counseling_ade_agentbunny_12_5,d_counseling_ade_agentbunny_12,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_5,True,,1,surprise,,10,10,1.0,,ade_b,,
d_counseling_ade_agentbunny_12_6,d_counseling_ade_agentbunny_12,Choice,100,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_6,False,,1,surprise,,10,10,1.0,,,d_counseling_ade_agentbunny_12_8,
d_counseling_ade_agentbunny_12_7,d_counseling_ade_agentbunny_12,Choice,120,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_7,False,,1,surprise,,10,10,1.0,,,d_counseling_ade_agentbunny_12_10,
d_counseling_ade_agentbunny_12_8,d_counseling_ade_agentbunny_12,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_8,True,,1,idle,,10,10,1.0,,ade_b,,
d_counseling_ade_agentbunny_12_9,d_counseling_ade_agentbunny_12,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_9,True,,1,idle,,10,10,1.0,,ade_b,d_counseling_ade_agentbunny_12_14,
d_counseling_ade_agentbunny_12_10,d_counseling_ade_agentbunny_12,Narration,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_10,False,,1,surprise,,10,10,1.0,,,,
d_counseling_ade_agentbunny_12_11,d_counseling_ade_agentbunny_12,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_11,True,,1,surprise,,10,10,1.0,,ade_b,,
d_counseling_ade_agentbunny_12_12,d_counseling_ade_agentbunny_12,Self,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_12,False,,1,surprise,,10,10,1.0,,,,
d_counseling_ade_agentbunny_12_13,d_counseling_ade_agentbunny_12,Speech,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_13,True,,1,shy,,10,10,1.0,,ade_b,d_counseling_ade_agentbunny_12_14,
d_counseling_ade_agentbunny_12_14,d_counseling_ade_agentbunny_12,Narration,0,ade_b,Locale_Counseling:d_counseling_ade_agentbunny_12_14,False,,1,idle,none,10,10,1.0,,,,ade_b
