id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/hide_char_id
d_counseling_quiry_15_1,d_counseling_quiry_15,Speech,0,quiry,quiry,Locale_Counseling:d_counseling_quiry_15_1,True,quiry,1,sad,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,,
d_counseling_quiry_15_2,d_counseling_quiry_15,Narration,0,quiry,,Locale_Counseling:d_counseling_quiry_15_2,True,,1,sad,,S_10,S_10,1.0,,,,
d_counseling_quiry_15_3,d_counseling_quiry_15,Choice,120,quiry,,Locale_Counseling:d_counseling_quiry_15_3,True,,1,sad,,S_10,S_10,1.0,,d_counseling_quiry_15_5,,
d_counseling_quiry_15_4,d_counseling_quiry_15,Choice,100,quiry,,Locale_Counseling:d_counseling_quiry_15_4,True,,1,sad,,S_10,S_10,1.0,,d_counseling_quiry_15_9,,
d_counseling_quiry_15_5,d_counseling_quiry_15,Speech,0,quiry,quiry,Locale_Counseling:d_counseling_quiry_15_5,True,,1,surprise,,S_10,S_100,1.0,,,,
d_counseling_quiry_15_6,d_counseling_quiry_15,Speech,0,quiry,quiry,Locale_Counseling:d_counseling_quiry_15_6,True,,1,angry,,S_100,S_100,1.0,,,,
d_counseling_quiry_15_7,d_counseling_quiry_15,Speech,0,quiry,quiry,Locale_Counseling:d_counseling_quiry_15_7,True,,1,angry,,S_100,S_100,1.0,,,,
d_counseling_quiry_15_8,d_counseling_quiry_15,Speech,0,quiry,quiry,Locale_Counseling:d_counseling_quiry_15_8,True,,1,angry,,S_100,S_100,1.0,,d_counseling_quiry_15_13,,
d_counseling_quiry_15_9,d_counseling_quiry_15,Speech,0,quiry,quiry,Locale_Counseling:d_counseling_quiry_15_9,True,,1,sad,,S_10,S_100,1.0,,,,
d_counseling_quiry_15_10,d_counseling_quiry_15,Speech,0,quiry,quiry,Locale_Counseling:d_counseling_quiry_15_10,True,,1,surprise,,S_100,S_100,1.0,,,,
d_counseling_quiry_15_11,d_counseling_quiry_15,Narration,0,quiry,,Locale_Counseling:d_counseling_quiry_15_11,True,,1,surprise,,black,black,1.0,,,sfx_scn_heavytrip,
d_counseling_quiry_15_12,d_counseling_quiry_15,Speech,0,quiry,quiry,Locale_Counseling:d_counseling_quiry_15_12,True,,1,sad,,S_100,S_100,1.0,,d_counseling_quiry_15_13,,
d_counseling_quiry_15_13,d_counseling_quiry_15,Narration,0,quiry,,Locale_Counseling:d_counseling_quiry_15_13,True,,1,idle,none,S_100,S_100,1.0,,,,quiry
