id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,jump_target,set_filter_01
d_counseling_maiden_icerose_08_1,d_counseling_maiden_icerose_08,Narration,0,maiden,Locale_Counseling:d_counseling_maiden_icerose_08_1,False,maiden,1,idle,black,S_10,S_10,1.0,event_bgm_icedragonsaga_adventure,,,,
d_counseling_maiden_icerose_08_2,d_counseling_maiden_icerose_08,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_2,True,maiden_w,1,worry,SnowTown_d,S_10,L_10,1.0,,maiden_w,maiden,,
d_counseling_maiden_icerose_08_3,d_counseling_maiden_icerose_08,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_3,True,,1,worry,,L_10,L_10,1.0,,maiden_w,,,
d_counseling_maiden_icerose_08_4,d_counseling_maiden_icerose_08,Monologue,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_4,False,,1,shy,,L_10,L_10,1.0,,,,,
d_counseling_maiden_icerose_08_5,d_counseling_maiden_icerose_08,Choice,120,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_5,False,,1,shy,,L_10,L_10,1.0,,,,d_counseling_maiden_icerose_08_7,
d_counseling_maiden_icerose_08_6,d_counseling_maiden_icerose_08,Choice,100,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_6,False,,1,shy,,L_10,L_10,1.0,,,,d_counseling_maiden_icerose_08_10,
d_counseling_maiden_icerose_08_7,d_counseling_maiden_icerose_08,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_7,True,,1,shy,,L_10,L_100,1.0,,maiden_w,,,
d_counseling_maiden_icerose_08_8,d_counseling_maiden_icerose_08,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_8,True,,1,shy,,L_100,L_100,1.0,,maiden_w,,,
d_counseling_maiden_icerose_08_9,d_counseling_maiden_icerose_08,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_9,True,,1,shy,,L_100,L_100,1.0,,maiden_w,,d_counseling_maiden_icerose_08_13,
d_counseling_maiden_icerose_08_10,d_counseling_maiden_icerose_08,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_10,True,,1,special,,L_10,L_100,1.0,,maiden_w,,,
d_counseling_maiden_icerose_08_11,d_counseling_maiden_icerose_08,Monologue,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_11,False,,1,special,,L_100,L_100,1.0,,,,,Grey
d_counseling_maiden_icerose_08_12,d_counseling_maiden_icerose_08,Speech,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_12,True,,1,shy,,L_100,L_100,1.0,,maiden_w,,d_counseling_maiden_icerose_08_13,Grey
d_counseling_maiden_icerose_08_13,d_counseling_maiden_icerose_08,Narration,0,maiden_w,Locale_Counseling:d_counseling_maiden_icerose_08_13,False,,1,shy,none,L_100,L_100,1.0,,,maiden_w,,
