id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id
d_counseling_mica_snowbuddy_13_1,d_counseling_mica_snowbuddy_13,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_13_1,True,HotSpringInnIn_d,S_10,S_10,1.0,bgm_story_backtonormal,,mica_w,1,special,
d_counseling_mica_snowbuddy_13_2,d_counseling_mica_snowbuddy_13,Self,0,Self,,Locale_Counseling:d_counseling_mica_snowbuddy_13_2,False,,S_10,S_10,1.0,,,,1,special,
d_counseling_mica_snowbuddy_13_3,d_counseling_mica_snowbuddy_13,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_13_3,True,,S_10,S_10,1.0,,,,1,surprise,
d_counseling_mica_snowbuddy_13_4,d_counseling_mica_snowbuddy_13,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_13_4,True,,S_10,S_10,1.0,,,,1,special,
d_counseling_mica_snowbuddy_13_5,d_counseling_mica_snowbuddy_13,Choice,120,Choice,,Locale_Counseling:d_counseling_mica_snowbuddy_13_5,False,,S_10,S_10,1.0,,d_counseling_mica_snowbuddy_13_7,,1,special,
d_counseling_mica_snowbuddy_13_6,d_counseling_mica_snowbuddy_13,Choice,100,Choice,,Locale_Counseling:d_counseling_mica_snowbuddy_13_6,False,,S_10,S_10,1.0,,d_counseling_mica_snowbuddy_13_9,,1,special,
d_counseling_mica_snowbuddy_13_7,d_counseling_mica_snowbuddy_13,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_13_7,True,,S_10,S_100,1.0,,,,1,delight,
d_counseling_mica_snowbuddy_13_8,d_counseling_mica_snowbuddy_13,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_13_8,True,,S_100,S_100,1.0,,d_counseling_mica_snowbuddy_13_12,,1,delight,
d_counseling_mica_snowbuddy_13_9,d_counseling_mica_snowbuddy_13,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_13_9,True,,S_10,S_100,1.0,,,,1,surprise,
d_counseling_mica_snowbuddy_13_10,d_counseling_mica_snowbuddy_13,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_13_10,True,,S_100,S_100,1.0,,,,1,idle,
d_counseling_mica_snowbuddy_13_11,d_counseling_mica_snowbuddy_13,Speech,0,mica_w,mica_w,Locale_Counseling:d_counseling_mica_snowbuddy_13_11,True,,S_100,S_100,1.0,,,,1,idle,
d_counseling_mica_snowbuddy_13_12,d_counseling_mica_snowbuddy_13,Narration,0,Narration,,Locale_Counseling:d_counseling_mica_snowbuddy_13_12,False,none,S_100,S_100,1.0,,,,1,idle,mica_w
