id,group_id,title_localkey,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipsync,set_background,set_light,conversation_id,set_image,set_object,set_object_position,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/hide_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/hide_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/hide_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/hide_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/stop_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/1/play_effect_id,effects/1/stop_effect_id,effects/1/set_effect_position,effects/1/is_effect_movable
d_counseling_rei_02_1,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_1,True,CommanderRoom,,,,,,XS_10,XS_10,0,,bgm_story_backtonormal,,None,None,,rei,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_2,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_2,True,,,,,,,XS_10,XS_10,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_3,d_counseling_rei_02,,Choice,120,rei,,Locale_Counseling:d_counseling_rei_02_3,False,,,,,,,XS_10,XS_10,0,,,,None,None,d_counseling_rei_02_5,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_4,d_counseling_rei_02,,Choice,100,rei,,Locale_Counseling:d_counseling_rei_02_4,False,,,,,,,XS_10,XS_10,0,,,,None,None,d_counseling_rei_02_10,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_5,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_5,True,,,,,,,XS_10,XS_100,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_6,d_counseling_rei_02,,Speech,0,rei,naru1,Locale_Counseling:d_counseling_rei_02_6,False,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_7,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_7,True,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_8,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_8,True,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_9,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_9,True,,,,,,,XS_100,XS_100,0,,,,None,None,d_counseling_rei_02_15,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_10,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_10,True,,,,,,,XS_10,XS_100,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_11,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_11,True,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_12,d_counseling_rei_02,,Speech,0,rei,naru1,Locale_Counseling:d_counseling_rei_02_12,False,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_13,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_13,True,,,,,,,XS_100,XS_100,0,,,,None,None,,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_14,d_counseling_rei_02,,Speech,0,rei,rei,Locale_Counseling:d_counseling_rei_02_14,True,,,,,,,XS_100,XS_100,0,,,,None,None,d_counseling_rei_02_15,,,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_rei_02_15,d_counseling_rei_02,,Narration,0,rei,,Locale_Counseling:d_counseling_rei_02_15,False,none,,,,,,XS_100,XS_100,0,,,,None,None,,,rei,1,cry,,,,,,,,,,,,,,,,,,,,False,,,,False
