id,group_id,title_localkey,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipsync,set_background,set_light,conversation_id,set_image,set_object,set_object_position,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_camera_shake,set_filter_01,set_filter_02,jump_target,characters/0/show_char_id,characters/0/hide_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/hide_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/hide_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/hide_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/hide_char_id,characters/4/set_char_position,characters/4/set_char_anim,effects/0/play_effect_id,effects/0/stop_effect_id,effects/0/set_effect_position,effects/0/is_effect_movable,effects/1/play_effect_id,effects/1/stop_effect_id,effects/1/set_effect_position,effects/1/is_effect_movable
d_counseling_milk_bloomingbunny_11_1,d_counseling_milk_bloomingbunny_11,,Speech,0,milk_b,milk_b,Locale_Counseling:d_counseling_milk_bloomingbunny_11_1,True,CoinRushMainHall,,,,,,100,10,0,,bgm_story_backtonormal,,None,None,,milk_b,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_2,d_counseling_milk_bloomingbunny_11,,Narration,0,milk_b,,Locale_Counseling:d_counseling_milk_bloomingbunny_11_2,False,,,,,,,10,10,0,,,,None,None,,,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_3,d_counseling_milk_bloomingbunny_11,,Monologue,0,milk_b,,Locale_Counseling:d_counseling_milk_bloomingbunny_11_3,False,,,,,,,10,10,0,,,,None,None,,,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_4,d_counseling_milk_bloomingbunny_11,,Choice,100,milk_b,,Locale_Counseling:d_counseling_milk_bloomingbunny_11_4,False,,,,,,,10,10,0,,,,None,None,d_counseling_milk_bloomingbunny_11_6,,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_5,d_counseling_milk_bloomingbunny_11,,Choice,120,milk_b,,Locale_Counseling:d_counseling_milk_bloomingbunny_11_5,False,,,,,,,10,10,0,,,,None,None,d_counseling_milk_bloomingbunny_11_10,,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_6,d_counseling_milk_bloomingbunny_11,,Speech,0,milk_b,milk_b,Locale_Counseling:d_counseling_milk_bloomingbunny_11_6,True,,,,,,,10,10,0,,,,None,None,,,,1,no,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_7,d_counseling_milk_bloomingbunny_11,,Speech,0,milk_b,milk_b,Locale_Counseling:d_counseling_milk_bloomingbunny_11_7,True,,,,,,,10,100,0,,,,None,None,,,,1,no,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_8,d_counseling_milk_bloomingbunny_11,,Speech,0,milk_b,milk_b,Locale_Counseling:d_counseling_milk_bloomingbunny_11_8,True,,,,,,,100,100,0,,,,None,None,,,,1,no,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_9,d_counseling_milk_bloomingbunny_11,,Self,0,milk_b,,Locale_Counseling:d_counseling_milk_bloomingbunny_11_9,False,,,,,,,100,100,0,,,,None,None,d_counseling_milk_bloomingbunny_11_14,,,1,no,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_10,d_counseling_milk_bloomingbunny_11,,Narration,0,milk_b,,Locale_Counseling:d_counseling_milk_bloomingbunny_11_10,False,,,,,,,10,10,0,,,,None,None,,,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_11,d_counseling_milk_bloomingbunny_11,,Speech,0,milk_b,milk_b,Locale_Counseling:d_counseling_milk_bloomingbunny_11_11,True,,,,,,,10,10,0,,,,None,None,,,,1,delight,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_12,d_counseling_milk_bloomingbunny_11,,Speech,0,milk_b,milk_b,Locale_Counseling:d_counseling_milk_bloomingbunny_11_12,True,,,,,,,10,100,0,,,,None,None,,,,1,delight2,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_13,d_counseling_milk_bloomingbunny_11,,Speech,0,milk_b,milk_b,Locale_Counseling:d_counseling_milk_bloomingbunny_11_13,True,,,,,,,100,100,0,,,,None,None,d_counseling_milk_bloomingbunny_11_14,,,1,delight2,,,,,,,,,,,,,,,,,,,,False,,,,False
d_counseling_milk_bloomingbunny_11_14,d_counseling_milk_bloomingbunny_11,,Narration,0,milk_b,,Locale_Counseling:d_counseling_milk_bloomingbunny_11_14,False,none,,,,,,100,100,0,,,,None,None,,,milk_b,1,idle,,,,,,,,,,,,,,,,,,,,False,,,,False
