id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_neon_blueocean_18_1,d_counseling_neon_blueocean_18,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_18_1,True,neon_s,1,no,Beach_d,XS_10,XS_10,1.0,bgm_story_summermood,,
d_counseling_neon_blueocean_18_2,d_counseling_neon_blueocean_18,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_18_2,True,,1,no,,XS_10,XS_10,1.0,,,
d_counseling_neon_blueocean_18_3,d_counseling_neon_blueocean_18,Choice,100,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_18_3,True,,1,no,,XS_10,XS_10,1.0,,d_counseling_neon_blueocean_18_5,
d_counseling_neon_blueocean_18_4,d_counseling_neon_blueocean_18,Choice,120,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_18_4,True,,1,no,,XS_10,XS_10,1.0,,d_counseling_neon_blueocean_18_8,
d_counseling_neon_blueocean_18_5,d_counseling_neon_blueocean_18,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_18_5,True,,1,surprise,,XS_10,XS_100,1.0,,,
d_counseling_neon_blueocean_18_6,d_counseling_neon_blueocean_18,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_18_6,True,,1,surprise,,XS_100,XS_100,1.0,,,
d_counseling_neon_blueocean_18_7,d_counseling_neon_blueocean_18,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_18_7,True,,1,worry,,XS_100,XS_100,1.0,,d_counseling_neon_blueocean_18_11,
d_counseling_neon_blueocean_18_8,d_counseling_neon_blueocean_18,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_18_8,True,,1,no,,XS_10,XS_100,1.0,,,
d_counseling_neon_blueocean_18_9,d_counseling_neon_blueocean_18,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_18_9,True,,1,no,,XS_100,XS_100,1.0,,,
d_counseling_neon_blueocean_18_10,d_counseling_neon_blueocean_18,Speech,0,neon_s,neon_s,Locale_Counseling:d_counseling_neon_blueocean_18_10,True,,1,no,,XS_100,XS_100,1.0,,,
d_counseling_neon_blueocean_18_11,d_counseling_neon_blueocean_18,Narration,0,neon_s,,Locale_Counseling:d_counseling_neon_blueocean_18_11,True,,1,idle,none,XS_100,XS_100,1.0,,,neon_s
