id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_biscuit_12_1,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_1,True,biscuit,1,idle,CommanderRoom,XS_10,XS_10,1.0,bgm_story_backtonormal,,
d_counseling_biscuit_12_2,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_2,True,,1,idle,,XS_10,XS_10,1.0,,,
d_counseling_biscuit_12_3,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_3,True,,1,idle,,XS_10,XS_10,1.0,,,
d_counseling_biscuit_12_4,d_counseling_biscuit_12,Choice,120,biscuit,,Locale_Counseling:d_counseling_biscuit_12_4,False,,1,idle,,XS_10,XS_10,1.0,,d_counseling_biscuit_12_6,
d_counseling_biscuit_12_5,d_counseling_biscuit_12,Choice,100,biscuit,,Locale_Counseling:d_counseling_biscuit_12_5,False,,1,idle,,XS_10,XS_10,1.0,,d_counseling_biscuit_12_9,
d_counseling_biscuit_12_6,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_6,True,,1,shy,,XS_10,XS_100,1.0,,,
d_counseling_biscuit_12_7,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_7,True,,1,shy,,XS_100,XS_100,1.0,,,
d_counseling_biscuit_12_8,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_8,True,,1,delight,,XS_100,XS_100,1.0,,d_counseling_biscuit_12_12,
d_counseling_biscuit_12_9,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_9,True,,1,sad,,XS_10,XS_100,1.0,,,
d_counseling_biscuit_12_10,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_10,True,,1,sad,,XS_100,XS_100,1.0,,,
d_counseling_biscuit_12_11,d_counseling_biscuit_12,Speech,0,biscuit,biscuit,Locale_Counseling:d_counseling_biscuit_12_11,True,,1,sad,,XS_100,XS_100,1.0,,,
d_counseling_biscuit_12_12,d_counseling_biscuit_12,Narration,0,biscuit,,Locale_Counseling:d_counseling_biscuit_12_12,False,,1,idle,none,XS_100,XS_100,1.0,,,biscuit
