id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_exia_20_1,d_counseling_exia_20,Speech,0,exia,exia,Locale_Counseling:d_counseling_exia_20_1,True,exia,1,idle,CommanderRoom,S_10,S_10,1.0,bgm_story_backtonormal,,
d_counseling_exia_20_2,d_counseling_exia_20,Speech,0,exia,exia,Locale_Counseling:d_counseling_exia_20_2,True,,1,idle,,S_10,S_10,1.0,,,
d_counseling_exia_20_3,d_counseling_exia_20,Speech,0,exia,exia,Locale_Counseling:d_counseling_exia_20_3,True,,1,idle,,S_10,S_10,1.0,,,
d_counseling_exia_20_4,d_counseling_exia_20,Choice,100,exia,,Locale_Counseling:d_counseling_exia_20_4,False,,1,idle,,S_10,S_10,1.0,,d_counseling_exia_20_6,
d_counseling_exia_20_5,d_counseling_exia_20,Choice,120,exia,,Locale_Counseling:d_counseling_exia_20_5,False,,1,idle,,S_10,S_10,1.0,,d_counseling_exia_20_8,
d_counseling_exia_20_6,d_counseling_exia_20,Speech,0,exia,exia,Locale_Counseling:d_counseling_exia_20_6,False,,1,etc,,S_10,S_100,1.0,,,
d_counseling_exia_20_7,d_counseling_exia_20,Speech,0,exia,exia,Locale_Counseling:d_counseling_exia_20_7,True,,1,etc,,S_100,S_100,1.0,,d_counseling_exia_20_11,
d_counseling_exia_20_8,d_counseling_exia_20,Speech,0,exia,exia,Locale_Counseling:d_counseling_exia_20_8,True,,1,idle,,S_10,S_100,1.0,,,
d_counseling_exia_20_9,d_counseling_exia_20,Speech,0,exia,exia,Locale_Counseling:d_counseling_exia_20_9,True,,1,idle,,S_100,S_100,1.0,,,
d_counseling_exia_20_10,d_counseling_exia_20,Speech,0,exia,exia,Locale_Counseling:d_counseling_exia_20_10,True,,1,good,,S_100,S_100,1.0,,,
d_counseling_exia_20_11,d_counseling_exia_20,Narration,0,exia,,Locale_Counseling:d_counseling_exia_20_11,False,,1,idle,none,S_100,S_100,1.0,,,exia
