id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/hide_char_id
d_counseling_vesti_tactical_02_1,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_1,True,vesti_t,1,idle,CommanderRoom,XS_10,XS_10,1.0,bgm_story_backtonormal,,
d_counseling_vesti_tactical_02_2,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_2,True,,1,idle,,XS_10,XS_10,1.0,,,
d_counseling_vesti_tactical_02_3,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_3,True,,1,delight,,XS_10,XS_10,1.0,,,
d_counseling_vesti_tactical_02_4,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_4,True,,1,delight,,XS_10,XS_10,1.0,,,
d_counseling_vesti_tactical_02_5,d_counseling_vesti_tactical_02,Choice,120,vesti_t,,Locale_Counseling:d_counseling_vesti_tactical_02_5,False,,1,delight,,XS_10,XS_10,1.0,,d_counseling_vesti_tactical_02_7,
d_counseling_vesti_tactical_02_6,d_counseling_vesti_tactical_02,Choice,100,vesti_t,,Locale_Counseling:d_counseling_vesti_tactical_02_6,False,,1,delight,,XS_10,XS_10,1.0,,d_counseling_vesti_tactical_02_11,
d_counseling_vesti_tactical_02_7,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_7,True,,1,shy,,XS_10,XS_100,1.0,,,
d_counseling_vesti_tactical_02_8,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_8,True,,1,shy,,XS_100,XS_100,1.0,,,
d_counseling_vesti_tactical_02_9,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_9,True,,1,delight,,XS_100,XS_100,1.0,,,
d_counseling_vesti_tactical_02_10,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_10,True,,1,delight,,XS_100,XS_100,1.0,,d_counseling_vesti_tactical_02_14,
d_counseling_vesti_tactical_02_11,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_11,True,,1,worry,,XS_10,XS_100,0.5,,,
d_counseling_vesti_tactical_02_12,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_12,True,,1,worry,,XS_100,XS_100,1.0,,,
d_counseling_vesti_tactical_02_13,d_counseling_vesti_tactical_02,Speech,0,vesti_t,vesti_t,Locale_Counseling:d_counseling_vesti_tactical_02_13,True,,1,worry,,XS_100,XS_100,1.0,,d_counseling_vesti_tactical_02_14,
d_counseling_vesti_tactical_02_14,d_counseling_vesti_tactical_02,Narration,0,vesti_t,,Locale_Counseling:d_counseling_vesti_tactical_02_14,False,,1,idle,none,XS_100,XS_100,1.0,,,vesti_t
