id,group_id,speech_window,attractive_point,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,jump_target,characters/0/hide_char_id
d_counseling_dorothy_serendipity_11_1,d_counseling_dorothy_serendipity_11,Monologue,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_1,False,dorothy_s,1,think,Deck_n,10,10,1.0,bgm_story_milkyway,,,
d_counseling_dorothy_serendipity_11_2,d_counseling_dorothy_serendipity_11,Speech,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_2,False,,1,think,,10,10,1.0,,dorothy_s,,
d_counseling_dorothy_serendipity_11_3,d_counseling_dorothy_serendipity_11,Choice,100,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_3,False,,1,think,,10,10,1.0,,,d_counseling_dorothy_serendipity_11_5,
d_counseling_dorothy_serendipity_11_4,d_counseling_dorothy_serendipity_11,Choice,120,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_4,False,,1,think,,10,10,1.0,,,d_counseling_dorothy_serendipity_11_8,
d_counseling_dorothy_serendipity_11_5,d_counseling_dorothy_serendipity_11,Speech,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_5,True,,1,surprise,,10,1,1.0,,dorothy_s,,
d_counseling_dorothy_serendipity_11_6,d_counseling_dorothy_serendipity_11,Speech,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_6,True,,1,idle,,1,1,1.0,,dorothy_s,,
d_counseling_dorothy_serendipity_11_7,d_counseling_dorothy_serendipity_11,Speech,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_7,True,,1,delight,,1,1,1.0,,dorothy_s,d_counseling_dorothy_serendipity_11_11,
d_counseling_dorothy_serendipity_11_8,d_counseling_dorothy_serendipity_11,Speech,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_8,True,,1,think,,10,1,1.0,,dorothy_s,,
d_counseling_dorothy_serendipity_11_9,d_counseling_dorothy_serendipity_11,Speech,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_9,True,,1,think,,1,1,1.0,,dorothy_s,,
d_counseling_dorothy_serendipity_11_10,d_counseling_dorothy_serendipity_11,Speech,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_10,True,,1,think,,1,1,1.0,,dorothy_s,d_counseling_dorothy_serendipity_11_11,
d_counseling_dorothy_serendipity_11_11,d_counseling_dorothy_serendipity_11,Narration,0,dorothy_s,Locale_Counseling:d_counseling_dorothy_serendipity_11_11,False,,1,idle,none,1,1,1.0,,,,dorothy_s
