id,group_id,speech_window,attractive_point,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,play_sound,characters/0/hide_char_id
d_counseling_rapi_redhood_08_1,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_1,True,rapi_red,1,worry,CommanderRoom,10,10,1.0,bgm_story_backtonormal,,,
d_counseling_rapi_redhood_08_2,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_2,True,,1,worry,,10,10,1.0,,,,
d_counseling_rapi_redhood_08_3,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_3,True,,1,worry,,10,10,1.0,,,,
d_counseling_rapi_redhood_08_4,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_4,True,,1,worry,,10,10,1.0,,,,
d_counseling_rapi_redhood_08_5,d_counseling_rapi_redhood_08,Choice,100,rapi_red,,Locale_Counseling:d_counseling_rapi_redhood_08_5,False,,1,worry,,10,10,1.0,,d_counseling_rapi_redhood_08_7,,
d_counseling_rapi_redhood_08_6,d_counseling_rapi_redhood_08,Choice,120,rapi_red,,Locale_Counseling:d_counseling_rapi_redhood_08_6,False,,1,worry,,10,10,1.0,,d_counseling_rapi_redhood_08_10,,
d_counseling_rapi_redhood_08_7,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_7,True,,1,worry,,10,100,1.0,,,,
d_counseling_rapi_redhood_08_8,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_8,True,,1,worry,,100,100,1.0,,,,
d_counseling_rapi_redhood_08_9,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_9,True,,1,idle,,100,100,1.0,,d_counseling_rapi_redhood_08_13,,
d_counseling_rapi_redhood_08_10,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_10,True,,1,think,,10,100,1.0,,,,
d_counseling_rapi_redhood_08_11,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_11,True,,1,idle,,100,100,1.0,,,,
d_counseling_rapi_redhood_08_12,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_12,True,,1,angry,,100,100,1.0,,d_counseling_rapi_redhood_08_13,,
d_counseling_rapi_redhood_08_13,d_counseling_rapi_redhood_08,Narration,0,rapi_red,,Locale_Counseling:d_counseling_rapi_redhood_08_13,False,,1,worry,,100,100,1.0,,,sfx_scn_8bitexplosion,
d_counseling_rapi_redhood_08_14,d_counseling_rapi_redhood_08,Self,0,rapi_red,,Locale_Counseling:d_counseling_rapi_redhood_08_14,False,,1,worry,,100,100,1.0,,,,
d_counseling_rapi_redhood_08_15,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_15,False,,1,worry,,100,100,1.0,,,,
d_counseling_rapi_redhood_08_16,d_counseling_rapi_redhood_08,Speech,0,rapi_red,rapi_red,Locale_Counseling:d_counseling_rapi_redhood_08_16,True,,1,worry,,100,100,1.0,,,,
d_counseling_rapi_redhood_08_17,d_counseling_rapi_redhood_08,Monologue,0,rapi_red,,Locale_Counseling:d_counseling_rapi_redhood_08_17,False,,1,worry,,100,100,1.0,,,,rapi_red
d_counseling_rapi_redhood_08_18,d_counseling_rapi_redhood_08,Self,0,rapi_red,,Locale_Counseling:d_counseling_rapi_redhood_08_18,False,,,,,100,100,1.0,,,,
d_counseling_rapi_redhood_08_19,d_counseling_rapi_redhood_08,Narration,0,rapi_red,,Locale_Counseling:d_counseling_rapi_redhood_08_19,False,,,,none,100,100,1.0,,,,
